Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																						
Дата голосования: 07.12.2003 0:00:00																																						
																																						
Наименование Избирательной комиссии:    Сунтарская																																						
																																						
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																						
																																						
		Сумма	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533					
1	"Число избирателей, внесенных в списки"	14235	393	122	483	171	527	83	1221	186	451	233	194	630	1104	922	1180	762	931	93	251	130	538	70	238	328	310	418	891	346	549	66	414					
2	"Число бюллетеней, полученных участковыми комиссиями"	14815	420	140	490	180	540	90	1295	195	475	255	220	625	1100	935	1205	810	970	100	265	135	540	70	260	335	325	445	930	370	580	70	445					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	85	46	0	9	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	4					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	9493	291	98	337	164	378	82	851	165	355	207	159	302	575	444	646	416	479	84	183	115	430	67	226	194	278	265	651	284	349	58	360					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	923	28	20	61	3	49	1	129	8	41	10	3	77	43	18	44	33	21	8	22	3	27	2	12	26	14	39	62	22	52	7	38					
6	Число погашенных бюллетеней	4314	55	22	83	13	113	7	309	22	79	35	58	246	482	473	515	361	470	8	52	17	74	1	22	115	33	141	217	64	179	5	43					
7	Число бюллетеней в переносных ящиках для голосования	1008	74	20	70	3	49	1	135	8	41	13	3	77	43	18	44	33	21	8	30	3	36	2	12	26	14	39	62	22	52	7	42					
8	Число бюллетеней в стационарных ящиках для голосования	9492	291	98	337	164	378	82	850	165	355	207	159	302	575	444	646	416	479	84	183	115	430	67	226	194	278	265	651	284	349	58	360					
9	Число недействительных бюллетеней	183	5	0	11	2	55	1	9	1	4	3	2	3	8	3	9	7	4	0	3	0	3	1	3	4	5	7	12	5	5	3	5					
10	Число действительных бюллетеней	10317	360	118	396	165	372	82	976	172	392	217	160	376	610	459	681	442	496	92	210	118	463	68	235	216	287	297	701	301	396	62	397					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	424	8	14	17	5	15	3	38	4	20	15	3	11	24	15	30	10	12	4	13	1	13	10	10	10	5	19	20	20	20	10	25					
