Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																													
Дата голосования: 02.12.2007																																													
																																													
Наименование Избирательной комиссии:    Марьяновская																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993					
1	"Число избирателей, внесенных в списки избирателей"	18327	1132	1464	1165	1242	1240	1401	118	61	250	133	64	241	719	496	114	288	97	1486	256	294	267	190	629	75	70	239	233	612	452	172	120	846	301	806	216	159	512	167					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17948	1069	1368	1136	1156	1108	1436	122	61	245	138	71	243	694	471	112	299	100	1468	254	282	262	181	593	69	71	225	214	628	549	168	124	858	302	834	210	154	508	165					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13207	718	846	695	821	588	1105	111	52	216	97	63	221	603	356	111	206	74	955	218	257	248	141	445	67	56	162	150	462	431	156	102	677	271	602	182	142	443	157					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1041	39	35	42	51	376	66	1	0	6	21	0	0	16	28	0	13	13	84	2	2	0	6	47	1	0	11	0	43	19	2	7	53	5	31	0	3	18	0					
6	Число погашенных избирательных бюллетеней	3700	312	487	399	284	144	265	10	9	23	20	8	22	75	87	1	80	13	429	34	23	14	34	101	1	15	52	64	123	99	10	15	128	26	201	28	9	47	8					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1041	39	35	42	51	376	66	1	0	6	21	0	0	16	28	0	13	13	84	2	2	0	6	47	1	0	11	0	43	19	2	7	53	5	31	0	3	18	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13207	718	846	695	821	588	1105	111	52	216	97	63	221	603	356	111	206	74	955	218	257	248	141	445	67	56	162	150	462	431	156	102	677	271	602	182	142	443	157					
9	Число недействительных избирательных бюллетеней	169	9	7	10	21	10	8	1	0	1	2	1	2	8	5	2	2	0	11	3	5	0	0	8	0	0	1	1	4	5	3	3	10	4	10	0	4	7	1					
10	Число действительных избирательных бюллетеней	14079	748	874	727	851	954	1163	111	52	221	116	62	219	611	379	109	217	87	1028	217	254	248	147	484	68	56	172	149	501	445	155	106	720	272	623	182	141	454	156					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	641	30	30	33	33	35	43	10	7	14	10	10	11	29	25	12	12	14	24	14	11	9	9	20	9	9	9	9	15	17	8	11	36	12	22	9	5	17	8					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	324	30	16	14	19	7	43	6	0	2	9	2	0	7	7	0	4	6	19	0	4	0	0	7	2	2	4	1	15	6	1	11	36	3	21	9	2	9	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	164	7	4	12	14	10	12	4	4	3	4	1	2	8	4	0	4	1	7	1	7	0	2	0	2	0	1	2	7	1	2	2	13	5	5	2	3	7	1					
14	Число погашенных неиспользованных открепительных удостоверений	317	0	14	19	14	28	0	4	7	12	1	8	11	22	18	12	8	8	5	14	7	9	9	13	7	7	5	8	0	11	7	0	0	9	1	0	3	8	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	9	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																													
18	1.Политическая партия «Аграрная партия России»	341	12	7	12	12	7	48	2	0	4	1	2	5	31	6	0	3	1	43	8	7	1	6	13	0	1	9	2	9	19	2	1	21	3	17	3	6	17	0					
		2.39%	1.59%	0.79%	1.63%	1.38%	0.73%	4.10%	1.79%	0.00%	1.80%	0.85%	3.17%	2.26%	5.01%	1.56%	0.00%	1.37%	1.15%	4.14%	3.64%	2.70%	0.40%	4.08%	2.64%	0.00%	1.79%	5.20%	1.33%	1.78%	4.22%	1.27%	0.92%	2.88%	1.09%	2.69%	1.65%	4.14%	3.69%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	80	4	5	12	5	7	5	0	0	0	1	0	2	2	3	0	0	0	4	0	0	1	3	1	0	0	0	0	5	2	0	0	6	0	7	2	1	1	1					
		0.56%	0.53%	0.57%	1.63%	0.57%	0.73%	0.43%	0.00%	0.00%	0.00%	0.85%	0.00%	0.90%	0.32%	0.78%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.40%	2.04%	0.20%	0.00%	0.00%	0.00%	0.00%	0.99%	0.44%	0.00%	0.00%	0.82%	0.00%	1.11%	1.10%	0.69%	0.22%	0.64%					
20	3.Политическая партия «Демократическая партия России»	29	0	3	1	1	2	1	0	0	0	0	0	4	2	2	0	0	0	2	0	0	1	1	0	0	0	0	0	0	2	1	1	1	1	1	0	1	1	0					
		0.20%	0.00%	0.34%	0.14%	0.11%	0.21%	0.09%	0.00%	0.00%	0.00%	0.00%	0.00%	1.81%	0.32%	0.52%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.40%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.63%	0.92%	0.14%	0.36%	0.16%	0.00%	0.69%	0.22%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1811	113	134	89	147	103	110	1	0	41	28	21	38	84	51	12	58	10	144	22	19	5	27	42	3	13	12	41	54	44	11	3	158	34	50	8	10	60	11					
		12.71%	14.93%	15.21%	12.08%	16.86%	10.68%	9.39%	0.89%	0.00%	18.47%	23.73%	33.33%	17.19%	13.57%	13.28%	10.81%	26.48%	11.49%	13.86%	10.00%	7.34%	2.02%	18.37%	8.54%	4.41%	23.21%	6.94%	27.33%	10.69%	9.78%	6.96%	2.75%	21.64%	12.32%	7.90%	4.40%	6.90%	13.02%	7.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	100	6	13	6	9	4	10	0	0	1	0	0	0	5	1	0	1	0	15	1	0	2	0	7	0	0	1	0	1	3	2	1	1	0	5	2	0	3	0					
		0.70%	0.79%	1.48%	0.81%	1.03%	0.41%	0.85%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.81%	0.26%	0.00%	0.46%	0.00%	1.44%	0.45%	0.00%	0.81%	0.00%	1.42%	0.00%	0.00%	0.58%	0.00%	0.20%	0.67%	1.27%	0.92%	0.14%	0.00%	0.79%	1.10%	0.00%	0.65%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	22	1	2	1	1	0	1	0	1	0	0	0	0	0	1	0	1	0	3	0	0	0	1	0	0	0	0	0	3	1	0	0	2	1	2	0	0	0	0					
		0.15%	0.13%	0.23%	0.14%	0.11%	0.00%	0.09%	0.00%	1.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.46%	0.00%	0.29%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.22%	0.00%	0.00%	0.27%	0.36%	0.32%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	1039	73	79	59	65	64	98	13	2	23	8	3	0	26	26	4	7	3	82	7	26	10	1	32	3	3	6	8	30	51	19	14	35	21	75	9	9	40	5					
		7.29%	9.64%	8.97%	8.01%	7.45%	6.64%	8.37%	11.61%	3.85%	10.36%	6.78%	4.76%	0.00%	4.20%	6.77%	3.60%	3.20%	3.45%	7.89%	3.18%	10.04%	4.03%	0.68%	6.50%	4.41%	5.36%	3.47%	5.33%	5.94%	11.33%	12.03%	12.84%	4.79%	7.61%	11.85%	4.95%	6.21%	8.68%	3.18%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	760	43	53	67	90	79	60	1	1	11	5	1	9	45	29	2	9	0	57	6	4	2	3	30	3	2	8	2	9	22	3	3	24	2	26	5	1	42	1					
		5.33%	5.68%	6.02%	9.09%	10.32%	8.20%	5.12%	0.89%	1.92%	4.95%	4.24%	1.59%	4.07%	7.27%	7.55%	1.80%	4.11%	0.00%	5.49%	2.73%	1.54%	0.81%	2.04%	6.10%	4.41%	3.57%	4.62%	1.33%	1.78%	4.89%	1.90%	2.75%	3.29%	0.72%	4.11%	2.75%	0.69%	9.11%	0.64%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	94	2	7	11	2	5	12	2	1	6	1	4	0	1	5	0	0	0	4	1	0	2	3	5	1	0	0	1	1	2	0	0	3	2	5	1	0	4	0					
		0.66%	0.26%	0.79%	1.49%	0.23%	0.52%	1.02%	1.79%	1.92%	2.70%	0.85%	6.35%	0.00%	0.16%	1.30%	0.00%	0.00%	0.00%	0.38%	0.45%	0.00%	0.81%	2.04%	1.02%	1.47%	0.00%	0.00%	0.67%	0.20%	0.44%	0.00%	0.00%	0.41%	0.72%	0.79%	0.55%	0.00%	0.87%	0.00%					
