Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Шушенская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139	УИК №2140	УИК №2141	УИК №2142	УИК №2143	УИК №2144	УИК №2145	УИК №2266					
1	"Число избирателей, внесенных в списки избирателей"	28121	1032	1381	1450	1603	1438	1508	1297	1746	1550	1864	1810	388	133	237	1492	485	123	58	181	713	1755	1298	140	432	147	103	1776	247	126	1043	346	137	82					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	26979	1018	1167	1342	1500	1360	1490	1270	1700	1480	1820	1800	380	120	230	1420	460	110	55	170	700	1730	1257	120	420	140	100	1700	230	130	1030	330	130	70					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15117	519	602	763	867	714	881	767	1005	840	1055	955	172	65	163	832	290	73	45	100	342	785	663	67	228	81	66	989	157	65	609	203	100	54					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1293	97	166	49	29	46	52	34	37	52	90	43	38	9	4	94	29	8	8	10	71	77	76	15	23	9	7	65	11	1	35	6	1	1					
6	Число погашенных избирательных бюллетеней	10569	402	399	530	604	600	557	469	658	588	675	802	170	46	63	494	141	29	2	60	287	868	518	38	169	50	27	646	62	64	386	121	29	15					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1293	97	166	49	29	46	52	34	37	52	90	43	38	9	4	94	29	8	8	10	71	77	76	15	23	9	7	65	11	1	35	6	1	1					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15107	519	602	763	867	714	881	767	999	840	1053	953	172	65	163	832	290	73	45	100	342	785	663	67	228	81	66	989	157	65	609	203	100	54					
9	Число недействительных избирательных бюллетеней	129	2	4	10	7	9	8	6	4	7	10	4	3	0	1	5	3	0	1	3	6	8	4	2	1	2	0	7	0	1	6	2	3	0					
10	Число действительных избирательных бюллетеней	16271	614	764	802	889	751	925	795	1032	885	1133	992	207	74	166	921	316	81	52	107	407	854	735	80	250	88	73	1047	168	65	638	207	98	55					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	268	10	5	5	5	5	15	15	10	10	10	15	5	5	5	10	5	5	5	5	5	20	15	5	5	5	5	15	5	10	13	5	5	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	153	9	4	3	0	4	11	9	7	8	5	11	0	1	3	6	1	0	0	3	0	17	15	3	2	0	1	8	0	7	11	3	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	88	2	4	2	7	1	5	3	6	5	1	3	0	3	3	3	3	1	0	0	0	4	4	5	1	2	2	7	2	1	5	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	115	1	1	2	5	1	4	6	3	2	5	4	5	4	2	4	4	5	5	2	5	3	0	2	3	5	4	7	5	3	2	2	4	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	585	20	17	13	35	26	31	29	32	23	25	60	8	2	5	33	9	0	2	1	40	24	35	1	8	2	2	40	3	4	35	9	5	6					
		3.57%	3.25%	2.21%	1.60%	3.91%	3.42%	3.32%	3.62%	3.09%	2.58%	2.19%	6.02%	3.81%	2.70%	2.99%	3.56%	2.82%	0.00%	3.77%	0.91%	9.69%	2.78%	4.74%	1.22%	3.19%	2.22%	2.74%	3.80%	1.79%	6.06%	5.43%	4.31%	4.95%	10.91%					
19	2.Всероссийская политическая партия «Гражданская Сила»	78	3	1	9	10	3	6	0	9	5	8	3	1	0	0	4	2	0	0	0	3	0	2	0	2	1	0	1	0	0	5	0	0	0					
		0.48%	0.49%	0.13%	1.11%	1.12%	0.39%	0.64%	0.00%	0.87%	0.56%	0.70%	0.30%	0.48%	0.00%	0.00%	0.43%	0.63%	0.00%	0.00%	0.00%	0.73%	0.00%	0.27%	0.00%	0.80%	1.11%	0.00%	0.09%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	21	0	0	1	2	0	2	1	3	1	1	0	0	0	1	2	1	0	0	1	2	0	0	0	0	0	0	2	0	0	0	1	0	0					
		0.13%	0.00%	0.00%	0.12%	0.22%	0.00%	0.21%	0.12%	0.29%	0.11%	0.09%	0.00%	0.00%	0.00%	0.60%	0.22%	0.31%	0.00%	0.00%	0.91%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2562	119	130	176	115	132	164	136	192	169	189	176	23	12	5	109	41	6	17	13	30	125	71	3	32	17	6	116	16	7	163	19	18	15					
