Выборы Президента Российской Федерации																																															
Дата голосования: 02.03.2008																																															
																																															
Наименование Избирательной комиссии:    Саратовская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
	Число участковых избирательных комиссий	40																																													
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	40																																													
																																															
		Сумма	УИК №1534	УИК №1535	УИК №1536	УИК №1537	УИК №1538	УИК №1539	УИК №1540	УИК №1541	УИК №1542	УИК №1543	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573					
1	"Число избирателей, включенных в списки избирателей"	35540	1279	757	272	113	605	1488	1558	691	1075	1467	381	1634	1668	203	735	164	2490	1591	1086	1090	242	117	568	337	589	1586	242	359	499	999	302	837	904	1085	140	168	2305	2053	1391	470					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	35050	1250	755	270	110	605	1460	1540	680	1060	1445	370	1600	1650	200	730	155	2480	1550	1070	1060	240	110	550	340	610	1525	230	395	485	975	300	820	885	1070	130	160	2305	2075	1355	450					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	31230	1119	538	220	98	552	1332	1374	601	962	1224	294	1528	1537	149	661	145	2223	1455	888	839	202	51	478	304	488	1375	201	312	448	896	247	702	843	993	113	110	2172	1928	1217	411					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2201	46	166	26	6	35	70	102	37	58	140	57	54	52	45	20	8	40	68	134	171	17	55	56	12	68	52	24	26	30	44	40	90	42	47	16	42	40	44	85	36					
6	Число погашенных избирательных бюллетеней	1619	85	51	24	6	18	58	64	42	40	81	19	18	61	6	49	2	217	27	48	50	21	4	16	24	54	98	5	57	7	35	13	28	0	30	1	8	93	103	53	3					
