Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																	
Дата голосования: 07.12.2003 0:00:00																																	
																																	
Наименование Избирательной комиссии:    Рубцовская																																	
																																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																	
																																	
		Сумма	УИК №1347	УИК №1348	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372					
1	"Число избирателей, внесенных в списки"	20313	394	1432	462	730	412	573	2611	1483	559	1101	972	368	967	1014	319	611	923	821	821	363	398	263	891	755	664	406					
2	"Число бюллетеней, полученных участковыми комиссиями"	20103	384	1416	461	719	404	566	2592	1465	553	1089	966	360	964	1003	319	604	916	814	812	353	394	260	884	756	657	392					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11766	296	781	239	439	243	307	1327	705	339	567	543	294	501	493	216	433	573	497	481	211	272	197	575	532	390	315					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	831	7	34	23	44	39	49	53	45	35	44	35	0	44	100	8	46	8	41	39	9	19	3	40	25	25	16					
6	Число погашенных бюллетеней	7506	81	601	199	236	122	210	1212	715	179	478	388	66	419	410	95	125	335	276	292	133	103	60	269	199	242	61					
7	Число бюллетеней в переносных ящиках для голосования	831	7	34	23	44	39	49	53	45	35	44	35	0	44	100	8	46	8	41	39	9	19	3	40	25	25	16					
8	Число бюллетеней в стационарных ящиках для голосования	11764	296	781	239	439	243	307	1325	705	339	567	543	294	501	493	216	433	573	497	481	211	272	197	575	532	390	315					
9	Число недействительных бюллетеней	142	0	0	0	11	3	5	12	7	6	8	8	2	16	9	3	3	1	8	8	0	4	0	10	9	4	5					
10	Число действительных бюллетеней	12453	303	815	262	472	279	351	1366	743	368	603	570	292	529	584	221	476	580	530	512	220	287	200	605	548	411	326					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	198	3	14	2	7	4	5	26	14	5	11	9	3	12	10	3	6	9	8	8	3	3	2	8	7	6	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	72	2	5	2	2	0	0	13	3	3	1	2	0	8	3	3	0	0	6	6	1	0	0	2	1	2	7					
