Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																															
Дата голосования: 04.12.2011																															
																															
Наименование Избирательной комиссии:    Южнопортовый район																															
																															
Сводная таблица результатов выборов																															
																															
		Сумма	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №3321	УИК №3322	УИК №3323					
1	"Число избирателей, внесенных в список избирателей"	43001	2502	2277	2356	2003	1684	2569	2249	2571	1670	1528	2028	2044	1910	1956	1055	1548	2047	1681	1294	1723	2830	139	778	559					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	35800	2000	1800	1800	1600	1350	2000	1700	2000	1400	1300	1600	1600	1600	1600	900	1300	1600	1400	1100	2200	2300	250	800	600					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	25254	1563	1483	1100	1243	1273	1391	1244	1342	1044	986	869	1100	1172	1102	745	970	1216	1106	514	1676	1417	139	0	559					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1476	50	50	19	58	59	38	18	47	11	52	27	49	14	32	17	22	27	20	30	47	11	0	778	0					
6	Число погашенных избирательных бюллетеней	9070	387	267	681	299	18	571	438	611	345	262	704	451	414	466	138	308	357	274	556	477	872	111	22	41					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1476	50	50	19	58	59	38	18	47	11	52	27	49	14	32	17	22	27	20	30	47	11	0	778	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	24926	1563	1380	1027	1243	1269	1391	1244	1342	1042	986	869	1089	1171	1098	745	967	1187	1106	512	1583	1414	139	0	559					
9	Число недействительных избирательных бюллетеней	384	31	18	20	16	24	22	21	29	13	5	10	0	11	0	7	5	27	11	9	45	25	2	15	18					
10	Число действительных избирательных бюллетеней	26018	1582	1412	1026	1285	1304	1407	1241	1360	1040	1033	886	1138	1174	1130	755	984	1187	1115	533	1585	1400	137	763	541					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	892	45	50	65	35	45	65	45	35	40	35	35	40	55	35	25	32	55	25	25	55	50	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	702	39	48	53	26	32	44	33	35	34	25	31	34	46	21	17	19	39	16	21	45	44	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	745	55	43	42	21	49	44	44	55	35	19	26	29	24	40	35	23	33	21	19	56	11	4	17	0					
14	Число погашенных неиспользованных открепительных удостоверений	190	6	2	12	9	13	21	12	0	6	10	4	6	9	14	8	13	16	9	4	10	6	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	41	3	0	1	1	1	1	4	1	3	0	0	1	3	2	2	2	0	5	5	5	1	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																															
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3462	200	79	137	99	133	177	165	182	111	127	158	184	168	166	95	136	163	115	92	237	268	13	173	84					
		13.11%	12.40%	5.52%	13.10%	7.61%	10.02%	12.39%	13.07%	13.10%	10.54%	12.24%	17.63%	16.17%	14.18%	14.69%	12.47%	13.75%	13.43%	10.21%	16.97%	14.54%	18.81%	9.35%	22.24%	15.03%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2963	152	149	189	57	97	150	150	157	109	103	153	139	137	157	62	120	132	93	91	173	208	26	87	72					
		11.22%	9.42%	10.42%	18.07%	4.38%	7.30%	10.50%	11.89%	11.30%	10.35%	9.92%	17.08%	12.21%	11.56%	13.89%	8.14%	12.13%	10.87%	8.26%	16.79%	10.61%	14.60%	18.71%	11.18%	12.88%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	371	26	22	18	14	11	13	35	18	19	13	6	20	17	16	11	8	13	9	6	19	22	2	22	11					
		1.41%	1.61%	1.54%	1.72%	1.08%	0.83%	0.91%	2.77%	1.30%	1.80%	1.25%	0.67%	1.76%	1.43%	1.42%	1.44%	0.81%	1.07%	0.80%	1.11%	1.17%	1.54%	1.44%	2.83%	1.97%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4908	306	301	214	139	176	248	246	283	142	183	191	223	215	191	105	175	254	217	146	329	343	19	138	124					
		18.59%	18.97%	21.05%	20.46%	10.68%	13.25%	17.35%	19.49%	20.37%	13.49%	17.63%	21.32%	19.60%	18.14%	16.90%	13.78%	17.69%	20.92%	19.27%	26.94%	20.18%	24.07%	13.67%	17.74%	22.18%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2737	165	191	149	72	123	145	138	191	93	159	118	87	101	97	65	115	121	96	69	155	181	3	62	41					
		10.37%	10.23%	13.36%	14.24%	5.53%	9.26%	10.15%	10.94%	13.75%	8.83%	15.32%	13.17%	7.64%	8.52%	8.58%	8.53%	11.63%	9.97%	8.53%	12.73%	9.51%	12.70%	2.16%	7.97%	7.33%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11360	723	657	305	898	754	666	497	521	556	439	252	476	522	497	413	421	489	579	127	660	361	69	274	204					
		43.03%	44.82%	45.94%	29.16%	69.02%	56.78%	46.61%	39.38%	37.51%	52.80%	42.29%	28.13%	41.83%	44.05%	43.98%	54.20%	42.57%	40.28%	51.42%	23.43%	40.49%	25.33%	49.64%	35.22%	36.49%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	217	10	13	14	6	10	8	10	8	10	9	8	9	14	6	4	9	15	6	2	12	17	5	7	5					
		0.82%	0.62%	0.91%	1.34%	0.46%	0.75%	0.56%	0.79%	0.58%	0.95%	0.87%	0.89%	0.79%	1.18%	0.53%	0.52%	0.91%	1.24%	0.53%	0.37%	0.74%	1.19%	3.60%	0.90%	0.89%					
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
