Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Территориальная избирательная комиссия Дмитриевского района																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419					
1	"Число избирателей, внесенных в списки избирателей"	16589	1778	1805	1967	1706	714	625	303	224	249	93	524	1670	523	395	266	253	346	334	184	186	70	229	167	163	288	391	594	206	232	104					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	14102	1402	1418	1503	1336	669	583	279	201	234	85	497	1377	478	363	254	233	317	310	176	169	61	216	154	150	265	364	522	185	209	92					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9499	1053	1013	1111	842	418	375	200	141	159	74	323	951	297	191	163	124	180	113	115	139	47	160	122	112	171	253	339	133	119	61					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1417	54	55	84	82	32	35	53	43	37	9	72	105	50	70	52	46	43	80	41	15	10	52	15	18	52	69	59	20	47	17					
6	Число погашенных избирательных бюллетеней	3186	295	350	308	412	219	173	26	17	38	2	102	321	131	102	39	63	94	117	20	15	4	4	17	20	42	42	124	32	43	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1417	54	55	84	82	32	35	53	43	37	9	72	105	50	70	52	46	43	80	41	15	10	52	15	18	52	69	59	20	47	17					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9499	1053	1013	1111	842	418	375	200	141	159	74	323	951	297	191	163	124	180	113	115	139	47	160	122	112	171	253	339	133	119	61					
9	Число недействительных избирательных бюллетеней	86	8	5	16	6	8	4	0	2	3	0	9	7	1	4	1	0	0	0	1	0	1	0	0	1	1	5	0	2	1	0					
10	Число действительных избирательных бюллетеней	10830	1099	1063	1179	918	442	406	253	182	193	83	386	1049	346	257	214	170	223	193	155	154	56	212	137	129	222	317	398	151	165	78					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	288	25	30	25	15	20	20	8	3	20	2	10	23	10	8	15	3	5	3	10	2	1	3	3	3	3	4	9	2	2	1					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	288	25	30	25	15	20	20	8	3	20	2	10	23	10	8	15	3	5	3	10	2	1	3	3	3	3	4	9	2	2	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	108	2	6	12	2	5	2	3	3	4	3	3	6	4	4	2	3	2	3	1	4	3	2	2	3	1	2	8	4	5	4					
