Выборы Президента Российской Федерации																																																									
																																																									
"Наименование Избирательной комиссии:    Ульяновск, Ленинская"																																																									
																																																									
Итоги голосования 																																																									
																																																									
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021					
1	"Число избирателей, внесенных в список"	96881	1846	1012	2361	2169	2557	2413	2395	813	2110	2632	2310	2431	2757	1222	2283	1842	1309	2023	1415	2089	1002	1556	1312	2185	2033	1687	2176	2605	2500	2797	2126	2881	2840	2764	1953	1164	2476	2221	2499	2268	2147	2814	2611	614	1007	2485	1664	224	185	96					
2	Число полученных избирательных бюллетеней	91893	1758	941	2267	2060	2404	2235	2284	766	1981	2489	2207	2290	2557	1220	2246	1775	1232	1862	1313	2005	953	1466	1218	2080	1917	1596	2059	2465	2587	2620	2040	2739	2667	2610	1847	1096	2333	2019	2387	2078	2047	2663	2451	584	964	2354	1571	250	240	100					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	51242	1079	481	1330	940	1139	1167	1254	478	973	1386	1492	1033	1602	801	1349	933	655	1144	1007	1332	645	980	851	1329	1272	903	788	1580	1424	1339	1470	1481	1583	1427	809	568	1124	1097	1194	1003	1177	1398	984	289	626	1080	835	166	162	83					
5	"Число избирательных бюллетеней, выданных вне помещения"	1556	46	4	15	31	30	13	40	18	35	36	29	28	25	21	77	7	13	28	26	75	23	33	20	30	47	58	19	25	69	26	67	45	32	37	37	25	51	51	36	38	37	24	14	4	0	41	17	36	12	5					
6	Число погашенных избирательных бюллетеней	39095	633	456	922	1089	1235	1055	990	270	973	1067	686	1229	930	398	820	835	564	690	280	598	285	453	347	721	598	635	1252	860	1094	1255	503	1213	1052	1146	1001	503	1158	871	1157	1037	833	1241	1453	291	338	1233	719	48	66	12					
7	Число избирательных бюллетеней в переносных ящиках	1555	46	4	15	31	30	13	40	18	35	36	29	28	25	21	77	7	13	28	26	74	23	33	20	30	47	58	19	25	69	26	67	45	32	37	37	25	51	51	36	38	37	24	14	4	0	41	17	36	12	5					
8	Число бюллетеней в стационарных ящиках для голосования	51197	1079	481	1327	940	1138	1167	1254	477	973	1386	1490	1031	1602	801	1347	933	655	1144	1007	1330	645	980	851	1329	1271	899	788	1580	1422	1331	1470	1479	1582	1427	808	568	1124	1097	1194	1000	1177	1398	984	289	616	1080	835	166	162	83					
9	Число недействительных избирательных бюллетеней	495	13	1	2	22	10	10	12	6	15	19	13	13	22	6	9	12	4	4	3	12	3	6	5	11	0	5	7	7	1	21	7	12	12	12	9	12	29	18	11	9	7	12	6	16	3	18	20	3	2	3					
10	Число действительных избирательных бюллетеней	52257	1112	484	1340	949	1158	1170	1282	489	993	1403	1506	1046	1605	816	1415	928	664	1168	1030	1392	665	1007	866	1348	1318	952	800	1598	1490	1336	1530	1512	1602	1452	836	581	1146	1130	1219	1029	1207	1410	992	277	613	1103	832	199	172	85					
