Выборы Президента Российской Федерации																																																										
Дата голосования: 02.03.2008																																																										
																																																										
"Наименование Избирательной комиссии:    Ульяновск, Ленинская"																																																										
																																																										
Сводная таблица результатов выборов																																																										
																																																										
	Число участковых избирательных комиссий	51																																																								
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	51																																																								
																																																										
		Сумма	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011					
1	"Число избирателей, включенных в списки избирателей"	96769	1088	740	1787	2124	2207	2302	2619	2287	1070	2586	1792	1961	2504	2190	2374	1579	2055	2468	1763	1777	2164	2071	1597	1716	1675	2672	752	2379	2845	2024	2375	2611	2598	2215	2238	1388	2517	1973	1458	1410	1816	1639	2031	1951	2081	1846	1602	2575	658	338	281					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	91610	950	730	1700	2010	2130	2210	2450	2110	1020	2500	1700	1850	2380	2110	2260	1570	1940	2000	1640	1670	2040	2000	1530	1640	1590	2540	720	2250	2630	1910	2240	2480	2460	2140	2150	1340	2500	1870	1310	1270	1660	1560	1950	1860	1960	1760	1530	2450	620	450	270					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	47625	530	435	943	939	844	1089	1121	1177	571	1193	833	785	1268	1294	899	910	1281	1486	708	809	979	1066	657	680	747	925	410	990	1284	1317	885	1384	1409	1182	1130	478	1422	945	671	1055	911	890	1110	1182	1089	992	811	1129	299	222	259					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2575	7	16	48	40	89	16	60	32	46	76	23	63	59	46	63	12	43	103	64	22	18	53	36	53	67	85	32	69	63	54	31	33	43	39	30	47	83	18	70	68	60	62	56	64	82	54	69	61	36	103	8					
6	Число погашенных избирательных бюллетеней	41410	413	279	709	1031	1197	1105	1269	901	403	1231	844	1002	1053	770	1298	648	616	411	868	839	1043	881	837	907	776	1530	278	1191	1283	539	1324	1063	1008	919	990	815	995	907	569	147	689	608	784	614	789	714	650	1260	285	125	3					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2575	7	16	48	40	89	16	60	32	46	76	23	63	59	46	63	12	43	103	64	22	18	53	36	53	67	85	32	69	63	54	31	33	43	39	30	47	83	18	70	68	60	62	56	64	82	54	69	61	36	103	8					
8	Число бюллетеней в стационарных ящиках для голосования	47538	530	435	938	939	843	1088	1121	1177	571	1193	833	782	1266	1290	897	910	1279	1480	708	808	979	1066	657	680	747	925	410	988	1280	1317	885	1384	1403	1178	1128	477	1403	943	669	1055	911	885	1110	1178	1084	992	809	1129	298	222	258					
9	Число недействительных избирательных бюллетеней	897	6	6	19	19	19	29	19	17	7	26	16	10	31	12	13	17	35	48	11	9	14	12	24	9	13	17	9	13	29	20	7	27	29	27	26	4	22	18	19	16	14	16	21	33	22	11	20	21	4	8	3					
10	Число действительных избирательных бюллетеней	49216	531	445	967	960	913	1075	1162	1192	610	1243	840	835	1294	1324	947	905	1287	1535	761	821	983	1107	669	724	801	993	433	1044	1314	1351	909	1390	1417	1190	1132	520	1464	943	720	1107	957	931	1145	1209	1144	1035	858	1169	330	317	263					
11	Число полученных открепительных  удостоверений	935	7	5	14	19	27	29	25	50	9	39	9	19	14	29	19	29	19	9	9	9	19	19	19	19	9	19	9	9	9	9	15	19	75	19	19	10	24	18	19	25	12	14	29	21	19	29	15	15	9	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	809	7	5	14	18	20	15	25	46	9	28	8	13	14	26	16	28	16	9	9	9	19	19	10	16	7	19	8	8	9	9	5	19	65	17	18	9	23	18	17	25	10	13	23	15	19	21	13	15	5	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1029	22	5	16	26	8	12	26	31	7	11	9	18	20	10	14	10	22	11	14	16	15	18	3	12	12	39	14	16	5	18	7	14	31	9	16	6	9	7	24	27	56	19	12	20	35	20	18	8	4	87	140					
14	Число неиспользованных открепительных удостоверений	126	0	0	0	1	7	14	0	4	0	11	1	6	0	3	3	1	3	0	0	0	0	0	9	3	2	0	1	1	0	0	10	0	10	2	1	1	1	0	2	0	2	1	6	6	0	8	2	0	4	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	11	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																										
18	Богданов Андрей Владимирович	823	5	6	19	16	17	13	12	21	6	9	9	5	18	38	12	16	24	38	12	24	18	12	8	4	5	17	5	13	22	21	15	37	35	14	15	9	27	18	12	25	23	26	21	24	21	12	13	17	2	7	5					
