Выборы Президента Российской Федерации																																																								
																																																								
Наименование Избирательной комиссии:    Чайковская городская																																																								
																																																								
Итоги голосования 																																																								
																																																								
		Сумма	УИК №4001	УИК №4002	УИК №4003	УИК №4004	УИК №4005	УИК №4006	УИК №4007	УИК №4008	УИК №4009	УИК №4010	УИК №4011	УИК №4012	УИК №4013	УИК №4014	УИК №4015	УИК №4016	УИК №4017	УИК №4018	УИК №4019	УИК №4020	УИК №4021	УИК №4022	УИК №4023	УИК №4024	УИК №4025	УИК №4026	УИК №4027	УИК №4028	УИК №4029	УИК №4030	УИК №4031	УИК №4032	УИК №4033	УИК №4034	УИК №4035	УИК №4036	УИК №4037	УИК №4038	УИК №4039	УИК №4040	УИК №4041	УИК №4042	УИК №4043	УИК №4044	УИК №4045	УИК №4046	УИК №4047	УИК №4048	УИК №4049					
1	"Число избирателей, внесенных в список"	82145	2851	2381	2768	2653	2754	2775	2842	2489	2361	2628	2058	1819	2700	2676	2330	2757	2104	1675	2125	2214	2245	2016	2405	755	324	596	460	2809	1955	2237	2791	320	877	726	598	2012	808	349	1686	1610	379	312	704	973	396	784	438	434	1186					
2	Число полученных избирательных бюллетеней	75630	2550	2200	2550	2450	2500	2550	2600	2200	2150	2400	1800	1700	2450	2450	2150	2550	2000	1600	2000	2000	2050	1850	2350	650	300	570	500	2550	1800	2000	2650	300	850	650	600	1750	800	320	1450	1500	350	270	730	960	350	750	400	430	1050					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	48287	1484	1348	1696	1525	1564	1753	1688	1391	1603	1434	1249	1069	1660	1456	1436	1794	1214	1057	1341	1350	1353	1226	1366	316	155	294	341	1528	1174	1221	1422	217	522	347	341	1520	478	232	867	839	200	82	468	629	143	501	322	236	835					
5	"Число избирательных бюллетеней, выданных вне помещения"	3158	72	37	54	27	52	28	31	51	49	55	41	22	75	57	28	47	58	22	28	6	16	18	67	164	64	134	119	48	32	74	100	42	98	122	52	53	51	15	154	100	47	143	105	52	207	160	29	48	4					
6	Число погашенных избирательных бюллетеней	24185	994	815	800	898	884	769	881	758	498	911	510	609	715	937	686	709	728	521	631	644	681	606	917	170	81	142	40	974	594	705	1128	41	230	181	207	177	271	73	429	561	103	45	157	279	0	89	49	146	211					
7	Число избирательных бюллетеней в переносных ящиках	3158	72	37	54	27	52	28	31	51	49	55	41	22	75	57	28	47	58	22	28	6	16	18	67	164	64	134	119	48	32	74	100	42	98	122	52	53	51	15	154	100	47	143	105	52	207	160	29	48	4					
8	Число бюллетеней в стационарных ящиках для голосования	48262	1484	1348	1694	1525	1564	1753	1687	1391	1603	1434	1249	1069	1658	1439	1436	1794	1214	1057	1341	1350	1353	1226	1366	316	155	294	341	1528	1174	1221	1422	217	522	347	341	1517	478	232	867	839	200	82	468	629	143	501	322	236	835					
9	Число недействительных избирательных бюллетеней	299	8	2	8	10	9	8	10	10	7	15	14	2	12	8	4	11	10	10	7	5	4	10	13	3	3	0	6	13	0	5	7	9	2	1	3	5	8	2	6	5	2	1	3	6	1	4	2	1	4					
10	Число действительных избирательных бюллетеней	51121	1548	1383	1740	1542	1607	1773	1708	1432	1645	1474	1276	1089	1721	1488	1460	1830	1262	1069	1362	1351	1365	1234	1420	477	216	428	454	1563	1206	1290	1515	250	618	468	390	1565	521	245	1015	934	245	224	570	675	349	657	349	283	835					
11	Число полученных открепительных  удостоверений	1484	49	45	50	50	50	50	55	45	65	50	35	35	30	50	40	30	40	30	40	40	40	40	45	15	10	15	0	50	35	40	30	10	15	15	10	35	15	10	25	25	10	5	20	15	10	15	10	20	20					
12	Число выданных открепительных удостоверений	837	20	19	16	24	18	25	28	24	45	30	18	23	19	26	28	25	19	30	21	13	24	20	42	9	0	12	0	19	10	16	11	0	15	15	10	35	15	7	10	20	1	1	10	14	5	5	3	17	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	619	13	11	25	7	6	18	20	20	40	22	11	7	14	17	13	30	10	38	6	7	4	8	15	10	5	6	32	18	8	15	14	7	12	14	4	25	10	2	10	4	6	7	10	6	5	7	7	6	7					
14	Число неиспользованных открепительных удостоверений	647	29	26	34	26	32	25	27	21	20	20	17	12	11	24	12	5	21	0	19	27	16	20	3	6	10	3	0	31	25	24	19	10	0	0	0	0	0	3	15	5	9	4	10	1	5	10	7	3	0					
15	"Число открепительных удостоверений, выданных в ТИК"	16	0	2	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	1	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
