Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																			
Дата голосования: 07.12.2003 0:00:00																			
																			
Наименование Избирательной комиссии:    Похвистневская городская																			
																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																			
																			
		Сумма	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105					
1	"Число избирателей, внесенных в списки"	22748	2121	2188	1449	2420	1863	2691	2088	2549	2456	1316	767	840					
2	"Число бюллетеней, полученных участковыми комиссиями"	22100	2000	2200	1400	2300	1900	2450	2000	2500	2400	1300	750	900					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	11414	888	1234	811	1308	878	1312	1000	1273	1130	577	461	542					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	661	58	60	47	30	72	46	61	59	108	43	33	44					
6	Число погашенных бюллетеней	10025	1054	906	542	962	950	1092	939	1168	1162	680	256	314					
7	Число бюллетеней в переносных ящиках для голосования	660	58	60	47	30	72	46	61	59	107	43	33	44					
8	Число бюллетеней в стационарных ящиках для голосования	11412	887	1233	811	1311	878	1310	1000	1272	1130	577	461	542					
9	Число недействительных бюллетеней	260	17	33	16	15	15	25	45	26	15	18	8	27					
10	Число действительных бюллетеней	11812	928	1260	842	1326	935	1331	1016	1305	1222	602	486	559					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	235	20	30	20	40	10	25	10	30	20	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	162	9	21	13	33	7	20	8	24	12	2	7	6					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	62	2	6	5	9	5	3	3	2	11	2	3	11					
14	Число погашенных открепительных удостоверений	73	11	9	7	7	3	5	2	6	8	8	3	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0					
																			
18	"1. ""ЕДИНЕНИЕ"""	99	5	6	6	13	3	11	7	11	11	7	11	8					
		0.82%	0.52%	0.46%	0.69%	0.96%	0.31%	0.81%	0.65%	0.82%	0.88%	1.12%	2.22%	1.36%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	149	9	16	18	10	8	14	17	17	15	13	9	3					
		1.23%	0.95%	1.23%	2.09%	0.74%	0.84%	1.03%	1.60%	1.27%	1.21%	2.09%	1.82%	0.51%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	441	32	38	32	57	34	62	38	36	47	22	26	17					
		3.65%	3.38%	2.93%	3.72%	4.25%	3.57%	4.57%	3.58%	2.70%	3.79%	3.54%	5.26%	2.90%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	191	10	21	22	29	15	18	13	18	17	7	13	8					
		1.58%	1.05%	1.62%	2.56%	2.16%	1.57%	1.32%	1.22%	1.35%	1.37%	1.12%	2.63%	1.36%					
22	"5. ""За Русь Святую"""	51	3	7	3	3	10	9	2	4	3	1	2	4					
		0.42%	0.31%	0.54%	0.34%	0.22%	1.05%	0.66%	0.18%	0.30%	0.24%	0.16%	0.40%	0.68%					
23	"6. ""Объединенная Российская партия ""Русь"""	26	2	0	3	3	3	1	1	3	4	1	0	5					
