Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																
Дата голосования: 04.12.2011																																																
																																																
Наименование Избирательной комиссии:    Баганская 																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41					
1	"Число избирателей, внесенных в список избирателей"	12964	460	167	96	45	304	461	582	1552	974	1099	131	163	128	216	431	80	111	447	157	191	428	245	101	131	46	79	123	524	560	195	196	613	109	140	86	137	471	694	110	88	93					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13173	469	169	99	45	308	490	550	1500	1000	1100	136	166	132	213	440	82	120	480	160	193	436	245	96	140	53	86	124	529	600	200	205	630	112	154	91	147	475	700	109	94	95					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8427	386	148	72	37	283	217	277	737	500	575	111	116	84	152	341	77	100	307	140	133	314	175	58	103	39	61	77	371	440	149	116	398	87	99	71	96	323	465	64	54	74					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	849	19	0	7	5	0	51	55	132	57	87	4	8	16	11	16	0	0	45	0	11	20	18	9	7	2	5	5	35	39	11	31	33	0	12	0	0	24	55	8	11	0					
6	Число погашенных избирательных бюллетеней	3897	64	21	20	3	25	222	218	631	443	438	21	42	32	50	83	5	20	128	20	49	102	52	29	30	12	20	42	123	121	40	58	199	25	43	20	51	128	180	37	29	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	849	19	0	7	5	0	51	55	132	57	87	4	8	16	11	16	0	0	45	0	11	20	18	9	7	2	5	5	35	39	11	31	33	0	12	0	0	24	55	8	11	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8427	386	148	72	37	283	217	277	737	500	575	111	116	84	152	341	77	100	307	140	133	314	175	58	103	39	61	77	371	440	149	116	398	87	99	71	96	323	465	64	54	74					
9	Число недействительных избирательных бюллетеней	98	1	1	1	0	0	2	4	16	10	5	0	1	0	4	3	1	0	2	2	0	6	4	0	2	0	0	1	2	4	0	0	3	0	0	1	1	8	10	0	1	2					
10	Число действительных избирательных бюллетеней	9178	404	147	78	42	283	266	328	853	547	657	115	123	100	159	354	76	100	350	138	144	328	189	67	108	41	66	81	404	475	160	147	428	87	111	70	95	339	510	72	64	72					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	366	13	2	1	3	10	10	11	38	25	13	0	8	3	0	10	5	5	25	1	3	10	4	0	0	6	1	0	5	54	8	9	15	0	11	1	9	10	30	6	1	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	344	13	1	1	3	10	9	9	38	25	13	0	7	3	0	10	0	4	25	1	3	10	3	0	0	3	0	0	1	54	8	9	15	0	11	0	8	10	30	6	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	78	2	0	1	3	1	6	6	6	5	6	1	5	2	1	1	1	1	2	1	1	1	1	1	1	0	1	2	1	1	2	0	4	1	1	1	1	2	2	1	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	22	0	1	0	0	0	1	2	0	0	0	0	1	0	0	0	5	1	0	0	0	0	1	0	0	3	1	0	4	0	0	0	0	0	0	1	1	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	0	0	0	0	1	3	3	6	8	10	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	962	31	6	9	8	11	39	45	119	59	96	11	11	12	22	26	3	6	22	7	12	37	24	4	17	1	12	10	53	42	7	13	44	8	15	21	8	21	48	9	8	5					
		10.37%	7.65%	4.05%	11.39%	19.05%	3.89%	14.55%	13.55%	13.69%	10.59%	14.50%	9.57%	8.87%	12.00%	13.50%	7.28%	3.90%	6.00%	6.25%	5.00%	8.33%	11.08%	12.44%	5.97%	15.45%	2.44%	18.18%	12.20%	13.05%	8.77%	4.38%	8.84%	10.21%	9.20%	13.51%	29.58%	8.33%	6.05%	9.23%	12.50%	12.31%	6.76%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1247	57	32	4	4	33	38	55	137	83	79	16	25	20	17	34	3	16	37	12	17	34	14	12	15	11	9	10	62	46	11	24	73	13	10	6	13	44	85	17	7	12					
