Выборы Президента Российской Федерации																																																		
Дата голосования: 02.03.2008																																																		
																																																		
Наименование Избирательной комиссии:    Кулебакская																																																		
																																																		
Сводная таблица результатов выборов																																																		
																																																		
	Число участковых избирательных комиссий	43																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	43																																																
																																																		
		Сумма	УИК №1131	УИК №1132	УИК №1133	УИК №1134	УИК №1135	УИК №1136	УИК №1137	УИК №1138	УИК №1139	УИК №1140	УИК №1141	УИК №1142	УИК №1143	УИК №1144	УИК №1145	УИК №1146	УИК №1147	УИК №1148	УИК №1149	УИК №1150	УИК №1151	УИК №1152	УИК №1153	УИК №1154	УИК №1155	УИК №1156	УИК №1157	УИК №1158	УИК №1159	УИК №1160	УИК №1161	УИК №1162	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1170	УИК №1171	УИК №1172	УИК №1173					
1	"Число избирателей, включенных в списки избирателей"	43888	891	973	1313	1026	1149	1166	950	938	1357	1025	1055	1211	1085	1470	805	917	920	1010	1168	908	974	988	584	1347	1039	887	713	1745	1650	178	258	801	1155	1515	1117	1445	1393	798	1338	261	186	620	1559					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	42230	850	950	1250	1000	1150	1150	950	900	1300	1000	1000	1150	1050	1450	750	800	900	950	1050	850	950	950	500	1350	950	800	700	1700	1650	170	250	800	1100	1450	1000	1400	1390	780	1350	250	170	620	1500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	24851	555	520	757	626	707	708	553	568	829	641	579	666	644	806	370	480	533	528	644	466	517	425	266	753	517	486	365	886	809	94	166	506	651	856	631	1006	866	538	707	128	97	292	1109					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3741	58	73	71	25	49	68	68	43	58	39	82	67	38	83	95	122	93	123	97	100	101	135	93	99	101	81	118	155	163	50	47	58	131	170	98	109	80	178	129	60	25	96	12					
6	Число погашенных избирательных бюллетеней	13638	237	357	422	349	394	374	329	289	413	320	339	417	368	561	285	198	274	299	309	284	332	390	141	498	332	233	217	659	678	26	37	236	318	424	271	285	444	64	514	62	48	232	379					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3741	58	73	71	25	49	68	68	43	58	39	82	67	38	83	95	122	93	123	97	100	101	135	93	99	101	81	118	155	163	50	47	58	131	170	98	109	80	178	129	60	25	96	12					
8	Число бюллетеней в стационарных ящиках для голосования	24848	555	520	757	626	707	708	553	568	829	641	579	666	644	806	370	480	533	527	644	466	516	425	266	753	517	486	365	886	809	94	166	506	651	856	631	1006	866	538	706	128	97	292	1109					
9	Число недействительных избирательных бюллетеней	234	4	6	13	6	12	10	3	4	8	2	9	9	7	5	6	1	2	3	3	7	5	4	4	5	7	6	6	8	9	3	0	3	3	0	5	4	11	2	5	0	1	8	15					
10	Число действительных избирательных бюллетеней	28355	609	587	815	645	744	766	618	607	879	678	652	724	675	884	459	601	624	647	738	559	612	556	355	847	611	561	477	1033	963	141	213	561	779	1026	724	1111	935	714	830	188	121	380	1106					
11	Число полученных открепительных  удостоверений	781	12	10	13	15	10	15	13	15	13	17	8	10	10	22	10	5	3	5	5	10	10	10	6	29	10	10	12	12	12	5	15	58	35	20	16	20	55	118	47	5	5	8	42					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	732	10	10	13	15	9	14	11	15	13	16	8	8	9	19	8	5	1	5	5	10	10	8	3	29	10	6	6	10	12	3	13	58	32	20	16	20	55	118	47	0	2	8	42					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	303	0	2	2	5	1	6	1	3	1	2	4	21	8	2	7	7	3	6	10	9	8	7	17	11	51	7	1	13	6	6	1	2	3	3	2	9	5	20	7	0	3	7	14					
14	Число неиспользованных открепительных удостоверений	49	2	0	0	0	1	1	2	0	0	1	0	2	1	3	2	0	2	0	0	0	0	2	3	0	0	4	6	2	0	2	2	0	3	0	0	0	0	0	0	5	3	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	19	0	1	1	1	0	0	0	0	1	1	0	2	1	0	0	0	1	0	0	0	0	1	1	0	0	0	1	0	1	0	2	0	0	0	0	0	0	2	0	0	0	0	2					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																		
18	Богданов Андрей Владимирович	268	7	6	11	3	7	11	8	10	12	10	13	7	7	4	1	2	3	3	2	5	5	4	2	12	5	7	3	10	7	2	2	2	4	3	7	6	9	5	13	4	0	8	16					
		0.94%	1.14%	1.01%	1.33%	0.46%	0.93%	1.42%	1.29%	1.64%	1.35%	1.47%	1.97%	0.95%	1.03%	0.45%	0.22%	0.33%	0.48%	0.46%	0.27%	0.88%	0.81%	0.71%	0.56%	1.41%	0.81%	1.23%	0.62%	0.96%	0.72%	1.39%	0.94%	0.35%	0.51%	0.29%	0.96%	0.54%	0.95%	0.70%	1.56%	2.13%	0.00%	2.06%	1.43%					
19	Жириновский Владимир Вольфович	2794	50	42	77	63	52	58	52	53	94	57	71	55	62	113	52	48	51	65	86	41	34	62	39	96	52	59	52	108	85	19	15	54	77	58	66	86	91	69	108	25	10	37	250					
		9.77%	8.16%	7.08%	9.30%	9.68%	6.88%	7.47%	8.37%	8.67%	10.60%	8.38%	10.74%	7.50%	9.09%	12.71%	11.18%	7.97%	8.15%	10.00%	11.61%	7.24%	5.51%	11.07%	10.86%	11.27%	8.41%	10.41%	10.77%	10.37%	8.74%	13.19%	7.04%	9.57%	9.85%	5.65%	9.05%	7.71%	9.62%	9.64%	12.93%	13.30%	8.20%	9.54%	22.30%					
20	Зюганов Геннадий Андреевич	6000	169	155	165	147	176	206	185	159	241	168	160	207	164	163	101	120	101	107	137	100	132	117	43	148	109	93	94	206	204	36	38	117	62	154	167	334	230	94	202	35	16	58	180					
		20.99%	27.57%	26.14%	19.93%	22.58%	23.28%	26.55%	29.79%	26.02%	27.17%	24.71%	24.21%	28.24%	24.05%	18.34%	21.72%	19.93%	16.13%	16.46%	18.49%	17.67%	21.39%	20.89%	11.98%	17.37%	17.64%	16.40%	19.46%	19.79%	20.99%	25.00%	17.84%	20.74%	7.93%	15.01%	22.91%	29.96%	24.31%	13.13%	24.19%	18.62%	13.11%	14.95%	16.06%					
