Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																							
Дата голосования: 18.09.2016																																							
																																							
Наименование Избирательной комиссии:    Богдановичская																																							
																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																							
																																							
		Сумма	УИК №246	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	38912	1570	2059	2022	1838	1476	1795	604	1833	1956	1899	1779	1285	1796	1180	1581	1336	1137	926	1601	1115	448	1529	2498	986	576	673	675	739									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38800	1600	2000	1900	1800	1500	1800	600	1900	2000	1900	1800	1300	1800	1200	1600	1300	1100	900	1600	1100	500	1500	2400	1000	600	700	700	700									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13741	629	948	929	693	520	675	261	557	671	746	672	433	618	365	583	412	371	323	491	350	157	457	691	325	193	242	217	212									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	587	19	18	21	38	35	6	3	5	13	13	17	22	20	6	10	12	26	45	29	13	7	31	31	18	23	59	24	23									
6	Число погашенных избирательных бюллетеней	24472	952	1034	950	1069	945	1119	336	1338	1316	1141	1111	845	1162	829	1007	876	703	532	1080	737	336	1012	1678	657	384	399	459	465									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	587	19	18	21	38	35	6	3	5	13	13	17	22	20	6	10	12	26	45	29	13	7	31	31	18	23	59	24	23									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	13733	629	948	929	693	519	675	261	556	671	746	672	433	616	365	579	412	371	323	491	350	157	457	691	325	193	242	217	212									
9	Число недействительных избирательных бюллетеней	407	19	24	20	13	7	19	9	11	29	17	18	16	11	6	21	10	10	55	17	5	2	18	16	10	4	3	8	9									
10	Число действительных избирательных бюллетеней	13913	629	942	930	718	547	662	255	550	655	742	671	439	625	365	568	414	387	313	503	358	162	470	706	333	212	298	233	226									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	780	30	30	30	30	30	30	20	30	30	30	30	30	30	30	30	30	30	30	30	30	20	30	30	30	20	20	20	20									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	277	5	18	14	17	11	14	4	17	21	23	15	8	11	12	18	4	10	12	8	8	4	5	8	3	2	1	1	3									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	379	9	20	88	8	3	45	6	2	17	16	6	14	25	9	13	3	8	9	36	8	1	1	7	5	7	5	4	4									
14	Число погашенных неиспользованных открепительных удостоверений	503	25	12	16	13	19	16	16	13	9	7	15	22	19	18	12	26	20	18	22	22	16	25	22	27	18	19	19	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	38	4	3	4	0	1	1	1	1	4	0	3	0	1	2	7	1	0	1	1	0	0	2	0	1	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																							
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	203	11	21	15	9	9	12	8	5	11	13	11	3	10	1	8	7	2	6	2	4	2	6	11	3	5	4	2	2									
		1.42%	1.70%	2.17%	1.58%	1.23%	1.62%	1.76%	3.03%	0.89%	1.61%	1.71%	1.60%	0.66%	1.57%	0.27%	1.36%	1.65%	0.50%	1.63%	0.38%	1.10%	1.22%	1.23%	1.52%	0.87%	2.31%	1.33%	0.83%	0.85%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	382	13	29	16	23	21	26	5	13	12	21	15	17	17	11	18	11	11	5	18	9	4	10	23	11	7	6	7	3									
		2.67%	2.01%	3.00%	1.68%	3.15%	3.79%	3.82%	1.89%	2.32%	1.75%	2.77%	2.18%	3.74%	2.67%	2.96%	3.06%	2.59%	2.77%	1.36%	3.46%	2.48%	2.44%	2.05%	3.19%	3.21%	3.24%	1.99%	2.90%	1.28%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	406	13	14	22	16	10	19	0	16	16	33	22	9	26	13	15	10	12	8	24	16	5	11	20	20	6	11	9	10									
		2.84%	2.01%	1.45%	2.32%	2.19%	1.81%	2.79%	0.00%	2.85%	2.34%	4.35%	3.19%	1.98%	4.09%	3.50%	2.55%	2.36%	3.02%	2.17%	4.62%	4.41%	3.05%	2.25%	2.77%	5.83%	2.78%	3.65%	3.73%	4.26%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5903	266	394	358	267	231	247	113	220	264	246	267	187	248	155	206	207	186	157	265	161	79	205	342	137	89	164	116	126									
		41.22%	41.05%	40.79%	37.68%	36.53%	41.70%	36.27%	42.80%	39.22%	38.60%	32.41%	38.75%	41.10%	38.99%	41.78%	34.97%	48.82%	46.85%	42.66%	50.96%	44.35%	48.17%	42.01%	47.37%	39.94%	41.20%	54.49%	48.13%	53.62%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	116	5	8	9	12	2	12	1	3	4	3	3	2	7	4	6	3	2	1	4	3	0	7	2	0	3	2	4	4									
		0.81%	0.77%	0.83%	0.95%	1.64%	0.36%	1.76%	0.38%	0.53%	0.58%	0.40%	0.44%	0.44%	1.10%	1.08%	1.02%	0.71%	0.50%	0.27%	0.77%	0.83%	0.00%	1.43%	0.28%	0.00%	1.39%	0.66%	1.66%	1.70%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	0	4	6	2	0	0	0	0	2	2	1	0	2	0	1	0	0	1	1	1	0	1	6	1	1	1	0	0									
		0.23%	0.00%	0.41%	0.63%	0.27%	0.00%	0.00%	0.00%	0.00%	0.29%	0.26%	0.15%	0.00%	0.31%	0.00%	0.17%	0.00%	0.00%	0.27%	0.19%	0.28%	0.00%	0.20%	0.83%	0.29%	0.46%	0.33%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2791	115	150	153	148	126	119	50	127	144	148	140	97	98	73	113	104	82	59	91	71	37	122	142	74	58	53	57	40									
		19.49%	17.75%	15.53%	16.11%	20.25%	22.74%	17.47%	18.94%	22.64%	21.05%	19.50%	20.32%	21.32%	15.41%	19.68%	19.19%	24.53%	20.65%	16.03%	17.50%	19.56%	22.56%	25.00%	19.67%	21.57%	26.85%	17.61%	23.65%	17.02%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	77	4	8	2	6	5	7	1	0	5	5	1	3	2	1	5	1	0	3	5	2	0	3	3	0	1	1	2	1									
		0.54%	0.62%	0.83%	0.21%	0.82%	0.90%	1.03%	0.38%	0.00%	0.73%	0.66%	0.15%	0.66%	0.31%	0.27%	0.85%	0.24%	0.00%	0.82%	0.96%	0.55%	0.00%	0.61%	0.42%	0.00%	0.46%	0.33%	0.83%	0.43%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	224	4	17	18	18	6	7	9	7	13	37	17	8	3	8	6	4	3	2	8	5	2	6	6	2	0	5	0	3									
		1.56%	0.62%	1.76%	1.89%	2.46%	1.08%	1.03%	3.41%	1.25%	1.90%	4.87%	2.47%	1.76%	0.47%	2.16%	1.02%	0.94%	0.76%	0.54%	1.54%	1.38%	1.22%	1.23%	0.83%	0.58%	0.00%	1.66%	0.00%	1.28%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	20	0	0	0	1	2	1	0	0	3	2	3	0	1	2	2	0	0	0	0	1	0	0	0	1	0	0	1	0									
		0.14%	0.00%	0.00%	0.00%	0.14%	0.36%	0.15%	0.00%	0.00%	0.44%	0.26%	0.44%	0.00%	0.16%	0.54%	0.34%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.41%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	115	4	8	12	8	3	5	0	1	6	15	2	3	7	2	12	3	0	0	5	4	1	1	7	2	3	1	0	0									
		0.80%	0.62%	0.83%	1.26%	1.09%	0.54%	0.73%	0.00%	0.18%	0.88%	1.98%	0.29%	0.66%	1.10%	0.54%	2.04%	0.71%	0.00%	0.00%	0.96%	1.10%	0.61%	0.20%	0.97%	0.58%	1.39%	0.33%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2009	89	156	148	109	87	99	51	74	72	94	97	65	105	55	90	38	57	53	56	52	20	67	95	59	27	42	31	21									
		14.03%	13.73%	16.15%	15.58%	14.91%	15.70%	14.54%	19.32%	13.19%	10.53%	12.38%	14.08%	14.29%	16.51%	14.82%	15.28%	8.96%	14.36%	14.40%	10.77%	14.33%	12.20%	13.73%	13.16%	17.20%	12.50%	13.95%	12.86%	8.94%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	2	5	2	0	0	1	0	3	0	7	1	1	1	0	2	4	2	1	2	0	0	0	3	4	1	1	1	3									
		0.33%	0.31%	0.52%	0.21%	0.00%	0.00%	0.15%	0.00%	0.53%	0.00%	0.92%	0.15%	0.22%	0.16%	0.00%	0.34%	0.94%	0.50%	0.27%	0.38%	0.00%	0.00%	0.00%	0.42%	1.17%	0.46%	0.33%	0.41%	1.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1587	103	128	169	99	45	107	17	81	103	116	91	44	98	40	84	22	30	17	22	29	12	31	46	19	11	7	3	13									
		11.08%	15.90%	13.25%	17.79%	13.54%	8.12%	15.71%	6.44%	14.44%	15.06%	15.28%	13.21%	9.67%	15.41%	10.78%	14.26%	5.19%	7.56%	4.62%	4.23%	7.99%	7.32%	6.35%	6.37%	5.54%	5.09%	2.33%	1.24%	5.53%									
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
