Выборы Президента Российской Федерации																																																																																							
Дата голосования: 18.03.2018																																																																																							
																																																																																							
Наименование Избирательной комиссии:    Иркутская городская N 4																																																																																							
																																																																																							
Сводная таблица итогов голосования																																																																																							
																																																																																							
	Число участковых избирательных комиссий	76																																																																																					
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	76																																																																																					
																																																																																							
		Сумма	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №1909	УИК №1932									
1	"Число избирателей, включенных в список избирателей"	157719	2253	1872	1211	1915	2199	2302	2698	2420	2225	2458	2334	2185	1973	1494	1412	1718	2202	2873	2644	2229	2402	1194	1855	2394	3043	1129	1903	2206	2171	2011	891	647	2589	2292	1600	2769	2493	2718	1631	1998	1411	1785	2690	2371	1839	1655	1145	2301	3149	1387	2367	2067	2062	2522	2805	2876	1871	2927	2902	2121	1450	2345	1776	2720	2860	2402	1254	2678	2405	1274	2525	1542	2418	2566	661	37									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	148250	2000	1800	1200	1800	2100	2200	2700	2400	2200	2300	2200	2100	1900	1400	1400	1500	2100	2700	2500	2000	2400	1200	1800	2400	2700	1000	1900	2100	2100	1900	800	600	2400	2200	1600	2400	2300	2600	1500	1800	1300	1700	2400	2300	1700	1300	1000	2000	3000	1300	2200	2000	2000	2400	2700	2800	1500	2800	2700	2000	1300	2100	1600	2200	2900	2300	950	2400	2400	1200	2500	1400	2300	2500	800	100									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	87907	1138	1074	694	1037	1039	1252	1392	1248	1153	1418	1093	1308	1227	872	766	1027	1185	1672	1429	1242	1252	686	1061	1275	1858	719	1117	1287	895	1184	524	281	1396	1331	962	1458	1291	1544	906	1019	844	1004	1635	1385	1037	1062	781	1419	1854	842	1541	1272	1216	1384	1476	1464	995	1748	1643	1232	843	1400	886	1413	1447	1262	705	1468	1276	642	1313	925	1369	1345	433	34									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2951	109	28	21	28	32	25	66	38	28	28	137	11	15	5	20	12	24	19	28	24	28	17	15	29	15	8	10	13	17	20	12	3	45	13	15	265	141	30	31	22	9	21	31	34	30	11	5	32	52	22	80	32	12	91	29	17	8	35	40	40	18	43	20	119	23	45	195	32	42	7	26	22	34	36	211	0									
6	Число погашенных избирательных бюллетеней	57392	753	698	485	735	1029	923	1242	1114	1019	854	970	781	658	523	614	461	891	1009	1043	734	1120	497	724	1096	827	273	773	800	1188	696	264	316	959	856	623	677	868	1026	563	759	447	675	734	881	633	227	214	549	1094	436	579	696	772	925	1195	1319	497	1017	1017	728	439	657	694	668	1430	993	50	900	1082	551	1161	453	897	1119	156	66									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2950	109	28	21	28	32	25	66	38	28	28	137	11	15	5	20	12	24	19	28	24	28	17	15	29	15	8	10	13	17	20	12	3	45	13	15	265	141	30	31	22	9	21	31	34	30	11	5	32	52	22	80	32	12	91	29	17	8	35	40	40	17	43	20	119	23	45	195	32	42	7	26	22	34	36	211	0									
8	Число бюллетеней в стационарных ящиках для голосования	87861	1138	1074	694	1037	1039	1252	1392	1248	1153	1418	1093	1308	1226	872	766	1027	1185	1672	1429	1242	1252	686	1061	1273	1858	719	1117	1287	895	1184	524	281	1396	1331	962	1457	1290	1542	906	1019	844	1004	1635	1385	1037	1062	781	1419	1854	839	1541	1272	1216	1383	1476	1464	994	1737	1643	1232	843	1400	886	1396	1447	1262	705	1468	1275	641	1313	925	1365	1345	433	34									
9	Число недействительных избирательных бюллетеней	880	8	10	9	11	11	7	8	9	8	23	16	10	12	11	7	17	9	17	6	10	10	5	14	14	23	9	5	7	17	16	5	2	14	10	10	13	8	14	11	10	10	14	13	14	8	10	11	18	12	11	16	17	23	5	7	15	47	16	14	7	5	13	12	0	10	8	13	9	12	7	14	20	7	15	10	1									
10	Число действительных избирательных бюллетеней	89931	1239	1092	706	1054	1060	1270	1450	1277	1173	1423	1214	1309	1229	866	779	1022	1200	1674	1451	1256	1270	698	1062	1288	1850	718	1122	1293	895	1188	531	282	1427	1334	967	1709	1423	1558	926	1031	843	1011	1653	1405	1059	1063	775	1433	1894	850	1605	1287	1205	1469	1498	1466	955	1756	1669	1265	855	1430	894	1515	1460	1299	887	1491	1305	641	1325	927	1392	1366	634	33									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																							
13	Бабурин Сергей Николаевич	599	4	7	8	3	11	7	8	8	5	10	2	6	8	3	2	5	10	7	13	4	10	8	5	4	12	3	8	9	7	7	5	2	5	15	6	12	7	7	9	6	5	7	20	7	6	9	6	12	21	8	20	11	15	6	5	12	6	13	12	12	3	9	5	14	8	5	6	15	5	9	3	3	7	14	2	0									
		0.66%	0.32%	0.64%	1.12%	0.28%	1.03%	0.55%	0.55%	0.62%	0.42%	0.69%	0.16%	0.45%	0.64%	0.34%	0.25%	0.48%	0.83%	0.41%	0.89%	0.32%	0.78%	1.14%	0.46%	0.31%	0.64%	0.41%	0.71%	0.69%	0.77%	0.58%	0.93%	0.70%	0.35%	1.12%	0.61%	0.70%	0.49%	0.45%	0.96%	0.58%	0.59%	0.68%	1.20%	0.49%	0.56%	0.84%	0.76%	0.83%	1.10%	0.93%	1.23%	0.84%	1.22%	0.41%	0.33%	0.81%	0.60%	0.73%	0.71%	0.94%	0.35%	0.62%	0.55%	0.92%	0.54%	0.38%	0.67%	1.00%	0.38%	1.39%	0.22%	0.32%	0.50%	1.01%	0.31%	0.00%									
