Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																		
Дата голосования: 04.12.2011																																		
																																		
Наименование Избирательной комиссии:    Александрово-Заводская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491					
1	"Число избирателей, внесенных в список избирателей"	7345	1985	71	366	296	228	153	152	113	135	97	179	180	201	383	276	151	131	628	237	187	32	185	154	361	297	56	111					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	7365	1875	80	350	305	235	155	150	120	135	105	180	190	220	390	275	145	140	655	235	195	32	190	160	364	304	60	120					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	3840	834	53	235	180	108	101	90	48	82	65	107	115	122	223	156	81	84	291	110	103	28	103	86	185	122	40	88					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	561	73	2	25	16	12	11	15	7	17	6	15	25	4	17	32	13	24	83	20	29	0	20	10	25	49	5	6					
6	Число погашенных избирательных бюллетеней	2964	968	25	90	109	115	43	45	65	36	34	58	50	94	150	87	51	32	281	105	63	4	67	64	154	133	15	26					
7	Число избирательных бюллетеней в переносных ящиках для голосования	561	73	2	25	16	12	11	15	7	17	6	15	25	4	17	32	13	24	83	20	29	0	20	10	25	49	5	6					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	3840	834	53	235	180	108	101	90	48	82	65	107	115	122	223	156	81	84	291	110	103	28	103	86	185	122	40	88					
9	Число недействительных избирательных бюллетеней	68	13	1	4	0	2	0	2	0	4	2	2	4	6	3	3	2	1	4	3	2	0	1	3	5	1	0	0					
10	Число действительных избирательных бюллетеней	4333	894	54	256	196	118	112	103	55	95	69	120	136	120	237	185	92	107	370	127	130	28	122	93	205	170	45	94					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	390	100	3	20	15	15	10	10	3	5	3	10	10	10	20	15	5	5	50	15	10	3	15	5	15	10	3	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	98	30	0	5	7	4	1	0	2	0	0	0	0	4	1	1	5	0	12	2	6	0	5	2	4	3	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	49	11	2	1	3	1	1	2	1	1	1	1	1	4	3	1	1	1	2	2	1	0	1	1	0	3	1	2					
