Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Пачелмская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №909	УИК №910	УИК №911	УИК №912	УИК №913	УИК №914	УИК №915	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930					
1	"Число избирателей, внесенных в список избирателей"	13633	2360	2514	1949	331	438	104	104	392	1034	995	329	124	116	344	330	582	553	207	349	159	265	54					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	13608	2399	2460	1920	328	452	104	102	405	1029	1000	330	123	110	343	335	586	551	209	346	159	263	54					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	9950	1976	1716	1292	232	288	72	77	193	790	796	242	88	71	229	205	377	435	169	312	116	225	49					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1068	99	102	78	47	59	21	17	105	42	31	54	24	28	65	73	101	24	19	17	28	29	5					
6	Число погашенных избирательных бюллетеней	2590	324	642	550	49	105	11	8	107	197	173	34	11	11	49	57	108	92	21	17	15	9	0					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1068	99	102	78	47	59	21	17	105	42	31	54	24	28	65	73	101	24	19	17	28	29	5					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9945	1971	1716	1292	232	288	72	77	193	790	796	242	88	71	229	205	377	435	169	312	116	225	49					
9	Число недействительных избирательных бюллетеней	123	24	26	27	0	2	0	1	3	6	26	2	0	1	0	1	0	3	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	10890	2046	1792	1343	279	345	93	93	295	826	801	294	112	98	294	277	478	456	188	328	144	254	54					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	163	20	31	20	5	5	3	3	5	10	10	5	3	3	5	6	5	5	3	5	3	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	71	10	24	8	0	1	0	0	5	3	1	2	0	1	2	6	1	4	1	0	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	51	6	7	3	3	2	0	1	3	5	3	1	0	0	4	1	0	4	0	4	1	2	1					
14	Число погашенных неиспользованных открепительных удостоверений	92	10	7	12	5	4	3	3	0	7	9	3	3	2	3	0	4	1	2	5	3	3	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	672	122	137	112	14	19	6	4	33	3	34	7	4	9	23	16	35	47	12	11	6	16	2					
		6.10%	5.89%	7.54%	8.18%	5.02%	5.48%	6.45%	4.26%	11.07%	0.36%	4.11%	2.36%	3.57%	9.09%	7.82%	5.76%	7.32%	10.24%	6.38%	3.34%	4.17%	6.30%	3.70%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	839	139	188	124	25	37	5	5	27	54	13	10	4	6	29	22	43	49	16	10	12	16	5					
		7.62%	6.71%	10.34%	9.05%	8.96%	10.66%	5.38%	5.32%	9.06%	6.49%	1.57%	3.38%	3.57%	6.06%	9.86%	7.91%	8.99%	10.68%	8.51%	3.04%	8.33%	6.30%	9.26%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	62	8	15	12	0	2	1	2	0	0	1	1	4	2	1	0	2	8	1	1	0	0	1					
		0.56%	0.39%	0.83%	0.88%	0.00%	0.58%	1.08%	2.13%	0.00%	0.00%	0.12%	0.34%	3.57%	2.02%	0.34%	0.00%	0.42%	1.74%	0.53%	0.30%	0.00%	0.00%	1.85%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1658	329	370	253	37	52	17	16	37	63	88	48	21	12	43	27	86	47	44	23	17	25	3					
		15.05%	15.89%	20.35%	18.47%	13.26%	14.99%	18.28%	17.02%	12.42%	7.57%	10.64%	16.22%	18.75%	12.12%	14.63%	9.71%	17.99%	10.24%	23.40%	6.99%	11.81%	9.84%	5.56%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	81	19	16	13	2	5	1	0	2	4	3	1	0	1	1	1	2	7	0	1	0	0	2					
		0.74%	0.92%	0.88%	0.95%	0.72%	1.44%	1.08%	0.00%	0.67%	0.48%	0.36%	0.34%	0.00%	1.01%	0.34%	0.36%	0.42%	1.53%	0.00%	0.30%	0.00%	0.00%	3.70%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	7547	1424	1062	824	200	230	63	66	195	702	661	226	78	66	197	211	305	297	114	282	108	196	40					
		68.53%	68.79%	58.42%	60.15%	71.68%	66.28%	67.74%	70.21%	65.44%	84.38%	79.93%	76.35%	69.64%	66.67%	67.01%	75.90%	63.81%	64.71%	60.64%	85.71%	75.00%	77.17%	74.07%					
