Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Липецкая																																													
																																													
Сводная таблица результатов выборов																																													
																																													
		Сумма	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701	УИК №702	УИК №703	УИК №704	УИК №705	УИК №706	УИК №707	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717					
1	"Число избирателей, внесенных в список избирателей"	41197	1624	1538	1715	649	540	2008	611	1089	710	512	455	1628	494	675	241	1496	1179	629	702	1019	1050	1210	1200	1015	1863	517	1091	370	473	574	1958	892	1536	1376	2162	1971	524	1901					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	40500	1600	1500	1700	640	540	1900	600	1050	700	500	450	1630	480	670	230	1400	1160	600	700	1000	1050	1200	1200	1020	1870	500	1050	350	470	580	1950	880	1500	1350	2100	1980	500	1900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	18566	966	781	950	303	214	831	291	420	439	285	267	758	247	283	97	668	539	303	288	464	386	371	540	448	941	232	483	207	251	269	765	293	546	520	877	862	224	957					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	3671	60	151	113	58	42	249	63	104	70	64	70	117	34	100	50	88	101	79	57	134	117	127	94	86	118	52	73	53	37	69	113	304	75	73	129	111	97	139					
6	Число погашенных избирательных бюллетеней	18263	574	568	637	279	284	820	246	526	191	151	113	755	199	287	83	644	520	218	355	402	547	702	566	486	811	216	494	90	182	242	1072	283	879	757	1094	1007	179	804					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3671	60	151	113	58	42	249	63	104	70	64	70	117	34	100	50	88	101	79	57	134	117	127	94	86	118	52	73	53	37	69	113	304	75	73	129	111	97	139					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	18564	964	781	950	303	214	831	291	420	439	285	267	758	247	283	97	668	539	303	288	464	386	371	540	448	941	232	483	207	251	269	765	293	546	520	877	862	224	957					
9	Число недействительных избирательных бюллетеней	466	11	10	22	9	3	17	7	8	10	2	11	10	8	7	2	56	14	4	4	12	11	18	10	17	21	6	11	6	12	3	15	0	16	20	30	20	2	21					
10	Число действительных избирательных бюллетеней	21769	1013	922	1041	352	253	1063	347	516	499	347	326	865	273	376	145	700	626	378	341	586	492	480	624	517	1038	278	545	254	276	335	863	597	605	573	976	953	319	1075					
