Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Далматовская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341					
1	"Число избирателей, внесенных в список"	26601	728	873	316	903	1043	483	1764	1101	1097	1110	1185	425	1036	145	56	50	199	171	160	180	135	786	89	67	352	367	450	72	176	409	79	247	502	263	352	581	361	731	204	477	294	330	101	203	1724	795	335	231	525	1283	351	704					
2	Число полученных избирательных бюллетеней	26743	725	880	308	880	1050	485	1725	1095	1085	1140	1120	432	1005	142	100	50	216	173	165	180	140	795	93	68	350	375	465	77	185	415	83	240	515	250	370	595	365	745	205	480	315	325	106	215	1720	800	350	235	525	1315	365	705					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	16273	343	492	189	498	586	272	1037	645	565	611	526	421	495	116	52	36	125	125	142	135	116	630	83	60	240	272	289	56	114	278	56	160	325	149	246	321	218	450	143	297	209	230	76	160	918	474	244	162	302	751	286	547					
5	"Число избирательных бюллетеней, выданных вне помещения"	1245	27	45	11	20	29	4	48	18	25	15	37	0	84	0	4	1	21	17	8	13	10	31	0	0	49	23	46	6	38	41	5	13	48	27	8	45	56	24	4	32	28	23	0	17	40	22	15	19	50	79	19	0					
6	Число погашенных избирательных бюллетеней	9225	355	343	108	362	435	209	640	432	495	514	557	11	426	26	44	13	70	31	15	32	14	134	10	8	61	80	130	15	33	96	22	67	142	74	116	229	91	271	58	151	78	72	30	38	762	304	91	54	173	485	60	158					
7	Число избирательных бюллетеней в переносных ящиках	1245	27	45	11	20	29	4	48	18	25	15	37	0	84	0	4	1	21	17	8	13	10	31	0	0	49	23	46	6	38	41	5	13	48	27	8	45	56	24	4	32	28	23	0	17	40	22	15	19	50	79	19	0					
8	Число бюллетеней в стационарных ящиках для голосования	16272	343	492	189	498	586	272	1037	645	565	611	526	421	495	116	52	36	125	125	142	135	116	630	83	60	240	272	289	56	114	277	56	160	325	149	246	321	218	450	143	297	209	230	76	160	918	474	244	162	302	751	286	547					
9	Число недействительных избирательных бюллетеней	158	6	4	2	5	7	2	15	4	2	5	2	0	3	1	0	1	0	1	0	1	0	3	0	0	7	3	8	0	1	2	0	3	7	1	6	5	3	7	3	0	2	0	2	2	9	3	3	2	4	5	3	3					
10	Число действительных избирательных бюллетеней	17359	364	533	198	513	608	274	1070	659	588	621	561	421	576	115	56	36	146	141	150	147	126	658	83	60	282	292	327	62	151	316	61	170	366	175	248	361	271	467	144	329	235	253	74	175	949	493	256	179	348	825	302	544					
11	Число полученных открепительных  удостоверений	682	20	20	10	20	20	10	34	30	30	30	30	10	30	5	0	5	6	5	5	5	5	20	5	5	10	10	10	5	5	10	5	6	10	15	10	10	10	20	5	10	8	8	5	5	40	20	10	5	10	30	10	20					
12	Число выданных открепительных удостоверений	188	3	6	1	4	8	8	10	7	6	14	5	1	1	0	0	0	4	0	2	0	2	6	0	0	0	2	10	1	4	3	1	1	9	9	3	4	1	1	0	0	8	1	0	5	6	3	0	0	5	2	6	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	150	0	2	2	3	6	1	17	10	6	4	4	0	4	2	8	2	1	1	0	1	0	4	0	0	0	3	7	0	1	4	0	2	1	2	3	1	0	4	1	4	0	2	0	2	8	3	1	1	4	4	2	12					
14	Число неиспользованных открепительных удостоверений	494	17	14	9	16	12	2	24	23	24	16	25	9	29	5	0	5	2	5	3	5	3	14	5	5	10	8	0	4	1	7	4	5	1	6	7	6	9	19	5	10	0	7	5	0	34	17	10	5	5	28	4	5					
15	"Число открепительных удостоверений, выданных в ТИК"	6	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	495	9	12	2	19	29	16	49	35	28	24	23	5	27	2	0	0	0	2	6	2	6	10	3	0	12	12	3	1	2	8	1	1	8	0	5	12	4	12	2	6	3	3	3	10	32	6	2	2	7	15	5	9					
		2.83%	2.43%	2.23%	1.00%	3.67%	4.72%	5.80%	4.52%	5.28%	4.75%	3.83%	4.09%	1.19%	4.66%	1.72%	0.00%	0.00%	0.00%	1.41%	4.00%	1.35%	4.76%	1.51%	3.61%	0.00%	4.15%	4.07%	0.90%	1.61%	1.32%	2.52%	1.64%	0.58%	2.14%	0.00%	1.97%	3.28%	1.46%	2.53%	1.36%	1.82%	1.27%	1.19%	3.95%	5.65%	3.34%	1.21%	0.77%	1.10%	1.99%	1.81%	1.64%	1.65%					
19	. Малышкин Олег Александрович	775	24	26	7	13	22	12	51	32	22	26	28	7	40	4	4	4	2	5	3	7	13	31	3	3	9	8	21	1	5	13	3	16	20	6	21	15	9	22	10	12	11	13	0	5	46	21	15	6	11	36	7	24					
		4.42%	6.49%	4.84%	3.50%	2.51%	3.58%	4.35%	4.70%	4.83%	3.73%	4.15%	4.97%	1.66%	6.91%	3.45%	7.14%	10.81%	1.37%	3.52%	2.00%	4.73%	10.32%	4.69%	3.61%	5.00%	3.11%	2.71%	6.27%	1.61%	3.29%	4.09%	4.92%	9.25%	5.36%	3.41%	8.27%	4.10%	3.28%	4.64%	6.80%	3.65%	4.64%	5.14%	0.00%	2.82%	4.80%	4.23%	5.79%	3.31%	3.12%	4.34%	2.30%	4.39%					
