Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Тобольская																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730	УИК №1731	УИК №1732	УИК №1733	УИК №1734	УИК №1735									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	15986	297	507	496	1051	410	895	181	450	655	271	315	233	414	592	187	230	250	190	429	728	276	471	960	140	418	571	619	706	788	326	437	237	632	393	231									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	16335	318	503	537	1053	423	907	185	450	680	275	318	238	414	597	194	243	250	194	430	732	288	532	945	140	461	605	620	712	801	350	437	238	625	395	245									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	746	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	85	100	157	0	0	0	0	0	0	0	0	0	0	0	101	66									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12359	233	321	241	756	294	603	165	415	381	251	297	195	351	555	129	157	226	182	387	590	176	308	816	129	397	560	526	434	585	239	360	230	494	225	151									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1351	13	84	2	200	100	229	15	28	35	8	5	14	54	32	13	32	18	4	34	34	0	6	71	3	21	11	83	31	16	22	37	6	26	58	6									
6	Число погашенных избирательных бюллетеней	1879	72	98	84	97	29	75	5	7	264	16	16	29	9	10	52	27	6	8	9	23	12	61	58	8	43	34	11	247	200	89	40	2	105	11	22									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	2097	13	84	212	200	100	229	15	28	35	8	5	14	54	32	13	59	18	4	34	119	100	163	71	3	21	11	83	31	16	22	37	6	26	159	72									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12357	233	321	241	756	294	603	165	415	381	251	297	195	351	555	129	157	226	182	387	590	176	308	816	129	397	560	526	434	583	239	360	230	494	225	151									
9	Число недействительных избирательных бюллетеней	154	0	13	0	13	5	1	0	4	6	0	3	0	5	1	12	7	0	0	5	0	0	0	3	2	3	8	0	3	31	5	5	0	19	0	0									
10	Число действительных избирательных бюллетеней	14300	246	392	453	943	389	831	180	439	410	259	299	209	400	586	130	209	244	186	416	709	276	471	884	130	415	563	609	462	568	256	392	236	501	384	223									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	914	25	30	50	75	30	55	15	30	45	25	25	35	10	15	10	25	20	20	10	60	3	40	30	10	15	20	15	30	30	20	10	6	50	15	10									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	208	0	4	0	16	12	12	0	4	28	8	6	3	0	2	4	11	1	1	1	5	3	18	5	0	1	3	7	3	10	14	3	1	9	3	10									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	147	5	7	5	11	1	4	0	8	5	6	4	0	3	4	8	3	2	0	2	3	4	0	4	1	0	5	10	8	10	7	6	3	6	1	1									
14	Число погашенных неиспользованных открепительных удостоверений	706	25	26	50	59	18	43	15	26	17	17	19	32	10	13	6	14	19	19	9	55	0	22	25	10	14	17	8	27	20	6	7	5	41	12	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	161	9	13	46	2	1	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	42	1	1	0	6	19	1	1	8	0	0	2	0	4									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																														
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	28	0	2	0	2	0	1	0	0	2	0	0	2	0	1	1	0	0	0	1	0	1	1	3	0	0	0	0	2	6	1	0	0	1	1	0									
		0.19%	0.00%	0.49%	0.00%	0.21%	0.00%	0.12%	0.00%	0.00%	0.48%	0.00%	0.00%	0.96%	0.00%	0.17%	0.70%	0.00%	0.00%	0.00%	0.24%	0.00%	0.36%	0.21%	0.34%	0.00%	0.00%	0.00%	0.00%	0.43%	1.00%	0.38%	0.00%	0.00%	0.19%	0.26%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	153	2	7	9	7	0	9	0	8	8	0	0	3	0	1	2	0	0	1	1	3	5	1	8	0	7	0	0	15	21	10	0	0	15	8	2									
		1.06%	0.81%	1.73%	1.99%	0.73%	0.00%	1.08%	0.00%	1.81%	1.92%	0.00%	0.00%	1.44%	0.00%	0.17%	1.41%	0.00%	0.00%	0.54%	0.24%	0.42%	1.81%	0.21%	0.90%	0.00%	1.67%	0.00%	0.00%	3.23%	3.51%	3.83%	0.00%	0.00%	2.88%	2.08%	0.90%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	90	1	2	2	7	3	6	2	4	5	1	0	1	0	1	0	0	0	0	2	2	0	1	13	1	5	1	0	2	7	2	5	0	9	5	0									
		0.62%	0.41%	0.49%	0.44%	0.73%	0.76%	0.72%	1.11%	0.90%	1.20%	0.39%	0.00%	0.48%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.48%	0.28%	0.00%	0.21%	1.47%	0.76%	1.20%	0.18%	0.00%	0.43%	1.17%	0.77%	1.26%	0.00%	1.73%	1.30%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11058	188	313	316	701	327	700	116	377	267	232	268	160	325	521	64	178	194	154	339	624	241	322	681	102	268	514	462	337	320	154	311	193	293	298	198									
		76.50%	76.42%	77.28%	69.76%	73.33%	82.99%	84.13%	64.44%	85.10%	64.18%	89.58%	88.74%	76.56%	80.25%	88.76%	45.07%	82.41%	79.51%	82.80%	80.52%	88.01%	87.32%	68.37%	76.78%	77.27%	64.11%	90.02%	75.86%	72.47%	53.42%	59.00%	78.34%	81.78%	56.35%	77.60%	88.79%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	23	0	2	0	2	0	0	0	1	3	0	0	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0	0	6	0	0	0	3	2	0									
		0.16%	0.00%	0.49%	0.00%	0.21%	0.00%	0.00%	0.00%	0.23%	0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	1.41%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	1.00%	0.00%	0.00%	0.00%	0.58%	0.52%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	0	3	0	0									
		0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.33%	0.00%	0.25%	0.00%	0.58%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1149	13	27	25	113	19	58	35	16	70	12	10	8	20	23	34	17	17	10	19	20	2	17	101	8	40	21	33	35	120	20	20	18	119	20	9									
		7.95%	5.28%	6.67%	5.52%	11.82%	4.82%	6.97%	19.44%	3.61%	16.83%	4.63%	3.31%	3.83%	4.94%	3.92%	23.94%	7.87%	6.97%	5.38%	4.51%	2.82%	0.72%	3.61%	11.39%	6.06%	9.57%	3.68%	5.42%	7.53%	20.03%	7.66%	5.04%	7.63%	22.88%	5.21%	4.04%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	2	0	0	0	2	0	1	0	0	0	3	2	0	0	2	2	0									
		0.12%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.48%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.23%	0.00%	0.24%	0.00%	0.00%	0.00%	0.50%	0.77%	0.00%	0.00%	0.38%	0.52%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	20	0	4	0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	1	4	0	0	0	2	0									
		0.14%	0.00%	0.99%	0.00%	0.10%	0.00%	0.12%	0.00%	0.23%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.21%	0.00%	0.00%	0.24%	0.00%	0.00%	0.43%	0.17%	1.53%	0.00%	0.00%	0.00%	0.52%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	16	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	2	4	1	0	0	2	0	0									
		0.11%	0.00%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.21%	0.11%	0.00%	0.24%	0.00%	0.00%	0.43%	0.67%	0.38%	0.00%	0.00%	0.38%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	0	0	2	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	2	0	2	1	1	0	2	1	1									
