Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																					
Дата голосования: 07.12.2003 0:00:00																																																					
																																																					
Наименование Избирательной комиссии:    Богучарская																																																					
																																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																					
																																																					
		Сумма	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346					
1	"Число избирателей, внесенных в списки"	30834	2343	2778	1023	1323	3809	67	1790	366	386	457	469	129	2049	671	384	322	862	489	346	262	97	103	94	895	105	80	520	195	479	1274	334	379	814	557	332	242	424	863	357	134	625	298	545	132	126	505					
2	"Число бюллетеней, полученных участковыми комиссиями"	27402	2001	2395	876	1158	3143	69	1578	335	345	408	441	122	1818	593	350	290	787	450	310	269	96	103	98	812	115	86	483	196	440	1155	305	341	739	502	309	220	371	767	322	135	567	299	486	133	129	455					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	17510	1146	1339	461	645	2201	44	946	250	223	258	287	85	1052	385	247	189	476	259	258	217	69	80	77	554	72	77	372	130	250	738	201	216	459	329	225	142	279	485	240	107	427	192	315	106	96	304					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1644	54	46	9	35	41	12	61	12	37	34	30	8	44	45	17	18	161	96	22	20	12	7	6	130	19	3	12	22	67	78	33	31	40	42	29	22	39	25	8	12	14	1	108	5	13	64					
6	Число погашенных бюллетеней	8249	801	1010	406	478	901	13	571	73	85	116	124	29	722	163	86	83	150	95	30	32	15	16	15	129	24	6	99	44	123	339	71	94	240	131	55	56	53	257	74	16	126	106	63	22	20	87					
7	Число бюллетеней в переносных ящиках для голосования	1644	54	46	9	35	41	12	61	12	37	34	30	8	44	45	17	18	161	96	22	20	12	7	6	130	19	3	12	22	67	78	33	31	40	42	29	22	39	25	8	12	14	1	108	5	13	64					
8	Число бюллетеней в стационарных ящиках для голосования	17501	1146	1334	461	645	2201	44	946	250	223	258	287	85	1051	385	247	189	476	259	258	217	69	80	77	554	72	77	372	130	250	738	201	216	459	328	225	142	279	485	240	107	427	192	313	106	96	304					
9	Число недействительных бюллетеней	159	10	9	3	4	10	0	6	0	1	7	4	1	11	0	0	6	4	1	7	5	3	0	0	5	0	0	5	5	7	7	2	1	1	6	1	0	0	6	3	2	4	0	8	4	0	0					
10	Число действительных бюллетеней	18986	1190	1371	467	676	2232	56	1001	262	259	285	313	92	1084	430	264	201	633	354	273	232	78	87	83	679	91	80	379	147	310	809	232	246	498	364	253	164	318	504	245	117	437	193	413	107	109	368					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	230	11	11	7	7	42	3	5	4	4	4	4	2	6	6	4	4	6	4	4	4	3	2	2	5	2	2	6	2	4	6	4	2	4	6	2	2	4	4	4	2	4	4	4	2	2	4					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	90	8	2	1	3	41	0	5	1	0	2	1	0	2	1	0	0	1	0	0	0	0	0	2	0	0	0	3	2	0	6	2	0	1	0	0	2	0	2	0	0	0	0	2	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	47	3	6	0	0	8	1	0	0	1	1	0	0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	1	0	0	5	2	1	1	0	1	1	1	1	0	1	1	1	1	0	0	2					
14	Число погашенных открепительных удостоверений	140	3	9	6	4	1	3	0	3	4	2	3	2	4	5	4	4	5	4	4	4	3	2	0	5	2	2	3	0	4	0	2	2	3	6	2	0	4	2	4	2	4	4	2	2	2	4					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																					
18	"1. ""ЕДИНЕНИЕ"""	239	8	18	3	12	22	0	10	4	3	7	3	2	23	7	3	1	11	5	4	2	0	0	2	8	1	6	6	5	4	17	4	2	4	1	0	0	7	1	2	1	6	1	4	0	3	6					
		1.24%	0.66%	1.30%	0.63%	1.76%	0.98%	0.0%	0.99%	1.52%	1.15%	2.39%	0.94%	2.15%	2.10%	1.62%	1.13%	0.48%	1.72%	1.40%	1.42%	0.84%	0.0%	0.0%	2.40%	1.16%	1.09%	7.5%	1.56%	3.28%	1.26%	2.08%	1.70%	0.80%	0.80%	0.27%	0.0%	0.0%	2.20%	0.19%	0.80%	0.84%	1.36%	0.51%	0.95%	0.0%	2.75%	1.63%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	187	11	25	1	10	37	0	1	1	4	2	3	3	13	2	2	1	5	3	0	4	0	1	1	10	1	0	1	1	2	6	1	3	6	4	0	0	4	5	2	0	4	0	2	2	1	2					
		0.97%	0.91%	1.81%	0.21%	1.47%	1.65%	0.0%	0.09%	0.38%	1.53%	0.68%	0.94%	3.22%	1.18%	0.46%	0.75%	0.48%	0.78%	0.84%	0.0%	1.68%	0.0%	1.14%	1.20%	1.46%	1.09%	0.0%	0.26%	0.65%	0.63%	0.73%	0.42%	1.21%	1.20%	1.08%	0.0%	0.0%	1.25%	0.98%	0.80%	0.0%	0.90%	0.0%	0.47%	1.80%	0.91%	0.54%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	358	28	31	5	8	35	1	8	7	7	6	6	2	29	5	14	2	12	12	1	7	0	2	1	10	0	0	4	3	17	7	9	5	8	9	1	1	2	13	4	2	7	3	8	2	2	12					
		1.86%	2.33%	2.24%	1.06%	1.17%	1.56%	1.78%	0.79%	2.67%	2.69%	2.05%	1.89%	2.15%	2.64%	1.16%	5.30%	0.96%	1.88%	3.38%	0.35%	2.95%	0.0%	2.29%	1.20%	1.46%	0.0%	0.0%	1.04%	1.97%	5.36%	0.85%	3.84%	2.02%	1.60%	2.43%	0.39%	0.60%	0.62%	2.54%	1.61%	1.68%	1.58%	1.55%	1.90%	1.80%	1.83%	3.26%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	225	27	28	2	11	42	0	10	0	3	4	4	0	11	3	3	2	4	0	1	1	0	2	0	6	0	0	5	1	1	11	3	0	3	4	2	1	2	3	5	0	5	0	7	0	0	8					
