Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																	
Дата голосования: 02.12.2007																																	
																																	
Наименование Избирательной комиссии:    Бабушкинский район																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555	УИК №556	УИК №3164					
1	"Число избирателей, внесенных в списки избирателей"	60301	2192	2546	2432	2582	2288	2536	2528	2427	2505	2472	2607	2734	2530	2014	2170	2595	2448	2693	2554	2169	2233	2629	1403	2162	2303	549					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	50000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	1000	2000	2000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	31664	1047	1229	1304	1378	1142	1333	1237	1438	1282	1273	1539	1488	1332	1013	1131	1322	1287	1459	1235	1163	1164	1275	778	1217	1344	254					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1147	44	50	26	25	19	37	33	31	25	27	24	16	15	24	14	44	48	36	39	19	20	34	13	24	165	295					
6	Число погашенных избирательных бюллетеней	17189	909	721	670	597	839	630	730	531	693	700	437	496	653	963	855	634	665	505	726	818	816	691	209	759	491	451					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1139	44	50	26	25	19	36	33	31	25	27	24	16	15	24	14	44	41	36	39	19	20	34	13	24	165	295					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	31250	1043	1221	1291	1368	1135	1294	1151	1399	1280	1251	1531	1426	1295	1007	1129	1320	1272	1450	1233	1163	1163	1264	778	1192	1340	254					
9	Число недействительных избирательных бюллетеней	453	8	28	14	18	11	19	23	16	22	23	22	30	10	20	15	21	21	15	15	9	25	13	9	18	21	7					
10	Число действительных избирательных бюллетеней	31936	1079	1243	1303	1375	1143	1311	1161	1414	1283	1255	1533	1412	1300	1011	1128	1343	1292	1471	1257	1173	1158	1285	782	1198	1484	542					
