Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																	
Дата голосования: 04.12.2011																																	
																																	
Наименование Избирательной комиссии:    Бабушкинский район																																	
																																	
Сводная таблица результатов выборов																																	
																																	
		Сумма	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №3258					
1	"Число избирателей, внесенных в список избирателей"	58554	2610	2272	1916	2433	2367	2449	2488	2450	2415	2466	2233	2685	2564	1821	2110	2468	2451	2651	2457	2068	2150	2543	1279	2168	2477	563					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	47300	2000	1800	1800	1800	1700	2000	2000	2000	2000	2000	1800	2200	2000	1500	1700	2000	1900	2000	2000	1700	1700	2000	1000	1700	2000	1000					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	31005	1251	1066	1104	1132	1188	1240	1152	1332	1117	1192	1326	1979	1329	804	1069	1279	1222	1497	1181	1355	1090	1161	637	1207	1776	319					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1410	112	60	37	47	36	63	44	26	29	50	48	36	26	43	31	152	55	25	30	76	22	26	14	23	57	242					
6	Число погашенных избирательных бюллетеней	14885	637	674	659	621	476	697	804	642	854	758	426	185	645	653	600	569	623	478	789	269	588	813	349	470	167	439					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1410	112	60	37	47	36	63	44	26	29	50	48	36	26	43	31	152	55	25	30	76	22	26	14	23	57	242					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	30889	1251	1065	1104	1132	1188	1218	1152	1324	1115	1187	1322	1979	1313	801	1064	1279	1220	1491	1181	1354	1088	1161	635	1175	1771	319					
9	Число недействительных избирательных бюллетеней	585	27	13	23	17	20	24	24	21	13	26	22	29	22	21	15	21	21	31	33	20	23	22	11	31	45	10					
10	Число действительных избирательных бюллетеней	31714	1336	1112	1118	1162	1204	1257	1172	1329	1131	1211	1348	1986	1317	823	1080	1410	1254	1485	1178	1410	1087	1165	638	1167	1783	551					
