Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																					
Дата голосования: 02.12.2007																																					
																																					
Наименование Избирательной комиссии:    Унцукульская																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425	УИК №1426	УИК №1427	УИК №1428	УИК №1429	УИК №1430	УИК №1431	УИК №1432	УИК №1433	УИК №1434	УИК №1435	УИК №1436	УИК №1437	УИК №1438	УИК №1439	УИК №1440	УИК №1441	УИК №1442	УИК №1443	УИК №1444	УИК №1445	УИК №1446	УИК №1447	УИК №1448	УИК №1449	УИК №1450					
1	"Число избирателей, внесенных в списки избирателей"	13558	1044	78	33	867	891	82	896	970	227	742	325	89	22	44	65	83	445	19	1009	48	720	1200	1006	29	239	291	141	628	580	745					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	13525	1050	75	35	865	895	80	896	970	225	741	325	87	22	44	60	80	440	20	999	45	720	1192	1000	29	242	290	140	628	585	745					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	13124	1038	73	33	803	858	80	889	946	225	741	325	85	22	44	60	80	390	19	934	45	707	1151	951	29	239	275	139	627	576	740					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	328	0	0	0	60	33	0	0	22	0	0	0	0	0	0	0	0	49	0	63	0	11	30	45	0	0	13	0	0	2	0					
6	Число погашенных избирательных бюллетеней	73	12	2	2	2	4	0	7	2	0	0	0	2	0	0	0	0	1	1	2	0	2	11	4	0	3	2	1	1	7	5					
7	Число избирательных бюллетеней в переносных ящиках для голосования	328	0	0	0	60	33	0	0	22	0	0	0	0	0	0	0	0	49	0	63	0	11	30	45	0	0	13	0	0	2	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	13124	1038	73	33	803	858	80	889	946	225	741	325	85	22	44	60	80	390	19	934	45	707	1151	951	29	239	275	139	627	576	740					
9	Число недействительных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
10	Число действительных избирательных бюллетеней	13452	1038	73	33	863	891	80	889	968	225	741	325	85	22	44	60	80	439	19	997	45	718	1181	996	29	239	288	139	627	578	740					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	200	15	2	1	8	9	2	15	15	3	7	7	3	1	1	3	1	6	1	10	2	12	12	12	1	5	5	2	13	13	13					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1					
14	Число погашенных неиспользованных открепительных удостоверений	194	15	2	1	8	9	2	15	15	3	7	7	0	1	1	3	1	6	1	10	2	12	10	12	1	5	5	2	13	13	12					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	1.Политическая партия «Аграрная партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	67	0	0	0	10	2	0	5	5	0	3	0	0	0	0	0	0	4	0	4	0	3	5	3	1	0	3	0	10	4	5					
		0.50%	0.00%	0.00%	0.00%	1.16%	0.22%	0.00%	0.56%	0.52%	0.00%	0.40%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.91%	0.00%	0.40%	0.00%	0.42%	0.42%	0.30%	3.45%	0.00%	1.04%	0.00%	1.59%	0.69%	0.68%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
