Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Усинская городская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №247	УИК №248	УИК №249	УИК №250	УИК №251	УИК №252	УИК №253	УИК №254	УИК №255	УИК №256	УИК №257	УИК №258	УИК №259	УИК №260	УИК №261	УИК №262	УИК №263	УИК №264	УИК №265	УИК №266	УИК №267	УИК №268	УИК №269	УИК №270	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №669	УИК №670									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	33221	1663	789	1717	1504	1689	1662	1803	1408	1439	1229	1324	1373	1653	1627	1717	1594	1468	1616	1820	414	323	821	341	244	91	427	302	752	306	57	48									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	31647	1600	700	1600	1400	1600	1600	1700	1400	1400	1200	1300	1300	1600	1600	1600	1500	1400	1500	1750	400	300	750	300	200	90	400	300	750	300	57	50									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	351	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	16	0	0	0	0	18	20	44	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12467	432	262	645	513	566	539	684	474	571	418	459	451	628	625	486	608	546	604	749	111	201	369	171	170	75	291	186	421	169	21	22									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	388	12	25	3	7	2	2	13	6	8	4	7	9	1	16	10	6	2	5	2	0	4	52	19	11	9	16	9	45	21	36	26									
6	Число погашенных избирательных бюллетеней	18441	1156	393	952	880	1032	1059	1003	920	821	778	834	840	971	959	1104	886	852	891	999	56	79	329	110	19	6	75	85	240	110	0	2									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	739	12	45	3	7	2	2	13	6	8	4	7	9	1	16	10	6	2	5	2	233	20	52	19	11	9	34	29	89	21	36	26									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12463	432	262	645	513	566	539	684	474	571	418	459	451	628	625	486	606	546	602	749	111	201	369	171	170	75	291	186	421	169	21	22									
9	Число недействительных избирательных бюллетеней	274	6	18	7	2	18	21	9	8	11	8	18	10	4	6	11	9	7	17	14	2	5	23	9	2	0	5	0	18	4	0	2									
10	Число действительных избирательных бюллетеней	12928	438	289	641	518	550	520	688	472	568	414	448	450	625	635	485	603	541	590	737	342	216	398	181	179	84	320	215	492	186	57	46									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	890	25	20	30	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	20	50	25	35	10	50	50	100	50	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	890	25	20	30	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	20	50	25	35	10	50	50	100	50	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	334	12	6	12	1	17	16	5	5	27	10	9	4	5	3	18	7	21	14	50	58	0	11	6	3	1	3	0	3	4	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	130	9	0	5	6	9	8	3	6	11	7	5	2	7	8	4	11	4	9	12	0	0	3	1	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
