Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																													
Дата голосования: 04.12.2011																																													
																																													
Наименование Избирательной комиссии:    Cуджанская																																													
																																													
Сводная таблица итогов голосования																																													
																																													
		Сумма	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007									
1	Число избирателей, внесенных в список избирателей	23406	1505	1075	1645	1230	325	253	229	488	615	933	429	640	325	138	822	303	302	932	1306	1355	1343	1006	392	436	264	300	298	113	631	906	308	157	2104	298									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	21306	1368	961	1512	1114	293	253	203	438	572	874	392	587	294	128	772	297	281	848	1025	1221	1233	936	355	410	264	270	272	105	563	815	282	144	1952	272									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных избирателям в помещении для голосования	12646	865	553	848	584	221	135	114	307	325	520	178	365	207	70	398	201	119	545	735	792	703	486	243	243	164	165	168	68	371	427	178	71	1130	147									
5	Число избирательных бюллетеней, выданных избирателям вне помещения для голосования	2298	29	51	43	33	27	55	46	60	120	75	131	83	39	48	111	42	76	101	89	74	109	103	46	55	49	38	75	23	84	132	50	40	116	45									
6	Число погашенных избирательных бюллетеней	6362	474	357	621	497	45	63	43	71	127	279	83	139	48	10	263	54	86	202	201	355	421	347	66	112	51	67	29	14	108	256	54	33	706	80									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2298	29	51	43	33	27	55	46	60	120	75	131	83	39	48	111	42	76	101	89	74	109	103	46	55	49	38	75	23	84	132	50	40	116	45									
8	Число избирательных бюллетеней в стационарных ящиках для голосования	12645	864	553	848	584	221	135	114	307	325	520	178	365	207	70	398	201	119	545	735	792	703	486	243	243	164	165	168	68	371	427	178	71	1130	147									
9	Число недействительных избирательных бюллетеней	243	16	9	9	8	10	4	1	3	2	13	5	13	9	0	4	6	3	5	17	8	27	12	9	7	5	2	1	1	5	10	4	2	12	1									
10	Число действительных избирательных бюллетеней	14700	877	595	882	609	238	186	159	364	443	582	304	435	237	118	505	237	192	641	807	858	785	577	280	291	208	201	242	90	450	549	224	109	1234	191									
11	Число открепительных удостоверений, полученных участковой избирательной комиссией	455	33	20	20	20	6	25	5	15	8	29	5	8	5	5	12	10	10	10	20	28	20	20	5	15	5	5	5	5	10	11	5	5	45	5									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	382	25	10	20	9	6	25	5	15	8	29	2	6	5	5	12	2	8	3	20	28	20	20	5	15	0	2	0	2	9	11	3	2	45	5									
13	Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке	188	18	7	14	5	4	3	4	8	0	2	7	0	4	1	1	6	1	0	4	24	6	8	3	2	2	3	2	2	5	22	5	0	12	3									
14	Число погашенных неиспользованных открепительных удостоверений	73	8	10	0	11	0	0	0	0	0	0	3	2	0	0	0	8	2	7	0	0	0	0	0	0	5	3	5	3	1	0	2	3	0	0									
