Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Саянская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1246	УИК №1247	УИК №1248	УИК №1249	УИК №1250	УИК №1251	УИК №1252	УИК №1253	УИК №1254	УИК №1255	УИК №1256	УИК №1257	УИК №1258	УИК №1259	УИК №1260	УИК №1261	УИК №1262	УИК №1263	УИК №1264	УИК №1265	УИК №1266	УИК №1267									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	31875	1536	1431	1678	1739	1719	1715	1388	1451	1708	1379	1564	1472	1685	1626	1809	1483	1565	583	1379	401	1107	1457									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	29050	1400	1300	1500	1600	1600	1600	1300	1300	1500	1300	1400	1300	1600	1500	1700	1300	1400	550	1200	400	1000	1300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	12804	598	596	671	665	654	708	573	557	759	608	620	604	698	639	754	597	628	164	499	72	485	655									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	404	31	2	22	18	8	6	6	5	4	4	6	11	11	9	7	9	1	2	48	186	1	7									
6	Число погашенных избирательных бюллетеней	15842	771	702	807	917	938	886	721	738	737	688	774	685	891	852	939	694	771	384	653	142	514	638									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	404	31	2	22	18	8	6	6	5	4	4	6	11	11	9	7	9	1	2	48	186	1	7									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	12804	598	596	671	665	654	708	573	557	759	608	620	604	698	639	754	597	628	164	499	72	485	655									
9	Число недействительных избирательных бюллетеней	347	22	18	23	13	22	13	21	10	18	16	15	14	23	9	23	17	17	6	10	10	17	10									
10	Число действительных избирательных бюллетеней	12861	607	580	670	670	640	701	558	552	745	596	611	601	686	639	738	589	612	160	537	248	469	652									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	620	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	10	30	10	30	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	184	6	6	11	13	14	7	7	8	12	9	3	6	12	12	8	12	8	4	4	0	9	13									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	105	9	3	7	5	9	7	6	2	5	1	3	6	5	5	4	6	2	1	2	10	2	5									
14	Число погашенных неиспользованных открепительных удостоверений	436	24	24	19	17	16	23	23	22	18	21	27	24	18	18	22	18	22	6	26	10	21	17									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	16	0	2	1	0	3	0	2	0	0	1	1	2	0	0	1	1	0	0	1	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
