Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Поронайская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159					
1	"Число избирателей, внесенных в списки избирателей"	21715	1669	1423	1987	1486	2530	2362	1555	943	179	2127	2091	824	535	1082	96	178	112	291	202	43					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	21414	1667	1418	1901	1504	2512	2312	1525	996	159	2116	2081	721	534	1014	91	182	114	295	213	59					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	8	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10476	728	651	820	698	1269	1158	668	380	86	1052	1079	403	228	759	56	161	70	148	48	14					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	707	26	33	141	40	55	27	39	50	12	40	63	68	49	44	0	0	6	5	9	0					
6	Число погашенных избирательных бюллетеней	10223	913	734	940	758	1188	1127	818	566	61	1024	939	250	257	211	35	21	38	142	156	45					
7	Число избирательных бюллетеней в переносных ящиках для голосования	715	26	33	141	48	55	27	39	50	12	40	63	68	49	44	0	0	6	5	9	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10472	728	651	820	697	1268	1158	668	380	86	1052	1077	403	228	759	56	161	70	148	48	14					
9	Число недействительных избирательных бюллетеней	141	16	11	5	9	18	15	11	5	1	17	20	5	0	7	0	0	1	0	0	0					
10	Число действительных избирательных бюллетеней	11046	738	673	956	736	1305	1170	696	425	97	1075	1120	466	277	796	56	161	75	153	57	14					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	177	6	13	6	11	20	19	12	6	7	14	19	5	5	8	4	4	1	1	10	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	137	6	13	6	11	20	19	12	3	4	13	8	5	5	8	4	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	87	4	3	2	6	7	8	18	3	5	1	5	10	3	7	2	2	0	0	1	0					
