Выборы Президента Российской Федерации																																																													
Дата голосования: 18.03.2018																																																													
																																																													
Наименование Избирательной комиссии:    Меленковская																																																													
																																																													
Сводная таблица итогов голосования																																																													
																																																													
	Число участковых избирательных комиссий	50																																																											
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	50																																																											
																																																													
		Сумма	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021									
1	"Число избирателей, включенных в список избирателей"	28191	724	796	1526	802	855	1498	782	1580	1507	803	733	756	300	230	511	240	1224	239	731	486	247	248	219	479	553	179	760	402	297	236	914	288	820	225	219	379	242	241	240	308	268	330	645	648	550	269	285	340	498	539									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27120	680	780	1500	780	800	1500	750	1500	1500	780	650	730	280	210	450	230	1200	230	730	480	240	240	230	450	560	160	740	370	310	190	880	280	800	210	210	420	220	200	240	280	240	290	630	580	550	250	270	320	500	500									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	16515	424	461	1011	520	526	901	489	914	955	503	394	479	174	129	347	130	590	137	421	272	135	138	119	205	360	91	430	212	180	166	574	127	583	119	112	274	159	159	152	169	90	245	358	361	230	110	152	190	262	276									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3546	56	45	54	40	54	88	36	71	55	55	76	46	60	29	51	45	235	72	118	70	45	29	47	141	103	50	136	108	30	16	103	77	85	52	68	66	41	37	57	37	81	45	90	79	123	65	66	65	129	119									
6	Число погашенных избирательных бюллетеней	7059	200	274	435	220	220	511	225	515	490	222	180	205	46	52	52	55	375	21	191	138	60	73	64	104	97	19	174	50	100	8	203	76	132	39	30	80	20	4	31	74	69	0	182	140	197	75	52	65	109	105									
