Выборы Президента Российской Федерации																																																																						
Дата голосования: 02.03.2008																																																																						
																																																																						
Наименование Избирательной комиссии:    Меленковская																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
	Число участковых избирательных комиссий	63																																																																				
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	63																																																																				
																																																																						
		Сумма	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971	УИК №972	УИК №973	УИК №974	УИК №975	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991					
1	"Число избирателей, включенных в списки избирателей"	31441	841	1037	1767	959	1759	1639	984	1688	1733	577	360	286	137	1038	134	198	158	298	303	404	219	166	341	154	126	251	413	150	79	274	554	212	813	484	177	326	1015	254	252	96	312	310	382	221	848	289	285	645	734	375	238	282	532	345	173	117	262	168	270	520	492	119	866					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	30520	800	900	1780	900	1700	1600	900	1700	1700	500	350	280	130	1000	130	200	160	280	280	380	210	160	330	150	130	250	400	150	75	270	560	200	800	480	170	320	1000	250	250	95	300	300	370	210	850	280	280	650	730	370	240	270	530	340	170	110	260	160	270	510	490	110	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	16602	397	476	974	473	848	761	470	796	828	343	211	162	70	635	57	84	85	165	193	243	131	105	233	95	79	154	244	87	54	159	381	106	403	241	111	217	595	177	150	56	190	182	238	106	490	141	137	287	282	270	124	137	175	190	106	44	170	109	167	289	211	94	414					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	3789	50	128	66	61	112	125	49	106	73	57	43	39	24	128	46	67	32	62	25	37	20	20	43	29	16	22	31	19	18	51	48	52	174	136	30	24	125	24	56	16	43	50	33	27	102	74	60	74	133	60	96	89	152	73	31	59	26	27	26	85	109	7	69					
6	Число погашенных избирательных бюллетеней	10129	353	296	740	366	740	714	381	798	799	100	96	79	36	237	27	49	43	53	62	100	59	35	54	26	35	74	125	44	3	60	131	42	223	103	29	79	280	49	44	23	67	68	99	77	258	65	83	289	315	40	20	44	203	77	33	7	64	24	77	136	170	9	317					
7	Число избирательных бюллетеней в переносных ящиках для голосования	3789	50	128	66	61	112	125	49	106	73	57	43	39	24	128	46	67	32	62	25	37	20	20	43	29	16	22	31	19	18	51	48	52	174	136	30	24	125	24	56	16	43	50	33	27	102	74	60	74	133	60	96	89	152	73	31	59	26	27	26	85	109	7	69					
8	Число бюллетеней в стационарных ящиках для голосования	16602	397	476	974	473	848	761	470	796	828	343	211	162	70	635	57	84	85	165	193	243	131	105	233	95	79	154	244	87	54	159	381	106	403	241	111	217	595	177	150	56	190	182	238	106	490	141	137	287	282	270	124	137	175	190	106	44	170	109	167	289	211	94	414					
9	Число недействительных избирательных бюллетеней	217	4	5	9	6	17	12	9	12	9	7	0	1	2	9	0	1	0	0	5	4	2	0	6	0	0	0	3	1	0	2	1	3	4	3	0	5	15	1	0	0	0	5	2	1	5	6	0	4	10	3	0	0	2	6	0	2	0	1	1	3	4	1	3					
10	Число действительных избирательных бюллетеней	20174	443	599	1031	528	943	874	510	890	892	393	254	200	92	754	103	150	117	227	213	276	149	125	270	124	95	176	272	105	72	208	428	155	573	374	141	236	705	200	206	72	233	227	269	132	587	209	197	357	405	327	220	226	325	257	137	101	196	135	192	371	316	100	480					
11	Число полученных открепительных  удостоверений	531	2	3	22	10	14	13	8	18	6	12	5	10	0	23	5	5	5	5	1	5	20	5	5	5	12	6	10	5	0	5	17	5	10	5	5	10	44	17	15	10	5	5	1	1	13	5	5	15	15	10	2	1	5	5	7	7	3	0	5	15	17	1	5					
