Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																								
Дата голосования: 02.12.2007																								
																								
Наименование Избирательной комиссии:    Оршанская районная																								
																								
Сводная таблица результатов выборов																								
																								
		Сумма	УИК №466	УИК №467	УИК №468	УИК №469	УИК №470	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482					
1	"Число избирателей, внесенных в списки избирателей"	11033	2323	467	2048	434	439	383	419	402	375	226	885	585	388	402	452	318	487					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10820	2200	450	1850	420	450	370	410	400	400	230	900	600	410	400	510	320	500					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	8691	1955	369	1663	347	338	314	337	334	255	186	635	452	288	254	329	245	390					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1236	66	45	187	60	76	41	50	41	85	35	145	84	62	93	71	43	52					
6	Число погашенных избирательных бюллетеней	893	179	36	0	13	36	15	23	25	60	9	120	64	60	53	110	32	58					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1236	66	45	187	60	76	41	50	41	85	35	145	84	62	93	71	43	52					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8691	1955	369	1663	347	338	314	337	334	255	186	635	452	288	254	329	245	390					
9	Число недействительных избирательных бюллетеней	124	12	38	3	3	1	2	3	3	2	3	3	13	3	9	3	19	4					
10	Число действительных избирательных бюллетеней	9803	2009	376	1847	404	413	353	384	372	338	218	777	523	347	338	397	269	438					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1078	115	20	50	38	70	50	60	55	90	50	130	70	80	30	50	40	80					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1078	115	20	50	38	70	50	60	55	90	50	130	70	80	30	50	40	80					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	307	34	34	60	6	15	25	14	10	16	10	22	17	10	4	8	5	17					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	122	5	0	15	0	0	0	1	3	17	4	6	9	7	0	21	20	14					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
