Выборы Президента Российской Федерации																																																																																												
Дата голосования: 04.03.2012																																																																																												
																																																																																												
Наименование Избирательной комиссии:    Самара, Кировская																																																																																												
																																																																																												
Сводная таблица итогов голосования																																																																																												
																																																																																												
	Число участковых избирательных комиссий	81																																																																																										
	Число участковых избирательных комиссий, приступивших к передаче сведений	81																																																																																										
																																																																																												
		Сумма	УИК №471	УИК №472	УИК №473	УИК №474	УИК №475	УИК №476	УИК №477	УИК №478	УИК №479	УИК №480	УИК №481	УИК №482	УИК №483	УИК №484	УИК №485	УИК №486	УИК №487	УИК №488	УИК №489	УИК №490	УИК №491	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551									
1	Число избирателей, включенных в список избирателей	193743	2103	2444	1907	2553	2529	2901	3036	1458	2864	2620	2351	2213	894	2891	2784	2667	2366	2176	2746	2469	2731	2383	2782	2579	2270	2941	2962	2981	2885	2826	2116	2883	2315	2520	2464	2702	2871	2904	2300	2692	2352	2843	2635	2388	2637	2762	2924	2989	2932	2863	2910	2394	2482	2367	2653	2678	2680	2782	2821	2907	2741	2658	2443	2817	2871	2497	2922	2440	2528	2360	2167	2759	2549	882	394	558	1949	748	124	73	185									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	180336	2000	2300	1800	2300	2300	2800	2800	1300	2700	2500	2200	2100	800	2700	2500	2500	2200	2100	2600	2400	2600	2300	2600	2400	2100	2800	2800	2800	2700	2700	2000	2700	2200	2400	2300	2500	2700	2700	2200	2500	2200	2700	2500	2200	2500	2600	2700	2800	2800	2700	2800	2300	2300	2200	2500	2500	2500	1950	2700	2700	2600	2500	2200	2400	2700	2300	2100	2300	2300	2200	2000	2600	2400	800	300	500	1800	900	132	69	185									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	94222	1205	947	813	874	983	1306	1137	604	1183	1194	1118	1112	401	1459	1252	1384	1165	1019	1473	1174	1199	1188	1459	1353	1095	1412	1441	1498	1474	1478	1068	1686	1034	1125	1221	1493	1466	1494	823	1328	1272	1422	1361	1186	1185	1437	1539	1584	1474	1275	1421	1250	1209	1146	1209	1364	1266	1370	1355	1487	1389	1173	1063	1164	1551	1280	1481	1326	1360	1131	1117	1393	1237	419	201	286	890	519	76	54	162									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	5845	65	163	144	154	248	173	127	221	44	50	31	53	26	78	281	27	48	80	44	41	39	133	33	51	164	133	132	39	83	104	43	26	27	30	127	44	77	119	109	9	45	26	43	40	41	59	95	39	59	33	49	35	32	35	50	24	28	242	43	28	27	24	45	42	42	56	341	37	36	41	49	25	27	19	5	9	41	229	48	13	23									
6	Число погашенных избирательных бюллетеней	80269	730	1190	843	1272	1069	1321	1536	475	1473	1256	1051	935	373	1163	967	1089	987	1001	1083	1185	1362	979	1108	996	841	1255	1227	1263	1143	1118	889	988	1139	1245	952	963	1157	1087	1268	1163	883	1252	1096	974	1274	1104	1066	1177	1267	1392	1330	1015	1059	1019	1241	1112	1206	338	1302	1185	1184	1303	1092	1194	1107	964	278	937	904	1028	834	1182	1136	362	94	205	869	152	8	2	0									
