Выборы Президента Российской Федерации																																																																																																				
Дата голосования: 18.03.2018																																																																																																				
																																																																																																				
"Наименование Избирательной комиссии:    Самара, Кировская"																																																																																																				
																																																																																																				
Сводная таблица итогов голосования																																																																																																				
																																																																																																				
	Число участковых избирательных комиссий	89																																																																																																		
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	89																																																																																																		
																																																																																																				
		Сумма	УИК №2601	УИК №2602	УИК №2603	УИК №2604	УИК №2605	УИК №2606	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675	УИК №2676	УИК №2677	УИК №2678	УИК №2679	УИК №2680	УИК №2681	УИК №2682	УИК №2683	УИК №2684	УИК №2685	УИК №2686	УИК №2687	УИК №2688	УИК №2689									
1	"Число избирателей, включенных в список избирателей"	182048	1835	2548	2474	1935	2749	1919	2147	1685	1613	2655	2397	2103	1957	920	2251	1716	2415	2215	1946	2500	2193	1872	1519	2112	2748	2322	2031	2408	2248	2094	1934	2289	2228	1919	2536	2725	2259	2647	2386	2721	3048	2172	3250	1345	2550	2634	2352	1610	2187	1633	1729	1860	1916	1646	1867	1933	1803	2495	1862	1620	2385	1467	2252	2377	2122	2329	2468	2403	2048	2188	2243	2411	2238	2185	1989	2181	2657	2142	1520	2542	2253	1105	1651	575	2300	949	194	53	138									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	175542	1800	2400	2300	1800	2600	1800	2100	1600	1400	2600	2300	2100	1900	700	2200	1600	2400	2000	1900	2500	2200	1800	1400	2100	2600	2200	2000	2300	2200	2000	1900	2200	2000	1800	2500	2700	2200	2600	2400	2700	3000	2200	3000	2300	2500	2500	2300	1500	2100	1600	1500	1700	1800	1500	1700	1900	1700	2400	1800	1600	2400	1400	2200	2300	2000	2200	2300	2300	2000	2100	2200	2300	2200	2100	1900	2100	2600	2100	1400	2400	2200	1000	1400	500	2200	955	191	52	144									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	98497	1085	1170	1081	938	1173	783	1114	712	755	1302	1264	1196	1168	545	1297	947	1447	1246	1053	1500	1208	1028	776	1081	1575	1343	1150	1265	1200	1057	970	1304	1232	1060	1605	1372	1150	1346	1412	1544	1693	896	1922	1274	1412	1476	1116	873	1070	856	935	1024	1093	858	993	1062	1037	1408	996	810	1239	786	1218	1367	1153	1231	1404	1328	1140	1200	1263	1272	1250	1215	1041	1288	1514	1091	899	1469	1219	550	754	319	1166	505	186	46	126									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	5392	35	72	82	47	122	52	61	42	80	95	89	60	51	33	51	50	54	55	59	69	50	47	24	63	70	41	60	57	67	48	34	65	41	66	57	61	62	56	67	57	59	46	33	71	64	54	83	64	84	72	70	55	60	47	72	113	54	77	61	41	72	57	45	56	89	70	40	74	74	44	61	58	65	47	88	40	53	64	51	80	61	18	44	16	54	321	0	6	12									
6	Число погашенных избирательных бюллетеней	71651	680	1158	1137	815	1305	965	925	846	565	1203	947	844	681	122	852	603	899	699	788	931	942	725	600	956	955	816	790	978	933	895	896	831	727	674	838	1267	988	1198	921	1099	1248	1258	1045	955	1024	970	1101	563	946	672	495	621	647	595	635	725	609	914	743	749	1089	557	937	877	758	899	855	898	786	856	876	970	885	838	771	772	1033	945	450	851	920	432	602	165	980	129	5	0	6									
7	Число избирательных бюллетеней в переносных ящиках для голосования	5392	35	72	82	47	122	52	61	42	80	95	89	60	51	33	51	50	54	55	59	69	50	47	24	63	70	41	60	57	67	48	34	65	41	66	57	61	62	56	67	57	59	46	33	71	64	54	83	64	84	72	70	55	60	47	72	113	54	77	61	41	72	57	45	56	89	70	40	74	74	44	61	58	65	47	88	40	53	64	51	80	61	18	44	16	54	321	0	6	12									
8	Число бюллетеней в стационарных ящиках для голосования	98458	1085	1170	1081	938	1173	783	1114	712	755	1302	1264	1196	1168	544	1297	947	1444	1246	1053	1500	1208	1028	776	1070	1575	1343	1150	1265	1200	1057	970	1304	1232	1060	1604	1372	1148	1346	1412	1543	1693	896	1922	1274	1410	1476	1115	873	1070	856	935	1023	1093	858	993	1061	1037	1403	996	810	1239	786	1218	1364	1153	1231	1404	1328	1140	1200	1263	1272	1250	1215	1041	1288	1514	1091	892	1469	1219	550	754	319	1166	505	186	46	126									
9	Число недействительных избирательных бюллетеней	1314	16	16	9	11	14	8	19	3	8	28	15	10	8	5	19	16	21	17	8	29	18	15	15	0	23	40	10	14	45	8	19	12	18	18	21	17	19	12	21	20	25	10	21	12	22	11	22	10	14	9	8	16	13	11	17	18	14	19	15	17	26	6	19	8	22	8	18	18	8	15	20	11	13	18	12	16	16	25	12	14	9	9	9	3	19	7	1	0	3									
10	Число действительных избирательных бюллетеней	102536	1104	1226	1154	974	1281	827	1156	751	827	1369	1338	1246	1211	572	1329	981	1477	1284	1104	1540	1240	1060	785	1133	1622	1344	1200	1308	1222	1097	985	1357	1255	1108	1640	1416	1191	1390	1458	1580	1727	932	1934	1333	1452	1519	1176	927	1140	919	997	1062	1140	894	1048	1156	1077	1461	1042	834	1285	837	1244	1412	1220	1293	1426	1384	1206	1229	1304	1319	1302	1244	1117	1312	1551	1130	931	1535	1271	559	789	332	1201	819	185	52	135									
11	Число утраченных избирательных бюллетеней	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																				
