Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																		
Дата голосования: 07.12.2003 0:00:00																																		
																																		
Наименование Избирательной комиссии:    Ханты-Мансийская																																		
																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																		
																																		
		Сумма	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536					
1	"Число избирателей, внесенных в списки"	11567	376	1680	1911	562	231	407	130	347	171	108	97	457	168	549	65	234	285	156	183	473	989	190	116	317	830	151	384					
2	"Число бюллетеней, полученных участковыми комиссиями"	11139	360	1486	1721	555	231	583	124	348	150	105	93	434	158	521	70	224	261	140	185	490	931	198	125	313	800	153	380					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	124	0	2	3	36	0	21	0	0	0	0	0	26	0	9	0	0	1	0	0	0	0	0	0	0	0	26	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	6796	255	727	923	316	178	270	108	204	121	95	84	310	112	330	30	197	181	104	106	287	557	169	84	171	545	74	258					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	318	7	48	26	0	0	14	6	16	4	3	0	21	0	39	0	0	17	2	6	5	30	7	0	22	34	6	5					
6	Число погашенных бюллетеней	3901	98	709	769	203	53	278	10	128	25	7	9	77	46	143	40	27	62	34	73	198	344	22	41	120	221	47	117					
7	Число бюллетеней в переносных ящиках для голосования	442	7	50	29	36	0	35	6	16	4	3	0	47	0	48	0	0	18	2	6	5	30	7	0	22	34	32	5					
8	Число бюллетеней в стационарных ящиках для голосования	6796	255	727	923	316	178	270	108	204	121	95	84	310	112	330	30	197	181	104	106	287	557	169	84	171	545	74	258					
9	Число недействительных бюллетеней	113	2	6	10	6	2	3	0	4	4	1	3	0	7	2	0	0	6	1	4	8	14	4	0	4	15	0	7					
10	Число действительных бюллетеней	7125	260	771	942	346	176	302	114	216	121	97	81	357	105	376	30	197	193	105	108	284	573	172	84	189	564	106	256					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	370	12	60	52	18	7	13	4	12	5	4	3	15	5	16	2	7	9	5	6	13	35	9	5	10	26	4	13					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	63	0	5	10	7	4	7	1	2	0	0	0	4	0	0	0	4	3	1	3	0	4	1	0	1	0	2	4					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	60	2	0	4	4	0	4	3	2	1	1	1	3	0	2	1	1	19	0	0	0	4	0	3	0	4	0	1					
14	Число погашенных открепительных удостоверений	307	12	55	42	11	3	6	3	10	5	4	3	11	5	16	2	3	6	4	3	13	31	8	5	9	26	2	9					
15	Число открепительных удостоверений выданных ТИК	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																		
18	"1. ""ЕДИНЕНИЕ"""	150	3	12	18	7	4	7	1	2	4	1	1	14	0	7	2	8	3	5	1	1	13	6	1	4	11	7	7					
		2.07%	1.14%	1.54%	1.89%	1.98%	2.24%	2.29%	0.87%	0.90%	3.2%	1.02%	1.19%	3.92%	0.0%	1.85%	6.66%	4.06%	1.50%	4.71%	0.89%	0.34%	2.21%	3.40%	1.19%	2.07%	1.89%	6.60%	2.66%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	105	3	5	11	4	6	4	0	4	3	6	2	5	4	5	0	4	2	1	6	8	15	0	3	2	1	1	0					
		1.45%	1.14%	0.64%	1.15%	1.13%	3.37%	1.31%	0.0%	1.81%	2.4%	6.12%	2.38%	1.40%	3.57%	1.32%	0.0%	2.03%	1.00%	0.94%	5.35%	2.73%	2.55%	0.0%	3.57%	1.03%	0.17%	0.94%	0.0%					
