Выборы Президента Российской Федерации																																																																																			
Дата голосования: 02.03.2008																																																																																			
																																																																																			
"Наименование Избирательной комиссии:    Липецк, Октябрьская"																																																																																			
																																																																																			
Сводная таблица результатов выборов																																																																																			
																																																																																			
	Число участковых избирательных комиссий	76																																																																																	
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	76																																																																																	
																																																																																			
		Сумма	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102					
1	"Число избирателей, включенных в списки избирателей"	167137	1724	3030	1308	1444	2199	2679	1534	2064	2795	2899	2863	698	1479	2025	2668	2807	2451	2082	2826	2036	2106	2394	2097	2819	2418	2167	2886	2005	2477	2565	2370	2127	2339	2324	1086	2106	2456	2202	1943	2485	2532	2146	2398	2522	2252	2780	2407	2146	2152	2600	1925	2323	2172	2138	1798	2429	2500	2472	1621	2687	2721	254	2796	1700	1491	2368	1602	1772	1726	2572	2316	2472	2471	2737	2254	902					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	158757	1500	2700	1200	1300	2000	2500	1500	1900	2800	2700	2600	700	1300	1800	2500	2700	2200	2000	2700	2000	2000	2300	2000	2700	2400	2100	2800	2000	2400	2500	2300	2100	2300	2200	1000	2000	2400	2100	1700	2500	2500	2000	2400	2500	2200	2700	2400	2100	2100	2400	1600	2300	2000	2100	1700	2300	2400	2400	1500	2300	2400	257	2700	1600	1400	2300	1500	1700	1700	2500	2200	2400	2400	2400	2200	800					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в помещениях для голосования в день голосования"	121252	1131	2134	833	972	1490	1845	986	1377	1992	2006	1912	559	1205	1612	1835	2136	1870	1544	2234	1601	1543	1755	1588	2070	1753	1567	2129	1563	1894	1956	1696	1655	1726	1709	802	1632	1795	1617	1405	1750	1868	1721	1740	2019	1779	2030	1712	1560	1520	1686	1386	1670	1554	1627	1220	1768	1777	1845	1135	1691	1928	154	2026	1243	1081	1686	1029	1164	1227	1904	1798	1793	1844	2012	1560	616					
5	"Число избирательных бюллетеней, выданных вне помещений для голосования в день голосования"	2556	68	93	35	16	117	49	105	57	52	53	42	108	6	16	35	12	10	17	21	16	27	15	13	36	24	35	28	12	33	13	17	11	20	25	6	8	16	26	21	26	20	8	25	4	17	23	20	37	48	81	14	54	52	21	55	17	38	13	27	64	15	96	31	20	15	38	26	22	30	48	28	42	37	11	61	58					
6	Число погашенных избирательных бюллетеней	34949	301	473	332	312	393	606	409	466	756	641	646	33	89	172	630	552	320	439	445	383	430	530	399	594	623	498	643	425	473	531	587	434	554	466	192	360	589	457	274	724	612	271	635	477	404	647	668	503	532	633	200	576	394	452	425	515	585	542	338	545	457	7	643	337	304	576	445	514	443	548	374	565	519	377	579	126					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2556	68	93	35	16	117	49	105	57	52	53	42	108	6	16	35	12	10	17	21	16	27	15	13	36	24	35	28	12	33	13	17	11	20	25	6	8	16	26	21	26	20	8	25	4	17	23	20	37	48	81	14	54	52	21	55	17	38	13	27	64	15	96	31	20	15	38	26	22	30	48	28	42	37	11	61	58					
8	Число бюллетеней в стационарных ящиках для голосования	121209	1131	2134	832	972	1490	1845	986	1376	1992	2006	1911	559	1205	1612	1835	2134	1870	1544	2234	1600	1543	1755	1587	2070	1751	1567	2129	1563	1893	1956	1696	1654	1726	1707	802	1632	1795	1617	1405	1748	1868	1721	1740	2019	1779	2030	1712	1560	1520	1684	1386	1670	1554	1620	1216	1767	1775	1845	1135	1691	1920	154	2026	1243	1081	1685	1029	1164	1227	1901	1798	1793	1844	2012	1560	616					
9	Число недействительных избирательных бюллетеней	2279	13	45	16	13	29	37	10	32	38	41	30	10	27	23	33	32	35	31	36	25	27	34	32	32	38	24	44	28	22	46	45	39	25	34	14	32	49	38	19	24	29	30	37	55	41	36	27	45	12	37	26	33	27	27	17	44	35	30	27	38	38	2	34	25	25	42	16	16	11	35	22	38	41	41	31	7					
10	Число действительных избирательных бюллетеней	121486	1186	2182	851	975	1578	1857	1081	1401	2006	2018	1923	657	1184	1605	1837	2114	1845	1530	2219	1591	1543	1736	1568	2074	1737	1578	2113	1547	1904	1923	1668	1626	1721	1698	794	1608	1762	1605	1407	1750	1859	1699	1728	1968	1755	2017	1705	1552	1556	1728	1374	1691	1579	1614	1254	1740	1778	1828	1135	1717	1897	248	2023	1238	1071	1681	1039	1170	1246	1914	1804	1797	1840	1982	1590	667					
11	Число полученных открепительных  удостоверений	2823	10	45	25	20	25	36	30	30	47	26	30	0	30	40	50	35	42	40	50	30	49	45	40	41	40	50	40	30	40	41	34	25	35	35	10	30	38	50	25	60	57	30	45	40	31	51	50	45	65	53	68	40	25	30	25	38	40	45	25	35	80	5	50	25	27	40	20	30	30	46	30	44	36	58	50	15					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	2623	10	38	18	17	20	36	30	26	46	24	28	0	27	38	46	31	41	37	50	28	47	45	38	40	39	45	40	28	35	41	33	25	35	33	8	24	38	44	25	60	57	30	38	38	30	48	49	45	50	52	62	33	23	30	25	38	38	44	25	32	79	1	45	19	23	37	18	24	25	46	23	39	35	57	36	15					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	1759	7	22	8	13	18	37	22	37	8	19	20	30	23	38	23	20	31	28	30	16	30	18	20	45	13	24	16	21	15	21	14	23	17	16	14	20	19	22	26	25	19	18	13	21	13	28	25	13	18	25	18	22	62	15	63	27	21	28	52	76	30	0	22	33	12	18	19	11	12	40	20	25	13	29	17	12					
14	Число неиспользованных открепительных удостоверений	200	0	7	7	3	5	0	0	4	1	2	2	0	3	2	4	4	1	3	0	2	2	0	2	1	1	5	0	2	5	0	1	0	0	2	2	6	0	6	0	0	0	0	7	2	1	3	1	0	15	1	6	7	2	0	0	0	2	1	0	3	1	4	5	6	4	3	2	6	5	0	7	5	1	1	14	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	73	0	0	1	3	1	2	1	1	1	1	1	0	0	0	0	0	2	1	1	1	0	2	1	2	1	1	1	1	1	2	1	1	0	0	1	0	0	0	0	2	1	0	1	0	1	1	1	0	3	0	3	2	0	1	1	1	2	3	0	2	2	0	0	1	1	1	1	0	0	1	1	0	3	3	1	1					
