Выборы Президента Российской Федерации																																																																																										
Дата голосования: 04.03.2012																																																																																										
																																																																																										
Наименование Избирательной комиссии:    Липецк, Октябрьская																																																																																										
																																																																																										
Сводная таблица итогов голосования																																																																																										
																																																																																										
	Число участковых избирательных комиссий	79																																																																																								
	Число участковых избирательных комиссий, приступивших к передаче сведений	79																																																																																								
																																																																																										
		Сумма	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87	УИК №88	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105									
1	Число избирателей, включенных в список избирателей	172524	1688	1508	1736	1474	1495	1667	2664	337	1847	2053	2590	2679	2333	2832	2069	2061	2130	2924	2777	2921	2965	2488	2770	2161	2092	2399	2031	2689	2412	2242	2868	2662	2305	1913	2345	2357	2481	2493	2232	2394	2484	2133	2301	2520	2452	2205	2254	2700	2411	2265	2209	2152	2412	1930	1536	2116	2618	2371	1793	2207	2252	2990	268	2834	1670	1486	2322	2439	1718	1726	1659	2208	2534	2383	2394	2122	1150	1280	1936									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	142200	1400	1250	1400	1250	1200	1400	2200	380	1500	1700	2100	2200	1900	2300	1700	1700	1700	2300	2300	2400	2400	2000	2300	1800	1700	2000	1700	2200	2000	1900	2400	2200	1900	1600	2000	2000	2000	2100	1900	2000	2000	1800	1900	2100	2000	1800	1900	2200	2000	1900	1800	1700	2000	1600	1200	1700	2200	2000	1500	1800	1900	2400	270	2300	1400	1200	1900	2000	1400	1400	1400	1800	2100	2000	2000	1700	900	1050	1600									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	103912	894	884	909	746	715	943	1370	183	1013	1083	1581	1434	1200	1306	1493	1444	1485	1633	1737	1789	1897	1602	1865	1389	1294	1531	1300	1674	1457	1367	1795	1662	1336	1231	1478	1467	1586	1511	1363	1483	1497	1362	1403	1548	1448	1570	1523	1850	1459	1375	1382	1141	1173	1141	860	1341	1556	1485	945	1252	1374	1695	136	1724	1048	906	1373	1553	940	998	1002	1445	1592	1505	1502	1319	595	722	1042									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	2083	78	35	47	33	17	29	25	129	63	32	45	68	44	49	5	11	4	17	27	12	12	18	16	21	17	15	10	29	19	17	26	9	13	12	23	8	12	19	21	14	18	12	25	13	19	10	11	9	22	37	37	6	41	19	17	22	36	18	38	24	44	11	129	27	15	19	31	9	28	32	17	17	26	19	36	33	46	2	7									
6	Число погашенных избирательных бюллетеней	36205	428	331	444	471	468	428	805	68	424	585	474	698	656	945	202	245	211	650	536	599	491	380	419	390	389	454	390	497	524	516	579	529	551	357	499	525	402	570	516	503	485	426	472	539	533	220	366	341	519	488	381	553	786	440	323	337	608	497	517	524	482	694	5	549	337	275	496	438	432	370	381	338	482	476	462	348	259	326	551									
7	Число избирательных бюллетеней в переносных ящиках для голосования	2083	78	35	47	33	17	29	25	129	63	32	45	68	44	49	5	11	4	17	27	12	12	18	16	21	17	15	10	29	19	17	26	9	13	12	23	8	12	19	21	14	18	12	25	13	19	10	11	9	22	37	37	6	41	19	17	22	36	18	38	24	44	11	129	27	15	19	31	9	28	32	17	17	26	19	36	33	46	2	7									
8	Число бюллетеней в стационарных ящиках для голосования	103882	894	884	909	746	715	943	1370	183	1013	1083	1581	1434	1199	1306	1492	1444	1485	1633	1737	1788	1897	1602	1864	1389	1294	1531	1300	1674	1457	1367	1795	1662	1334	1229	1478	1467	1573	1511	1363	1483	1497	1361	1403	1548	1448	1570	1523	1850	1459	1375	1382	1141	1173	1141	860	1340	1555	1484	944	1252	1374	1695	136	1724	1048	906	1373	1553	940	997	1002	1445	1590	1505	1501	1319	595	722	1042									
9	Число недействительных избирательных бюллетеней	1350	14	7	1	16	9	19	25	4	6	20	29	27	13	22	8	21	27	22	24	20	19	17	13	6	7	16	24	22	20	18	16	20	24	18	13	21	15	26	9	23	14	19	15	27	12	19	21	24	15	24	22	17	18	13	17	19	18	21	6	19	15	21	3	25	19	15	16	29	10	18	5	14	23	26	20	17	12	8	13									
10	Число действительных избирательных бюллетеней	104615	958	912	955	763	723	953	1370	308	1070	1095	1597	1475	1230	1333	1489	1434	1462	1628	1740	1780	1890	1603	1867	1404	1304	1530	1286	1681	1456	1366	1805	1651	1323	1223	1488	1454	1570	1504	1375	1474	1501	1354	1413	1534	1455	1561	1513	1835	1466	1388	1397	1130	1196	1147	860	1343	1573	1481	976	1257	1403	1685	262	1726	1044	910	1388	1533	958	1011	1014	1448	1593	1498	1517	1335	629	716	1036									
11	Число полученных открепительных  удостоверений	2136	7	11	15	17	16	20	32	0	28	23	27	30	26	20	23	20	23	30	39	23	37	38	24	23	36	35	24	39	28	35	30	32	30	40	30	35	34	38	17	26	30	23	28	35	29	28	30	25	32	46	32	37	58	23	20	21	44	24	16	20	30	54	0	33	15	15	30	26	30	23	25	22	33	30	30	19	18	15	26									
