Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																											
Дата голосования: 07.12.2003 0:00:00																											
																											
Наименование Избирательной комиссии:     Правобережная																											
																											
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																											
																											
		Сумма	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159					
1	"Число избирателей, внесенных в списки"	34036	1894	1469	1782	1009	2349	955	928	272	524	950	1743	2682	1930	2680	2549	1025	2411	2107	2172	2605					
2	"Число бюллетеней, полученных участковыми комиссиями"	33337	1880	1383	1796	986	2279	980	914	257	509	923	1693	2612	1870	2645	2557	996	2352	2066	2132	2507					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	12347	685	624	566	313	1330	351	452	179	269	345	592	812	629	813	895	392	826	725	635	914					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	666	30	27	48	17	42	45	14	12	20	45	30	37	51	50	37	13	52	26	24	46					
6	Число погашенных бюллетеней	20324	1165	732	1182	656	907	584	448	66	220	533	1071	1763	1190	1782	1625	591	1474	1315	1473	1547					
7	Число бюллетеней в переносных ящиках для голосования	666	30	27	48	17	42	45	14	12	20	45	30	37	51	50	37	13	52	26	24	46					
8	Число бюллетеней в стационарных ящиках для голосования	12337	681	624	566	313	1330	351	452	179	269	345	592	812	629	813	890	392	825	725	635	914					
9	Число недействительных бюллетеней	359	5	0	13	19	36	16	39	0	5	4	5	13	14	0	29	28	42	1	31	59					
10	Число действительных бюллетеней	12644	706	651	601	311	1336	380	427	191	284	386	617	836	666	863	898	377	835	750	628	901					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	283	25	14	10	5	13	5	5	3	3	20	15	30	10	15	35	5	15	30	10	15					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	200	16	10	9	3	7	2	5	0	0	10	12	18	8	15	31	2	15	18	10	9					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	88	2	5	3	1	2	1	1	0	1	4	3	6	40	2	2	2	5	4	1	3					
14	Число погашенных открепительных удостоверений	83	9	4	1	2	6	3	0	3	3	10	3	12	2	0	4	3	0	12	0	6					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	"1. ""ЕДИНЕНИЕ"""	307	28	0	30	10	0	22	19	5	1	18	18	5	29	0	20	13	18	23	21	27					
		2.36%	3.93%	0.0%	4.88%	3.03%	0.0%	5.55%	4.07%	2.61%	0.34%	4.61%	2.89%	0.58%	4.26%	0.0%	2.15%	3.20%	2.05%	3.06%	3.18%	2.81%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	896	44	1	35	11	157	6	43	12	7	24	46	51	86	6	82	26	87	43	70	59					
		6.89%	6.18%	0.15%	5.70%	3.33%	11.44%	1.51%	9.22%	6.28%	2.42%	6.15%	7.39%	6.00%	12.64%	0.69%	8.84%	6.41%	9.92%	5.72%	10.62%	6.14%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	8	1	0	1	1	2	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0					
		0.06%	0.14%	0.0%	0.16%	0.30%	0.14%	0.0%	0.0%	0.0%	0.34%	0.0%	0.16%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	102	1	0	7	3	0	10	4	1	3	2	11	7	3	0	10	4	12	5	11	8					
		0.78%	0.14%	0.0%	1.14%	0.90%	0.0%	2.52%	0.85%	0.52%	1.03%	0.51%	1.76%	0.82%	0.44%	0.0%	1.07%	0.98%	1.36%	0.66%	1.66%	0.83%					
22	"5. ""За Русь Святую"""	45	5	0	5	0	0	7	1	1	0	3	1	1	5	0	2	2	5	3	1	3					
		0.34%	0.70%	0.0%	0.81%	0.0%	0.0%	1.76%	0.21%	0.52%	0.0%	0.76%	0.16%	0.11%	0.73%	0.0%	0.21%	0.49%	0.57%	0.39%	0.15%	0.31%					
23	"6. ""Объединенная Российская партия ""Русь"""	34	3	0	3	2	0	0	3	1	2	5	2	1	0	0	3	0	0	5	0	4					
		0.26%	0.42%	0.0%	0.48%	0.60%	0.0%	0.0%	0.64%	0.52%	0.69%	1.28%	0.32%	0.11%	0.0%	0.0%	0.32%	0.0%	0.0%	0.66%	0.0%	0.41%					
24	"7. ""Новый курс - Автомобильная Россия"""	69	0	0	6	2	0	0	3	0	2	2	6	5	9	0	7	5	7	9	4	2					
		0.53%	0.0%	0.0%	0.97%	0.60%	0.0%	0.0%	0.64%	0.0%	0.69%	0.51%	0.96%	0.58%	1.32%	0.0%	0.75%	1.23%	0.79%	1.19%	0.60%	0.20%					
25	"8. ""Народно-республиканская партия России"""	46	5	0	1	3	0	3	5	0	2	4	3	1	4	0	2	4	3	0	1	5					
		0.35%	0.70%	0.0%	0.16%	0.90%	0.0%	0.75%	1.07%	0.0%	0.69%	1.02%	0.48%	0.11%	0.58%	0.0%	0.21%	0.98%	0.34%	0.0%	0.15%	0.52%					
26	"9. ""Российская экологическая партия ""Зеленые"""	32	1	0	6	0	0	4	2	0	1	3	1	0	3	0	2	2	4	1	2	0					
		0.24%	0.14%	0.0%	0.97%	0.0%	0.0%	1.01%	0.42%	0.0%	0.34%	0.76%	0.16%	0.0%	0.44%	0.0%	0.21%	0.49%	0.45%	0.13%	0.30%	0.0%					
27	"10. ""Аграрная партия России"""	75	8	11	5	3	10	2	3	4	1	0	0	0	0	3	4	6	5	3	2	5					
		0.57%	1.12%	1.68%	0.81%	0.90%	0.72%	0.50%	0.64%	2.09%	0.34%	0.0%	0.0%	0.0%	0.0%	0.34%	0.43%	1.48%	0.57%	0.39%	0.30%	0.52%					
28	"11. ""Истинные патриоты России"""	27	1	0	3	4	0	0	1	0	0	1	5	0	0	0	3	2	3	2	0	2					
		0.20%	0.14%	0.0%	0.48%	1.21%	0.0%	0.0%	0.21%	0.0%	0.0%	0.25%	0.80%	0.0%	0.0%	0.0%	0.32%	0.49%	0.34%	0.26%	0.0%	0.20%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.01%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	36	3	0	2	5	0	0	6	2	2	1	1	1	1	0	4	0	1	1	2	4					
		0.27%	0.42%	0.0%	0.32%	1.51%	0.0%	0.0%	1.28%	1.04%	0.69%	0.25%	0.16%	0.11%	0.14%	0.0%	0.43%	0.0%	0.11%	0.13%	0.30%	0.41%					
31	"14. ""Великая Россия - Евразийский Союз"""	27	1	0	3	0	0	0	0	1	1	1	1	1	1	0	4	1	3	1	3	5					
		0.20%	0.14%	0.0%	0.48%	0.0%	0.0%	0.0%	0.0%	0.52%	0.34%	0.25%	0.16%	0.11%	0.14%	0.0%	0.43%	0.24%	0.34%	0.13%	0.45%	0.52%					
32	"15. ""Партия СЛОН"""	22	4	0	0	1	0	0	4	0	0	4	0	0	1	0	3	0	2	2	0	1					
		0.16%	0.56%	0.0%	0.0%	0.30%	0.0%	0.0%	0.85%	0.0%	0.0%	1.02%	0.0%	0.0%	0.14%	0.0%	0.32%	0.0%	0.22%	0.26%	0.0%	0.10%					
33	"16. ""Родина"" (народно-патриотический союз)"""	702	39	3	34	8	57	13	18	10	7	42	45	60	41	10	70	25	57	45	48	70					
		5.39%	5.48%	0.46%	5.53%	2.42%	4.15%	3.28%	3.86%	5.23%	2.42%	10.76%	7.23%	7.06%	6.02%	1.15%	7.55%	6.17%	6.49%	5.99%	7.28%	7.29%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	41	3	0	4	3	0	6	0	1	3	1	0	0	1	0	3	1	5	5	2	3					
		0.31%	0.42%	0.0%	0.65%	0.90%	0.0%	1.51%	0.0%	0.52%	1.03%	0.25%	0.0%	0.0%	0.14%	0.0%	0.32%	0.24%	0.57%	0.66%	0.30%	0.31%					
35	"18. ""ЛДПР"""	241	8	0	14	0	45	0	0	0	0	0	9	31	25	0	31	0	26	15	4	33					
		1.85%	1.12%	0.0%	2.28%	0.0%	3.27%	0.0%	0.0%	0.0%	0.0%	0.0%	1.44%	3.65%	3.67%	0.0%	3.34%	0.0%	2.96%	1.99%	0.60%	3.43%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	442	49	0	23	55	146	43	4	1	3	4	16	2	5	0	17	10	17	23	6	18					
		3.39%	6.89%	0.0%	3.74%	16.66%	10.64%	10.85%	0.85%	0.52%	1.03%	1.02%	2.57%	0.23%	0.73%	0.0%	1.83%	2.46%	1.93%	3.06%	0.91%	1.87%					
37	"20. ""Политическая партия ""Единая Россия"""	6537	298	528	331	113	604	181	190	85	157	157	296	468	287	649	425	198	429	395	288	458					
		50.27%	41.91%	81.10%	53.90%	34.24%	44.02%	45.70%	40.77%	44.50%	54.32%	40.25%	47.58%	55.12%	42.20%	75.20%	45.84%	48.88%	48.91%	52.59%	43.70%	47.70%					
38	"21. ""Российская Конституционно-демократическая партия"""	33	5	0	3	3	0	0	5	1	0	2	2	1	1	0	1	0	1	0	4	4					
		0.25%	0.70%	0.0%	0.48%	0.90%	0.0%	0.0%	1.07%	0.52%	0.0%	0.51%	0.32%	0.11%	0.14%	0.0%	0.10%	0.0%	0.11%	0.0%	0.60%	0.41%					
39	"22. ""Развитие предпринимательства"""	43	5	0	1	3	0	0	5	4	0	4	3	1	2	0	3	1	0	5	2	4					
		0.33%	0.70%	0.0%	0.16%	0.90%	0.0%	0.0%	1.07%	2.09%	0.0%	1.02%	0.48%	0.11%	0.29%	0.0%	0.32%	0.24%	0.0%	0.66%	0.30%	0.41%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2600	175	107	70	76	315	78	104	58	88	103	126	179	150	184	159	62	140	141	135	150					
		19.99%	24.61%	16.43%	11.40%	23.03%	22.95%	19.69%	22.31%	30.36%	30.44%	26.41%	20.25%	21.08%	22.05%	21.32%	17.15%	15.30%	15.96%	18.77%	20.48%	15.62%					
																											
41	Против всех	277	19	0	14	5	0	5	7	4	3	5	24	21	11	10	43	15	10	23	22	36					
