Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
Наименование Избирательной комиссии:    Ракитянская																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №867	УИК №868	УИК №869	УИК №870	УИК №871	УИК №872	УИК №873	УИК №874	УИК №875	УИК №876	УИК №877	УИК №878	УИК №879	УИК №880	УИК №881	УИК №882	УИК №883	УИК №884	УИК №885	УИК №886	УИК №887	УИК №888	УИК №889	УИК №890	УИК №891	УИК №892	УИК №893	УИК №894	УИК №895	УИК №896	УИК №1233	УИК №1234	УИК №1235									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	26992	420	1121	642	209	421	213	802	266	534	859	319	790	655	310	610	390	355	417	1326	1586	1563	565	1708	1362	1064	1754	1255	1478	374	659	1240	876	849									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	27201	430	1126	645	207	424	212	841	270	542	867	322	805	663	309	606	389	363	417	1337	1594	1577	566	1717	1374	1071	1757	1261	1482	375	663	1256	883	850									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	19499	332	913	509	106	287	132	609	118	441	688	241	598	516	261	416	274	223	263	1053	1246	1122	325	1179	987	791	1079	987	845	276	449	975	663	595									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	3336	56	152	85	75	90	46	126	140	50	104	42	97	111	29	82	89	97	114	56	98	98	158	150	39	70	388	86	323	57	108	31	38	51									
6	Число погашенных избирательных бюллетеней	4366	42	61	51	26	47	34	106	12	51	75	39	110	36	19	108	26	43	40	228	250	357	83	388	348	210	290	188	314	42	106	250	182	204									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	3336	56	152	85	75	90	46	126	140	50	104	42	97	111	29	82	89	97	114	56	98	98	158	150	39	70	388	86	323	57	108	31	38	51									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	19499	332	913	509	106	287	132	609	118	441	688	241	598	516	261	416	274	223	263	1053	1246	1122	325	1179	987	791	1079	987	845	276	449	975	663	595									
9	Число недействительных избирательных бюллетеней	142	1	4	7	0	0	0	2	3	0	11	2	6	5	4	3	0	2	0	13	5	2	1	9	4	5	12	4	6	1	1	17	6	6									
10	Число действительных избирательных бюллетеней	22693	387	1061	587	181	377	178	733	255	491	781	281	689	622	286	495	363	318	377	1096	1339	1218	482	1320	1022	856	1455	1069	1162	332	556	989	695	640									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	376	5	10	10	5	5	5	48	5	5	8	5	15	12	5	5	8	10	5	15	15	15	5	20	25	15	20	15	15	5	5	15	10	10									
