Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																								
Дата голосования: 18.09.2016																																								
																																								
Наименование Избирательной комиссии:    Альменевская																																								
																																								
Сводная таблица итогов голосования по федеральному избирательному округу																																								
																																								
		Сумма	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	8989	1443	1244	813	232	198	90	89	190	84	506	332	210	188	204	85	115	500	117	96	211	622	128	152	263	350	70	88	224	145									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9100	1400	1200	825	225	200	100	100	200	90	500	350	225	200	225	90	125	525	125	100	225	600	125	150	275	350	70	90	235	175									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4635	695	552	308	139	127	68	59	108	59	306	167	126	107	117	41	72	352	89	68	100	283	63	72	125	156	43	58	106	69									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	707	110	68	84	10	7	1	10	11	10	30	24	11	16	22	9	15	32	3	7	28	50	0	7	20	48	1	8	44	21									
6	Число погашенных избирательных бюллетеней	3758	595	580	433	76	66	31	31	81	21	164	159	88	77	86	40	38	141	33	25	97	267	62	71	130	146	26	24	85	85									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	707	110	68	84	10	7	1	10	11	10	30	24	11	16	22	9	15	32	3	7	28	50	0	7	20	48	1	8	44	21									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4635	695	552	308	139	127	68	59	108	59	306	167	126	107	117	41	72	352	89	68	100	283	63	72	125	156	43	58	106	69									
9	Число недействительных избирательных бюллетеней	84	17	12	8	2	2	0	2	0	0	9	1	0	1	2	0	1	5	3	2	0	9	0	0	2	3	0	2	0	1									
10	Число действительных избирательных бюллетеней	5258	788	608	384	147	132	69	67	119	69	327	190	137	122	137	50	86	379	89	73	128	324	63	79	143	201	44	64	150	89									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	383	40	40	30	10	10	5	5	5	5	30	10	5	5	20	8	10	35	5	5	10	35	5	5	10	10	5	5	10	5									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	231	24	8	6	4	10	5	5	5	5	11	10	5	5	20	8	10	35	5	5	10	1	0	5	2	10	2	5	10	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	50	9	3	2	0	2	0	2	1	1	1	1	0	1	1	4	1	0	3	1	1	1	4	2	2	2	1	3	0	1									
14	Число погашенных неиспользованных открепительных удостоверений	152	16	32	24	6	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	34	5	0	8	0	3	0	0	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	5	4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																								
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	83	19	11	7	0	2	0	1	1	0	3	0	2	2	0	1	1	6	0	0	1	3	5	0	3	4	1	1	3	6									
		1.55%	2.36%	1.77%	1.79%	0.00%	1.49%	0.00%	1.45%	0.84%	0.00%	0.89%	0.00%	1.46%	1.63%	0.00%	2.00%	1.15%	1.56%	0.00%	0.00%	0.78%	0.90%	7.94%	0.00%	2.07%	1.96%	2.27%	1.52%	2.00%	6.67%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	263	36	31	22	7	7	0	5	5	3	11	12	5	7	10	1	1	20	2	1	4	17	4	5	11	15	5	6	6	4									
		4.92%	4.47%	5.00%	5.61%	4.70%	5.22%	0.00%	7.25%	4.20%	4.35%	3.27%	6.28%	3.65%	5.69%	7.19%	2.00%	1.15%	5.21%	2.17%	1.33%	3.13%	5.11%	6.35%	6.33%	7.59%	7.35%	11.36%	9.09%	4.00%	4.44%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	125	23	18	15	1	4	0	0	3	0	5	2	1	4	3	1	3	8	0	1	2	5	0	4	3	10	2	3	0	4									
		2.34%	2.86%	2.90%	3.83%	0.67%	2.99%	0.00%	0.00%	2.52%	0.00%	1.49%	1.05%	0.73%	3.25%	2.16%	2.00%	3.45%	2.08%	0.00%	1.33%	1.56%	1.50%	0.00%	5.06%	2.07%	4.90%	4.55%	4.55%	0.00%	4.44%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2415	307	219	125	64	67	51	30	57	46	163	94	95	63	67	24	43	243	47	45	71	127	45	43	66	57	8	21	80	47									
		45.21%	38.14%	35.32%	31.89%	42.95%	50.00%	73.91%	43.48%	47.90%	66.67%	48.51%	49.21%	69.34%	51.22%	48.20%	48.00%	49.43%	63.28%	51.09%	60.00%	55.47%	38.14%	71.43%	54.43%	45.52%	27.94%	18.18%	31.82%	53.33%	52.22%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	24	4	3	2	1	0	3	0	0	0	0	0	0	0	0	0	3	1	1	0	0	1	0	0	3	2	0	0	0	0									
		0.45%	0.50%	0.48%	0.51%	0.67%	0.00%	4.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.45%	0.26%	1.09%	0.00%	0.00%	0.30%	0.00%	0.00%	2.07%	0.98%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	9	0	1	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1									
		0.17%	0.00%	0.16%	0.26%	0.00%	0.00%	0.00%	0.00%	1.68%	1.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.09%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	1.52%	0.00%	1.11%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	746	108	91	67	22	7	0	5	5	0	45	26	4	12	22	8	20	27	3	7	36	85	5	11	18	64	6	10	24	8									
		13.96%	13.42%	14.68%	17.09%	14.77%	5.22%	0.00%	7.25%	4.20%	0.00%	13.39%	13.61%	2.92%	9.76%	15.83%	16.00%	22.99%	7.03%	3.26%	9.33%	28.13%	25.53%	7.94%	13.92%	12.41%	31.37%	13.64%	15.15%	16.00%	8.89%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	5	0	5	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	1									
		0.36%	0.62%	0.00%	1.28%	0.00%	0.00%	0.00%	0.00%	0.84%	0.00%	0.00%	1.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	1.33%	0.00%	0.00%	0.00%	1.27%	0.00%	0.49%	0.00%	1.52%	0.00%	1.11%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	9	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	0	1	0	0									
		0.17%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.26%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	1.52%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.12%	0.16%	0.26%	0.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	24	4	5	2	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	5	0	0	1	2	0	1	0	1									
