Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																	
Дата голосования: 18.09.2016																																	
																																	
Наименование Избирательной комиссии:    Андреапольская																																	
																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																	
																																	
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22									
1	"Число избирателей, внесенных в список избирателей на момент окончания голосования"	9714	654	625	703	357	727	609	671	541	799	769	123	158	311	517	198	317	459	173	159	311	244	289									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9700	640	640	688	365	730	615	635	530	800	770	126	172	310	490	209	295	470	175	165	320	255	300									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	4388	222	292	334	200	307	337	416	298	328	235	75	37	197	178	83	163	256	50	67	110	83	120									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	1294	78	19	26	31	27	34	10	4	31	91	29	94	72	73	53	4	89	72	50	128	137	142									
6	Число погашенных избирательных бюллетеней	4018	340	329	328	134	396	244	209	228	441	444	22	41	41	239	73	128	125	53	48	82	35	38									
7	"Число избирательных бюллетеней, содержащихся в переносных ящиках для голосования"	1294	78	19	26	31	27	34	10	4	31	91	29	94	72	73	53	4	89	72	50	128	137	142									
8	"Число избирательных бюллетеней, содержащихся в стационарных ящиках для голосования"	4388	222	292	334	200	307	337	416	298	328	235	75	37	197	178	83	163	256	50	67	110	83	120									
9	Число недействительных избирательных бюллетеней	152	1	0	9	2	27	0	4	0	5	70	1	0	2	25	0	2	1	0	0	0	0	3									
10	Число действительных избирательных бюллетеней	5530	299	311	351	229	307	371	422	302	354	256	103	131	267	226	136	165	344	122	117	238	220	259									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	348	15	25	20	10	20	20	20	20	20	15	5	15	28	20	10	10	15	10	10	10	15	15									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	289	11	25	14	10	20	20	10	20	20	13	4	13	28	10	10	0	15	6	10	10	5	15									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	252	14	7	30	5	16	16	25	32	16	14	4	2	14	16	3	21	3	2	6	3	2	1									
14	Число погашенных неиспользованных открепительных удостоверений	59	4	0	6	0	0	0	10	0	0	2	1	2	0	10	0	10	0	4	0	0	10	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	119	7	10	13	4	16	5	6	4	20	6	2	2	1	5	2	3	2	7	0	2	0	2									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																	
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	42	3	3	5	0	4	4	6	5	0	0	0	0	1	2	1	1	1	1	1	0	1	3									
		0.74%	1.00%	0.96%	1.39%	0.00%	1.20%	1.08%	1.41%	1.66%	0.00%	0.00%	0.00%	0.00%	0.37%	0.80%	0.74%	0.60%	0.29%	0.82%	0.85%	0.00%	0.45%	1.15%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	85	4	4	13	0	4	6	7	2	9	2	1	0	3	5	4	2	3	2	2	2	3	7									
		1.50%	1.33%	1.29%	3.61%	0.00%	1.20%	1.62%	1.64%	0.66%	2.51%	0.61%	0.96%	0.00%	1.12%	1.99%	2.94%	1.20%	0.87%	1.64%	1.71%	0.84%	1.36%	2.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	71	9	0	7	0	0	2	3	3	10	5	1	1	1	5	7	0	2	1	0	4	5	5									
		1.25%	3.00%	0.00%	1.94%	0.00%	0.00%	0.54%	0.70%	0.99%	2.79%	1.53%	0.96%	0.76%	0.37%	1.99%	5.15%	0.00%	0.58%	0.82%	0.00%	1.68%	2.27%	1.91%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3709	182	215	206	156	162	242	284	193	184	191	89	82	208	138	84	98	274	82	95	157	176	211									
		65.28%	60.67%	69.13%	57.22%	67.53%	48.50%	65.23%	66.67%	63.91%	51.25%	58.59%	85.58%	62.60%	77.32%	54.98%	61.76%	58.68%	79.42%	67.21%	81.20%	65.97%	80.00%	80.53%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	20	2	0	4	0	6	2	0	2	0	2	0	1	0	0	1	0	0	0	0	0	0	0									
