Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																											
Дата голосования: 02.12.2007																											
																											
Наименование Избирательной комиссии:    Боготольская городская																											
																											
Сводная таблица результатов выборов																											
																											
		Сумма	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61					
1	"Число избирателей, внесенных в списки избирателей"	18092	965	931	918	1034	887	890	976	931	1185	1108	1123	129	46	990	1099	890	983	950	1055	1002					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	15266	800	800	800	900	700	800	800	800	1000	900	900	120	46	800	900	700	900	800	900	900					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	9839	487	504	545	525	490	539	527	526	621	616	573	119	46	595	550	549	610	462	509	446					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	714	45	44	44	53	41	19	27	45	46	32	33	0	0	36	51	20	27	52	55	44					
6	Число погашенных избирательных бюллетеней	4713	268	252	211	322	169	242	246	229	333	252	294	1	0	169	299	131	263	286	336	410					
7	Число избирательных бюллетеней в переносных ящиках для голосования	714	45	44	44	53	41	19	27	45	46	32	33	0	0	36	51	20	27	52	55	44					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	9838	487	504	545	525	489	539	527	526	621	616	573	119	46	595	550	549	610	462	509	446					
9	Число недействительных избирательных бюллетеней	129	4	6	2	5	1	8	11	5	1	13	11	0	0	14	5	11	13	2	12	5					
10	Число действительных избирательных бюллетеней	10423	528	542	587	573	529	550	543	566	666	635	595	119	46	617	596	558	624	512	552	485					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	180	10	10	10	10	10	10	10	10	10	10	10	0	0	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	67	5	4	3	4	4	2	2	9	7	0	1	0	0	5	3	5	6	2	3	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	41	1	3	3	2	3	4	2	2	3	4	1	0	0	4	1	1	4	2	0	1					
14	Число погашенных неиспользованных открепительных удостоверений	113	5	6	7	6	6	8	8	1	3	10	9	0	0	5	7	5	4	8	7	8					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	6	0	0	0	0	3	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																											
18	1.Политическая партия «Аграрная партия России»	250	12	9	24	15	21	23	16	7	17	13	10	6	0	14	9	10	11	11	17	5					
		2.37%	2.26%	1.64%	4.07%	2.60%	3.96%	4.12%	2.89%	1.23%	2.55%	2.01%	1.65%	5.04%	0.00%	2.22%	1.50%	1.76%	1.73%	2.14%	3.01%	1.02%					
19	2.Всероссийская политическая партия «Гражданская Сила»	50	3	2	3	2	3	6	4	3	1	2	1	3	0	2	3	3	5	0	3	1					
		0.47%	0.56%	0.36%	0.51%	0.35%	0.57%	1.08%	0.72%	0.53%	0.15%	0.31%	0.17%	2.52%	0.00%	0.32%	0.50%	0.53%	0.78%	0.00%	0.53%	0.20%					
20	3.Политическая партия «Демократическая партия России»	18	1	2	0	4	0	0	0	0	1	2	1	0	0	0	2	0	1	2	2	0					
