Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																										
Дата голосования: 04.12.2011																										
																										
Наименование Избирательной комиссии:    Большесосновская																										
																										
Сводная таблица результатов выборов																										
																										
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519					
1	"Число избирателей, внесенных в список избирателей"	11425	2529	1137	414	512	255	292	408	493	225	378	368	196	576	293	200	420	1854	396	479					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	9180	2040	910	345	410	200	240	325	400	185	315	300	160	460	235	170	330	1445	325	385					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	4661	1050	485	181	188	111	136	132	194	120	181	151	72	233	145	102	166	656	173	185					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	1164	79	57	59	116	31	20	103	87	34	46	66	34	64	37	17	53	157	20	84					
6	Число погашенных избирательных бюллетеней	3355	911	368	105	106	58	84	90	119	31	88	83	54	163	53	51	111	632	132	116					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1164	79	57	59	116	31	20	103	87	34	46	66	34	64	37	17	53	157	20	84					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	4661	1050	485	181	188	111	136	132	194	120	181	151	72	233	145	102	166	656	173	185					
9	Число недействительных избирательных бюллетеней	113	20	10	2	5	4	7	6	6	2	2	5	0	7	3	5	6	13	8	2					
10	Число действительных избирательных бюллетеней	5712	1109	532	238	299	138	149	229	275	152	225	212	106	290	179	114	213	800	185	267					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	233	20	15	18	10	10	10	10	10	10	15	10	15	10	10	10	10	20	10	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	104	18	6	15	4	2	5	1	2	6	10	2	7	4	0	1	0	17	1	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	35	5	6	2	1	2	1	3	0	1	1	1	0	2	3	0	1	3	1	2					
14	Число погашенных неиспользованных открепительных удостоверений	129	2	9	3	6	8	5	9	8	4	5	8	8	6	10	9	10	3	9	7					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	1					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																										
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	848	139	62	31	31	16	14	29	55	19	42	41	8	39	35	18	20	184	33	32					
		14.56%	12.31%	11.44%	12.92%	10.20%	11.27%	8.97%	12.34%	19.57%	12.34%	18.50%	18.89%	7.55%	13.13%	19.23%	15.13%	9.13%	22.63%	17.10%	11.90%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1226	306	119	64	56	23	26	37	52	26	42	39	15	52	41	20	44	156	58	50					
		21.05%	27.10%	21.96%	26.67%	18.42%	16.20%	16.67%	15.74%	18.51%	16.88%	18.50%	17.97%	14.15%	17.51%	22.53%	16.81%	20.09%	19.19%	30.05%	18.59%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	82	16	6	3	3	3	3	2	2	3	5	0	2	2	2	5	5	14	3	3					
		1.41%	1.42%	1.11%	1.25%	0.99%	2.11%	1.92%	0.85%	0.71%	1.95%	2.20%	0.00%	1.89%	0.67%	1.10%	4.20%	2.28%	1.72%	1.55%	1.12%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	979	197	111	40	27	12	19	18	46	17	35	51	13	47	27	33	45	183	17	41					
		16.81%	17.45%	20.48%	16.67%	8.88%	8.45%	12.18%	7.66%	16.37%	11.04%	15.42%	23.50%	12.26%	15.82%	14.84%	27.73%	20.55%	22.51%	8.81%	15.24%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	87	28	9	1	3	6	3	2	6	0	0	3	1	5	4	1	3	10	1	1					
		1.49%	2.48%	1.66%	0.42%	0.99%	4.23%	1.92%	0.85%	2.14%	0.00%	0.00%	1.38%	0.94%	1.68%	2.20%	0.84%	1.37%	1.23%	0.52%	0.37%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2460	416	223	97	177	77	82	140	114	85	99	78	67	143	70	36	95	249	72	140					
		42.23%	36.85%	41.14%	40.42%	58.22%	54.23%	52.56%	59.57%	40.57%	55.19%	43.61%	35.94%	63.21%	48.15%	38.46%	30.25%	43.38%	30.63%	37.31%	52.04%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	30	7	2	2	2	1	2	1	0	2	2	0	0	2	0	1	1	4	1	0					
		0.52%	0.62%	0.37%	0.83%	0.66%	0.70%	1.28%	0.43%	0.00%	1.30%	0.88%	0.00%	0.00%	0.67%	0.00%	0.84%	0.46%	0.49%	0.52%	0.00%					
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
																										
