Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																					
Дата голосования: 04.12.2011																																					
																																					
Наименование Избирательной комиссии:    район Текстильщики																																					
																																					
Сводная таблица результатов выборов																																					
																																					
		Сумма	УИК №1544	УИК №1545	УИК №1546	УИК №1547	УИК №1548	УИК №1549	УИК №1550	УИК №1551	УИК №1552	УИК №1553	УИК №1554	УИК №1555	УИК №1556	УИК №1557	УИК №1558	УИК №1559	УИК №1560	УИК №1561	УИК №1562	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №3318	УИК №3319	УИК №3320					
1	"Число избирателей, внесенных в список избирателей"	59422	2006	2470	2332	2333	2389	2329	2898	2552	2534	2070	2623	2197	1918	1720	2902	1757	1652	1503	2391	1675	2045	2436	1915	2270	2264	869	1746	99	400	1127					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	43799	1470	1770	1660	1810	1690	1660	2020	1780	1790	1450	1840	1540	1330	1210	2080	1240	1280	1070	1710	1170	1440	1740	1370	1870	1700	1140	1300	99	400	1170					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	36825	1158	1301	1384	1652	1414	1498	1981	1406	1297	1240	1493	1032	1258	1056	1602	907	1180	997	1380	932	1231	1439	1119	1826	1656	853	1051	99	400	983					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	762	25	37	24	44	25	33	32	23	35	37	36	14	32	21	34	40	45	21	28	25	27	21	7	31	35	16	14	0	0	0					
6	Число погашенных избирательных бюллетеней	6212	287	432	252	114	251	129	7	351	458	173	311	494	40	133	444	293	55	52	302	213	182	280	244	13	9	271	235	0	0	187					
7	Число избирательных бюллетеней в переносных ящиках для голосования	760	25	37	24	44	25	33	32	23	35	35	36	14	32	21	34	40	45	21	28	25	27	21	7	31	35	16	14	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	36654	1156	1301	1384	1652	1414	1498	1980	1299	1262	1237	1492	1029	1258	1054	1601	906	1180	997	1380	932	1229	1431	1119	1826	1656	851	1051	99	400	980					
9	Число недействительных избирательных бюллетеней	738	68	84	19	5	54	84	31	6	16	14	25	8	0	16	31	48	6	11	62	28	7	15	0	20	18	13	0	5	9	35					
10	Число действительных избирательных бюллетеней	36676	1113	1254	1389	1691	1385	1447	1981	1316	1281	1258	1503	1035	1290	1059	1604	898	1219	1007	1346	929	1249	1437	1126	1837	1673	854	1065	94	391	945					
