Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
Наименование Избирательной комиссии:    Лаишевская																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799					
1	"Число избирателей, внесенных в списки"	24494	112	1129	643	1126	1058	1063	999	1096	229	460	287	607	137	519	338	309	550	324	152	116	637	517	189	406	303	421	606	1091	711	895	1689	1291	138	591	127	476	123	1240	103	80	528	141	171	295	471					
2	"Число бюллетеней, полученных участковыми комиссиями"	24773	117	1124	621	1114	1038	1094	954	1117	236	460	289	627	137	537	345	308	562	342	161	115	637	538	189	401	305	423	615	1106	720	891	1724	1285	196	628	129	506	125	1267	104	80	522	143	171	300	470					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	21957	75	952	556	949	898	1005	858	1079	173	428	211	583	110	416	332	288	488	304	133	84	543	500	142	358	250	402	565	970	613	765	1529	1107	91	562	127	476	123	1185	103	80	522	141	171	279	431					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1686	34	37	55	74	124	58	96	17	56	32	76	24	27	103	6	20	61	18	17	29	64	17	46	43	50	19	25	78	80	45	7	99	46	22	0	0	0	33	0	0	0	0	0	16	32					
6	Число погашенных бюллетеней	1130	8	135	10	91	16	31	0	21	7	0	2	20	0	18	7	0	13	20	11	2	30	21	1	0	5	2	25	58	27	81	188	79	59	44	2	30	2	49	1	0	0	2	0	5	7					
7	Число бюллетеней в переносных ящиках для голосования	1686	34	37	55	74	124	58	96	17	56	32	76	24	27	103	6	20	61	18	17	29	64	17	46	43	50	19	25	78	80	45	7	99	46	22	0	0	0	33	0	0	0	0	0	16	32					
8	Число бюллетеней в стационарных ящиках для голосования	21953	75	950	556	949	898	1005	858	1079	173	428	211	582	110	416	332	288	488	304	133	84	543	500	142	358	250	402	565	970	612	765	1529	1107	91	562	127	476	123	1185	103	80	522	141	171	279	431					
9	Число недействительных бюллетеней	911	1	9	3	54	6	141	0	0	28	43	1	14	0	0	5	0	0	20	0	0	19	0	7	2	20	57	20	124	39	16	57	0	0	58	1	0	0	79	10	0	58	12	4	1	2					
10	Число действительных бюллетеней	22728	108	978	608	969	1016	922	954	1096	201	417	286	592	137	519	333	308	549	302	150	113	588	517	181	399	280	364	570	924	653	794	1479	1206	137	526	126	476	123	1139	93	80	464	129	167	294	461					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1450	18	42	30	70	80	60	31	57	7	71	15	50	3	35	10	20	30	40	20	2	65	61	8	30	28	15	60	70	60	55	35	35	2	80	3	40	3	70	2	3	15	8	3	3	5					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	866	10	29	20	35	41	40	18	32	7	17	9	26	0	20	6	6	20	28	12	2	49	29	5	20	3	6	49	42	31	51	26	19	0	65	2	34	0	50	0	0	6	0	0	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	475	8	8	6	18	14	12	9	15	2	8	6	6	4	6	2	8	13	11	6	3	14	9	3	50	3	6	8	65	3	32	10	7	42	14	2	8	0	12	1	3	9	0	2	5	2					
14	Число погашенных открепительных удостоверений	584	8	13	10	35	39	20	13	25	0	54	6	24	3	15	4	14	10	12	8	0	16	32	3	10	25	9	11	28	29	4	9	16	2	15	1	6	3	20	2	3	9	8	3	2	5					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
