Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																															
Дата голосования: 02.12.2007																																															
																																															
Наименование Избирательной комиссии:    Кайтагская																																															
																																															
Сводная таблица результатов выборов																																															
																																															
		Сумма	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596					
1	"Число избирателей, внесенных в списки избирателей"	18178	596	236	107	1450	217	205	70	908	1031	601	701	179	122	464	422	238	108	92	90	668	309	273	136	47	692	2024	1036	209	440	1097	725	466	274	128	168	253	914	121	168	193					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	17871	560	220	80	1430	210	200	70	880	1020	600	700	180	120	450	420	230	105	90	90	670	300	260	130	45	680	2000	1030	206	430	1100	720	470	270	120	170	250	910	105	170	180					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16053	526	190	80	1390	197	200	50	877	989	594	652	175	90	388	420	221	100	90	90	590	279	228	130	43	528	1367	933	198	267	1071	718	466	215	120	137	196	873	101	111	163					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	77	23	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	16	0	2	0	3	0	0	0	0	2	0	0	0	0	0	9	0	0	0					
6	Число погашенных избирательных бюллетеней	1741	11	20	0	40	13	0	20	3	31	6	48	5	30	62	0	9	5	0	0	68	21	16	0	0	152	630	97	8	163	29	0	4	55	0	33	54	28	4	59	17					
7	Число избирательных бюллетеней в переносных ящиках для голосования	77	23	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	16	0	2	0	3	0	0	0	0	2	0	0	0	0	0	9	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16053	526	190	80	1390	197	200	50	877	989	594	652	175	90	388	420	221	100	90	90	590	279	228	130	43	528	1367	933	198	267	1071	718	466	215	120	137	196	873	101	111	163					
9	Число недействительных избирательных бюллетеней	63	0	14	0	2	2	0	0	0	0	0	8	3	3	0	1	0	0	0	5	1	6	1	0	0	0	3	0	0	0	0	2	0	3	2	0	0	6	0	0	1					
10	Число действительных избирательных бюллетеней	16067	549	186	80	1388	195	200	50	877	989	594	644	172	87	388	419	221	100	90	85	601	273	243	130	45	528	1367	933	198	267	1071	718	466	212	118	137	196	876	101	111	162					
