Выборы Президента Российской Федерации																																
Дата голосования: 18.03.2018																																
																																
Наименование Избирательной комиссии:    Гвардейская																																
																																
Сводная таблица итогов голосования																																
																																
	Число участковых избирательных комиссий	21																														
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	21																														
																																
		Сумма	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79									
1	"Число избирателей, включенных в список избирателей"	22501	2186	1045	1025	2513	1159	1827	492	678	1240	1233	1108	539	759	1251	1109	1184	472	560	937	698	486									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	22000	2000	1000	1000	2500	1000	1800	450	650	1200	1200	1200	500	650	1200	1200	1200	450	600	1000	750	450									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	13619	1268	715	694	1564	698	1372	289	412	603	650	602	421	491	671	618	595	277	389	569	398	323									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	993	46	21	76	36	19	20	38	17	65	57	54	53	15	80	49	130	63	37	51	25	41									
6	Число погашенных избирательных бюллетеней	7388	686	264	230	900	283	408	123	221	532	493	544	26	144	449	533	475	110	174	380	327	86									
7	Число избирательных бюллетеней в переносных ящиках для голосования	993	46	21	76	36	19	20	38	17	65	57	54	53	15	80	49	130	63	37	51	25	41									
8	Число бюллетеней в стационарных ящиках для голосования	13612	1264	715	694	1563	698	1371	288	412	603	650	602	421	491	671	618	595	277	389	569	398	323									
9	Число недействительных избирательных бюллетеней	243	21	10	4	26	6	24	4	5	4	7	3	13	55	10	11	10	3	3	8	10	6									
10	Число действительных избирательных бюллетеней	14362	1289	726	766	1573	711	1367	322	424	664	700	653	461	451	741	656	715	337	423	612	413	358									
11	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
12	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
13	Бабурин Сергей Николаевич	85	12	4	9	7	6	5	3	3	6	6	2	4	1	4	1	5	1	1	2	2	1									
		0.58%	0.92%	0.54%	1.17%	0.44%	0.84%	0.36%	0.92%	0.70%	0.90%	0.85%	0.30%	0.84%	0.20%	0.53%	0.15%	0.69%	0.29%	0.23%	0.32%	0.47%	0.27%									
14	Грудинин Павел Николаевич	1350	147	81	63	164	78	106	45	39	59	87	43	63	33	63	57	49	17	24	77	39	16									
		9.24%	11.22%	11.01%	8.18%	10.26%	10.88%	7.62%	13.80%	9.09%	8.83%	12.31%	6.55%	13.29%	6.52%	8.39%	8.55%	6.76%	5.00%	5.63%	12.42%	9.22%	4.40%									
15	Жириновский Владимир Вольфович	879	69	44	48	92	45	110	27	27	49	35	52	26	15	39	36	38	24	19	36	31	17									
		6.02%	5.27%	5.98%	6.23%	5.75%	6.28%	7.91%	8.28%	6.29%	7.34%	4.95%	7.93%	5.49%	2.96%	5.19%	5.40%	5.24%	7.06%	4.46%	5.81%	7.33%	4.67%									
16	Путин Владимир Владимирович	11474	1004	562	618	1241	548	1039	232	338	536	548	532	328	391	613	539	604	284	374	491	336	316									
		78.56%	76.64%	76.36%	80.26%	77.61%	76.43%	74.69%	71.17%	78.79%	80.24%	77.51%	81.10%	69.20%	77.27%	81.62%	80.81%	83.31%	83.53%	87.79%	79.19%	79.43%	86.81%									
17	Собчак Ксения Анатольевна	254	24	10	13	28	18	68	6	7	6	3	7	17	7	9	7	4	9	2	4	1	4									
		1.74%	1.83%	1.36%	1.69%	1.75%	2.51%	4.89%	1.84%	1.63%	0.90%	0.42%	1.07%	3.59%	1.38%	1.20%	1.05%	0.55%	2.65%	0.47%	0.65%	0.24%	1.10%									
18	Сурайкин Максим Александрович	105	14	14	5	11	5	12	2	3	2	8	5	4	1	3	5	3	2	1	2	1	2									
		0.72%	1.07%	1.90%	0.65%	0.69%	0.70%	0.86%	0.61%	0.70%	0.30%	1.13%	0.76%	0.84%	0.20%	0.40%	0.75%	0.41%	0.59%	0.23%	0.32%	0.24%	0.55%									
19	Титов Борис Юрьевич	100	10	4	4	10	8	8	1	2	5	8	8	7	1	7	4	8	0	1	0	3	1									
		0.68%	0.76%	0.54%	0.52%	0.63%	1.12%	0.58%	0.31%	0.47%	0.75%	1.13%	1.22%	1.48%	0.20%	0.93%	0.60%	1.10%	0.00%	0.23%	0.00%	0.71%	0.27%									
20	Явлинский Григорий Алексеевич	115	9	7	6	20	3	19	6	5	1	5	4	12	2	3	7	4	0	1	0	0	1									
		0.79%	0.69%	0.95%	0.78%	1.25%	0.42%	1.37%	1.84%	1.17%	0.15%	0.71%	0.61%	2.53%	0.40%	0.40%	1.05%	0.55%	0.00%	0.23%	0.00%	0.00%	0.27%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
