Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																								
Дата голосования: 02.12.2007																																								
																																								
Наименование Избирательной комиссии:    Кировская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453	УИК №454	УИК №455	УИК №456	УИК №457	УИК №458	УИК №459	УИК №460	УИК №461	УИК №462	УИК №463	УИК №464	УИК №465	УИК №466	УИК №467	УИК №468	УИК №469					
1	"Число избирателей, внесенных в списки избирателей"	19469	450	190	415	99	137	192	741	179	1109	1088	1197	1181	988	1294	1183	502	277	492	978	321	104	120	353	110	236	44	367	131	562	1377	1137	913	1002					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	18690	450	180	400	90	130	190	710	180	1000	1000	1180	1190	970	1230	1160	500	270	480	1000	330	100	110	340	100	220	40	350	120	560	1400	990	740	980					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	10464	248	108	204	52	95	127	408	112	604	548	648	675	501	671	581	279	139	251	532	195	42	82	212	57	133	25	167	65	311	763	637	457	535					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	553	17	1	12	4	6	5	30	0	27	21	10	22	30	70	17	12	11	23	65	15	19	3	13	6	15	1	19	8	22	10	14	13	12					
6	Число погашенных избирательных бюллетеней	7673	185	71	184	34	29	58	272	68	369	431	522	493	439	489	562	209	120	206	403	120	39	25	115	37	72	14	164	47	227	627	339	270	433					
7	Число избирательных бюллетеней в переносных ящиках для голосования	553	17	1	12	4	6	5	30	0	27	21	10	22	30	70	17	12	11	23	65	15	19	3	13	6	15	1	19	8	22	10	14	13	12					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	10462	248	108	204	52	95	127	408	112	604	548	648	674	501	671	581	279	139	251	532	195	42	82	212	57	133	25	167	65	311	763	636	457	535					
9	Число недействительных избирательных бюллетеней	127	3	3	4	0	4	0	2	1	11	6	1	9	3	12	4	1	2	2	7	1	0	0	5	2	0	0	1	2	5	16	6	8	6					
10	Число действительных избирательных бюллетеней	10888	262	106	212	56	97	132	436	111	620	563	657	687	528	729	594	290	148	272	590	209	61	85	220	61	148	26	185	71	328	757	644	462	541					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	489	15	5	15	5	5	15	35	5	17	15	25	30	20	18	15	15	10	15	20	20	5	5	15	10	10	5	10	5	20	30	20	20	14					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	250	5	2	9	0	1	7	10	3	17	13	19	18	13	16	9	3	4	4	18	20	3	2	8	1	5	0	1	2	7	6	7	7	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	369	3	3	4	2	3	1	8	1	12	8	5	11	6	32	5	1	6	4	5	6	2	5	5	2	2	4	3	4	2	4	71	124	15					
14	Число погашенных неиспользованных открепительных удостоверений	239	10	3	6	5	4	8	25	2	0	2	6	12	7	2	6	12	6	11	2	0	2	3	7	9	5	5	9	3	13	24	13	13	4					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	11	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	1	0	0	2	0	0	0	0	0	0	1	2	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																								
18	1.Политическая партия «Аграрная партия России»	452	14	3	11	1	9	4	7	10	17	29	20	32	18	25	26	14	1	7	32	6	6	0	9	0	7	3	10	4	7	55	28	16	21					
		4.10%	5.28%	2.75%	5.09%	1.79%	8.91%	3.03%	1.60%	8.93%	2.69%	5.10%	3.04%	4.60%	3.39%	3.37%	4.35%	4.81%	0.67%	2.55%	5.36%	2.86%	9.84%	0.00%	4.00%	0.00%	4.73%	11.54%	5.38%	5.48%	2.10%	7.12%	4.31%	3.40%	3.84%					
19	2.Всероссийская политическая партия «Гражданская Сила»	49	2	1	0	3	0	0	1	0	3	1	3	8	3	4	6	1	0	0	3	0	1	0	0	0	0	0	1	1	2	2	0	1	2					
		0.44%	0.75%	0.92%	0.00%	5.36%	0.00%	0.00%	0.23%	0.00%	0.48%	0.18%	0.46%	1.15%	0.56%	0.54%	1.00%	0.34%	0.00%	0.00%	0.50%	0.00%	1.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	1.37%	0.60%	0.26%	0.00%	0.21%	0.37%					
20	3.Политическая партия «Демократическая партия России»	11	0	0	0	0	0	0	0	0	1	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	1	0					
		0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.15%	0.14%	0.19%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.26%	0.15%	0.21%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	1310	54	20	16	6	4	6	25	13	58	39	56	103	61	107	61	27	10	16	53	9	2	2	32	9	22	5	43	13	33	110	129	74	92					
		11.89%	20.38%	18.35%	7.41%	10.71%	3.96%	4.55%	5.71%	11.61%	9.19%	6.85%	8.51%	14.80%	11.49%	14.44%	10.20%	9.28%	6.67%	5.84%	8.88%	4.29%	3.28%	2.35%	14.22%	14.29%	14.86%	19.23%	23.12%	17.81%	9.91%	14.23%	19.85%	15.74%	16.82%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	30	0	0	0	0	0	0	0	0	2	2	2	1	5	0	3	3	0	0	0	0	0	0	0	1	0	0	0	0	0	1	7	1	2					
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.35%	0.30%	0.14%	0.94%	0.00%	0.50%	1.03%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	1.08%	0.21%	0.37%					
23	6.Политическая партия «Партия социальной справедливости»	36	0	0	0	0	0	0	1	3	1	3	5	2	2	2	2	0	0	0	0	0	0	0	2	1	0	0	0	0	1	6	1	3	1					
		0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	2.68%	0.16%	0.53%	0.76%	0.29%	0.38%	0.27%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.89%	1.59%	0.00%	0.00%	0.00%	0.00%	0.30%	0.78%	0.15%	0.64%	0.18%					
24	7.Политическая партия «Либерально-демократическая партия России»	1587	13	19	23	7	22	26	64	11	85	83	102	88	84	113	83	40	11	47	86	22	5	19	30	10	14	2	19	14	63	128	110	62	82					
		14.41%	4.91%	17.43%	10.65%	12.50%	21.78%	19.70%	14.61%	9.82%	13.47%	14.59%	15.50%	12.64%	15.82%	15.25%	13.88%	13.75%	7.33%	17.15%	14.41%	10.48%	8.20%	22.35%	13.33%	15.87%	9.46%	7.69%	10.22%	19.18%	18.92%	16.56%	16.92%	13.19%	14.99%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1056	19	8	14	2	3	24	24	4	75	62	56	87	53	88	67	11	8	11	65	17	7	6	13	3	4	2	9	2	18	80	69	60	85					
		9.59%	7.17%	7.34%	6.48%	3.57%	2.97%	18.18%	5.48%	3.57%	11.89%	10.90%	8.51%	12.50%	9.98%	11.88%	11.20%	3.78%	5.33%	4.01%	10.89%	8.10%	11.48%	7.06%	5.78%	4.76%	2.70%	7.69%	4.84%	2.74%	5.41%	10.35%	10.62%	12.77%	15.54%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	160	2	1	1	0	3	0	2	0	11	4	4	18	6	8	7	2	2	1	4	2	1	1	2	1	2	0	1	1	12	21	18	10	12					
		1.45%	0.75%	0.92%	0.46%	0.00%	2.97%	0.00%	0.46%	0.00%	1.74%	0.70%	0.61%	2.59%	1.13%	1.08%	1.17%	0.69%	1.33%	0.36%	0.67%	0.95%	1.64%	1.18%	0.89%	1.59%	1.35%	0.00%	0.54%	1.37%	3.60%	2.72%	2.77%	2.13%	2.19%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6097	158	54	146	37	56	71	310	70	357	331	407	344	292	373	332	191	116	190	342	152	36	57	126	36	99	14	97	36	188	346	272	226	235					
		55.35%	59.62%	49.54%	67.59%	66.07%	55.45%	53.79%	70.78%	62.50%	56.58%	58.17%	61.85%	49.43%	54.99%	50.34%	55.52%	65.64%	77.33%	69.34%	57.29%	72.38%	59.02%	67.06%	56.00%	57.14%	66.89%	53.85%	52.15%	49.32%	56.46%	44.76%	41.85%	48.09%	42.96%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	100	0	0	1	0	0	1	2	0	10	9	1	3	3	7	7	1	0	0	5	1	3	0	6	0	0	0	5	0	3	6	9	8	9					
