Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																						
Дата голосования: 02.12.2007																						
																						
Наименование Избирательной комиссии:    Левобережный район																						
																						
Сводная таблица результатов выборов																						
																						
		Сумма	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №3154	УИК №3155	УИК №3156					
1	"Число избирателей, внесенных в списки избирателей"	32728	2708	2659	2954	2837	2812	2667	2512	2798	2073	2723	2587	2337	237	788	36					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	24100	1950	1900	2000	2000	1950	1850	1800	2000	1550	1900	1800	2150	300	900	50					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	16228	1231	1276	1374	1457	1279	1380	1258	1323	914	1388	1234	1053	237	788	36					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	512	73	28	52	62	34	47	37	43	22	56	38	20	0	0	0					
6	Число погашенных избирательных бюллетеней	7360	646	596	574	481	637	423	505	634	614	456	528	1077	63	112	14					
7	Число избирательных бюллетеней в переносных ящиках для голосования	512	73	28	52	62	34	47	37	43	22	56	38	20	0	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	16141	1226	1272	1370	1453	1264	1353	1244	1317	913	1385	1231	1052	237	788	36					
9	Число недействительных избирательных бюллетеней	281	13	13	18	17	56	34	30	26	16	17	20	12	1	8	0					
10	Число действительных избирательных бюллетеней	16372	1286	1287	1404	1498	1242	1366	1251	1334	919	1424	1249	1060	236	780	36					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	520	40	40	45	50	50	45	40	40	40	50	40	30	0	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	429	34	30	39	46	41	42	39	34	29	46	32	15	0	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	546	27	44	49	32	28	34	34	24	82	76	41	42	10	20	3					
14	Число погашенных неиспользованных открепительных удостоверений	91	6	10	6	4	9	3	1	6	11	4	8	15	0	8	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	34	7	1	2	9	1	2	1	1	2	6	2	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																						
18	1.Политическая партия «Аграрная партия России»	511	42	35	38	45	36	50	35	52	27	41	35	44	5	26	0					
		3.07%	3.23%	2.69%	2.67%	2.97%	2.77%	3.57%	2.73%	3.82%	2.89%	2.85%	2.76%	4.10%	2.11%	3.30%	0.00%					
