Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																												
Дата голосования: 04.12.2011																												
																												
Наименование Избирательной комиссии:    Ясненская																												
																												
Сводная таблица результатов выборов																												
																												
		Сумма	УИК №1790	УИК №1791	УИК №1792	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812					
1	"Число избирателей, внесенных в список избирателей"	17438	313	449	55	136	399	69	675	83	118	122	654	161	66	784	1902	1761	1720	2758	1849	1734	1630					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	17461	320	455	55	140	410	76	670	85	120	120	640	155	70	780	1900	1750	1680	2770	1940	1740	1585					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	12	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8106	101	278	47	66	192	33	338	54	82	85	307	83	29	410	738	825	687	1234	874	750	893					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	318	19	22	0	3	17	0	19	0	1	0	36	2	7	29	28	16	16	38	17	19	29					
6	Число погашенных избирательных бюллетеней	9025	200	155	8	67	201	43	313	31	37	35	297	70	34	333	1134	909	977	1498	1049	971	663					
7	Число избирательных бюллетеней в переносных ящиках для голосования	330	19	22	0	7	17	0	19	0	1	0	36	2	7	37	28	16	16	38	17	19	29					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8106	101	278	47	66	192	33	338	54	82	85	307	83	29	410	738	825	687	1234	874	750	893					
9	Число недействительных избирательных бюллетеней	112	3	4	0	0	0	0	2	2	0	0	3	2	0	5	11	7	12	19	21	11	10					
10	Число действительных избирательных бюллетеней	8324	117	296	47	73	209	33	355	52	83	85	340	83	36	442	755	834	691	1253	870	758	912					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	86	2	3	2	2	3	2	4	2	2	2	4	2	2	5	9	7	7	7	7	5	7					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	53	1	3	0	2	0	0	2	1	0	0	0	1	1	5	9	5	5	5	3	3	7					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	37	0	0	0	0	0	1	5	1	1	0	0	0	0	2	2	1	6	2	9	1	6					
14	Число погашенных неиспользованных открепительных удостоверений	33	1	0	2	0	3	2	2	1	2	2	4	1	1	0	0	2	2	2	4	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	13	0	0	0	0	0	0	1	0	0	0	0	0	0	1	4	0	0	1	2	1	3					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																												
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1443	27	64	9	9	29	4	68	8	12	8	69	13	1	39	124	166	121	210	159	137	166					
		17.11%	22.50%	21.33%	19.15%	12.33%	13.88%	12.12%	19.05%	14.81%	14.46%	9.41%	20.12%	15.29%	2.78%	8.72%	16.19%	19.74%	17.21%	16.51%	17.85%	17.82%	18.00%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1259	12	15	2	10	44	3	19	7	4	12	27	3	4	24	112	159	126	234	156	129	157					
		14.92%	10.00%	5.00%	4.26%	13.70%	21.05%	9.09%	5.32%	12.96%	4.82%	14.12%	7.87%	3.53%	11.11%	5.37%	14.62%	18.91%	17.92%	18.40%	17.51%	16.78%	17.03%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	63	0	1	0	1	1	0	1	0	0	1	3	0	0	0	5	6	3	14	14	7	6					
		0.75%	0.00%	0.33%	0.00%	1.37%	0.48%	0.00%	0.28%	0.00%	0.00%	1.18%	0.87%	0.00%	0.00%	0.00%	0.65%	0.71%	0.43%	1.10%	1.57%	0.91%	0.65%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2116	26	63	6	12	45	4	96	7	18	19	47	18	11	164	236	190	188	329	211	201	225					
		25.08%	21.67%	21.00%	12.77%	16.44%	21.53%	12.12%	26.89%	12.96%	21.69%	22.35%	13.70%	21.18%	30.56%	36.69%	30.81%	22.59%	26.74%	25.86%	23.68%	26.14%	24.40%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	122	4	1	1	1	3	2	1	1	1	0	2	0	1	0	13	14	10	26	9	12	20					
		1.45%	3.33%	0.33%	2.13%	1.37%	1.44%	6.06%	0.28%	1.85%	1.20%	0.00%	0.58%	0.00%	2.78%	0.00%	1.70%	1.66%	1.42%	2.04%	1.01%	1.56%	2.17%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3289	48	151	29	38	87	20	169	29	48	44	190	49	18	214	265	296	240	436	318	267	333					
		38.99%	40.00%	50.33%	61.70%	52.05%	41.63%	60.61%	47.34%	53.70%	57.83%	51.76%	55.39%	57.65%	50.00%	47.87%	34.60%	35.20%	34.14%	34.28%	35.69%	34.72%	36.12%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	0	1	0	2	0	0	1	0	0	1	2	0	1	1	0	3	3	4	3	5	5					
		0.38%	0.00%	0.33%	0.00%	2.74%	0.00%	0.00%	0.28%	0.00%	0.00%	1.18%	0.58%	0.00%	2.78%	0.22%	0.00%	0.36%	0.43%	0.31%	0.34%	0.65%	0.54%					
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
																												
