Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																					
Дата голосования: 07.12.2003 0:00:00																																					
																																					
Наименование Избирательной комиссии:    Городищенская																																					
																																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																					
																																					
		Сумма	УИК №642	УИК №643	УИК №644	УИК №645	УИК №646	УИК №647	УИК №648	УИК №649	УИК №650	УИК №651	УИК №652	УИК №653	УИК №654	УИК №655	УИК №656	УИК №657	УИК №658	УИК №659	УИК №660	УИК №661	УИК №662	УИК №663	УИК №664	УИК №665	УИК №666	УИК №667	УИК №668	УИК №669	УИК №670	УИК №671					
1	"Число избирателей, внесенных в списки"	42642	2955	1704	1810	2113	2149	1351	2686	1019	2371	1912	1144	419	1509	771	1752	1493	1410	853	452	971	780	2863	2743	1250	1900	398	768	392	206	498					
2	"Число бюллетеней, полученных участковыми комиссиями"	37122	2347	1459	1563	1684	1856	1129	2346	893	2115	1758	1030	355	1358	692	1524	1318	1271	767	395	880	703	2445	2517	1114	1575	360	682	354	185	447					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	19993	1458	763	882	1066	917	637	1112	524	1060	818	529	189	713	412	840	779	561	325	238	470	440	1277	1256	638	888	163	465	213	116	244					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	717	42	11	29	13	28	21	33	32	16	49	19	6	124	21	18	45	24	36	5	18	16	20	17	0	14	18	16	12	8	6					
6	Число погашенных бюллетеней	16410	846	685	652	605	912	470	1201	337	1039	887	482	160	521	259	666	494	686	406	156	392	247	1148	1244	476	673	179	201	129	61	196					
7	Число бюллетеней в переносных ящиках для голосования	717	42	11	29	13	28	21	33	32	16	49	19	6	124	21	18	45	24	36	5	18	16	20	17	0	14	18	16	12	8	6					
8	Число бюллетеней в стационарных ящиках для голосования	19960	1457	763	858	1066	917	638	1112	524	1060	818	529	189	713	410	840	779	560	323	238	470	436	1277	1256	638	887	164	465	213	116	244					
9	Число недействительных бюллетеней	523	32	25	9	10	17	15	33	20	15	19	18	8	21	26	9	29	16	3	8	20	10	18	13	43	29	12	22	12	8	3					
10	Число действительных бюллетеней	20154	1467	749	878	1069	928	644	1112	536	1061	848	530	187	816	405	849	795	568	356	235	468	442	1279	1260	595	872	170	459	213	116	247					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	295	10	10	10	10	10	10	10	0	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	96	4	9	4	7	4	1	4	0	7	3	8	1	2	2	3	4	2	0	0	0	0	5	12	0	9	1	2	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	126	55	7	6	9	1	3	5	3	0	5	2	1	3	2	0	5	0	2	2	2	2	1	1	1	2	1	1	0	1	3					
14	Число погашенных открепительных удостоверений	289	6	1	6	3	6	9	6	0	3	7	2	9	8	8	7	6	8	100	10	10	10	5	3	10	1	9	8	10	10	8					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	7	1	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1					
17	Число не учтенных при получении бюллетеней	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0					
																																					
18	"1. ""ЕДИНЕНИЕ"""	182	11	10	4	9	5	6	10	6	7	7	8	2	19	7	9	8	5	6	2	3	3	5	3	4	9	3	3	5	1	2					
		0.88%	0.73%	1.29%	0.45%	0.83%	0.52%	0.91%	0.87%	1.07%	0.65%	0.80%	1.45%	1.02%	2.27%	1.62%	1.04%	0.97%	0.85%	1.67%	0.82%	0.61%	0.66%	0.38%	0.23%	0.62%	0.99%	1.64%	0.62%	2.22%	0.80%	0.8%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	627	61	32	20	47	30	17	43	29	37	16	19	7	25	8	48	31	11	7	1	16	6	19	23	24	17	5	16	4	3	5					
		3.03%	4.06%	4.13%	2.25%	4.35%	3.17%	2.57%	3.75%	5.21%	3.43%	1.84%	3.46%	3.58%	2.98%	1.85%	5.59%	3.76%	1.88%	1.94%	0.41%	3.27%	1.32%	1.46%	1.80%	3.76%	1.88%	2.74%	3.32%	1.77%	2.41%	2.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	424	30	11	12	15	27	9	28	10	29	22	20	2	21	13	17	27	15	9	4	7	3	15	26	4	14	12	9	4	3	6					
		2.05%	2.00%	1.42%	1.35%	1.39%	2.85%	1.36%	2.44%	1.79%	2.69%	2.53%	3.64%	1.02%	2.50%	3.01%	1.98%	3.27%	2.56%	2.50%	1.64%	1.43%	0.66%	1.15%	2.04%	0.62%	1.55%	6.59%	1.87%	1.77%	2.41%	2.4%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	468	57	28	29	28	22	21	20	9	18	15	7	3	18	6	34	20	4	7	4	5	4	25	24	15	21	4	9	7	1	3					
		2.26%	3.80%	3.61%	3.26%	2.59%	2.32%	3.18%	1.74%	1.61%	1.67%	1.73%	1.27%	1.53%	2.15%	1.39%	3.96%	2.42%	0.68%	1.94%	1.64%	1.02%	0.88%	1.92%	1.88%	2.35%	2.33%	2.19%	1.87%	3.11%	0.80%	1.2%					
22	"5. ""За Русь Святую"""	86	4	5	3	3	3	4	6	1	5	2	1	1	2	0	6	3	2	3	4	5	0	5	6	2	5	2	1	0	0	2					
		0.41%	0.26%	0.64%	0.33%	0.27%	0.31%	0.60%	0.52%	0.17%	0.46%	0.23%	0.18%	0.51%	0.23%	0.0%	0.69%	0.36%	0.34%	0.83%	1.64%	1.02%	0.0%	0.38%	0.47%	0.31%	0.55%	1.09%	0.20%	0.0%	0.0%	0.8%					
23	"6. ""Объединенная Российская партия ""Русь"""	55	2	2	3	1	2	3	6	0	2	0	1	0	3	1	3	2	2	1	1	3	3	5	6	0	0	0	2	1	0	0					
		0.26%	0.13%	0.25%	0.33%	0.09%	0.21%	0.45%	0.52%	0.0%	0.18%	0.0%	0.18%	0.0%	0.35%	0.23%	0.34%	0.24%	0.34%	0.27%	0.41%	0.61%	0.66%	0.38%	0.47%	0.0%	0.0%	0.0%	0.41%	0.44%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	122	11	6	3	7	10	5	5	3	11	4	3	1	6	0	5	5	3	3	0	2	0	10	4	3	2	1	1	1	1	6					
		0.59%	0.73%	0.77%	0.33%	0.64%	1.05%	0.75%	0.43%	0.53%	1.02%	0.46%	0.54%	0.51%	0.71%	0.0%	0.58%	0.60%	0.51%	0.83%	0.0%	0.40%	0.0%	0.77%	0.31%	0.47%	0.22%	0.54%	0.20%	0.44%	0.80%	2.4%					
25	"8. ""Народно-республиканская партия России"""	26	2	0	0	1	0	0	1	0	0	0	0	0	2	1	1	2	0	1	0	2	0	10	0	0	2	0	0	1	0	0					
		0.12%	0.13%	0.0%	0.0%	0.09%	0.0%	0.0%	0.08%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.23%	0.11%	0.24%	0.0%	0.27%	0.0%	0.40%	0.0%	0.77%	0.0%	0.0%	0.22%	0.0%	0.0%	0.44%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	56	3	1	1	6	6	2	3	1	5	3	0	0	3	0	1	3	1	3	3	0	1	0	4	2	2	1	0	1	0	0					
		0.27%	0.20%	0.12%	0.11%	0.55%	0.63%	0.30%	0.26%	0.17%	0.46%	0.34%	0.0%	0.0%	0.35%	0.0%	0.11%	0.36%	0.17%	0.83%	1.23%	0.0%	0.22%	0.0%	0.31%	0.31%	0.22%	0.54%	0.0%	0.44%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	610	25	18	28	35	16	10	13	29	25	20	26	13	14	24	25	28	29	12	6	15	17	43	46	14	20	11	14	12	7	15					
		2.95%	1.66%	2.32%	3.15%	3.24%	1.69%	1.51%	1.13%	5.21%	2.32%	2.30%	4.74%	6.66%	1.67%	5.56%	2.91%	3.39%	4.96%	3.34%	2.46%	3.07%	3.76%	3.31%	3.61%	2.19%	2.21%	6.04%	2.91%	5.33%	5.64%	6.0%					
28	"11. ""Истинные патриоты России"""	21	0	0	5	0	1	3	0	0	1	2	0	1	1	0	0	0	0	0	1	0	4	0	1	1	0	0	0	0	0	0					
		0.10%	0.0%	0.0%	0.56%	0.0%	0.10%	0.45%	0.0%	0.0%	0.09%	0.23%	0.0%	0.51%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.41%	0.0%	0.88%	0.0%	0.07%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	164	14	6	0	5	8	4	8	4	10	4	1	0	10	4	7	7	5	7	1	0	3	9	11	7	12	1	6	3	0	7					
