Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																													
Дата голосования: 04.12.2011																													
																													
Наименование Избирательной комиссии:    Красносельская																													
																													
Сводная таблица результатов выборов																													
																													
		Сумма	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348					
1	"Число избирателей, внесенных в список избирателей"	15729	2317	2196	2322	1399	468	253	866	527	492	546	221	177	188	347	301	515	764	570	268	620	179	193					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	12143	1700	1700	1700	1000	350	200	600	400	400	400	200	193	200	300	250	400	600	450	220	500	183	197					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	8181	1085	1114	1217	797	259	125	434	309	193	249	89	128	132	184	143	287	398	327	180	323	115	93					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	942	60	26	31	32	48	10	60	10	62	86	47	15	19	38	39	60	90	37	25	104	18	25					
6	Число погашенных избирательных бюллетеней	3020	555	560	452	171	43	65	106	81	145	65	64	50	49	78	68	53	112	86	15	73	50	79					
7	Число избирательных бюллетеней в переносных ящиках для голосования	942	60	26	31	32	48	10	60	10	62	86	47	15	19	38	39	60	90	37	25	104	18	25					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	8181	1085	1114	1217	797	259	125	434	309	193	249	89	128	132	184	143	287	398	327	180	323	115	93					
9	Число недействительных избирательных бюллетеней	197	20	24	19	16	2	3	6	5	0	6	3	2	4	1	18	46	7	7	2	3	3	0					
10	Число действительных избирательных бюллетеней	8926	1125	1116	1229	813	305	132	488	314	255	329	133	141	147	221	164	301	481	357	203	424	130	118					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	172	7	7	13	7	7	5	7	9	11	9	7	14	7	7	7	7	7	5	7	10	7	5					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	122	5	7	13	6	0	2	7	9	11	9	3	14	7	0	7	5	5	1	2	2	7	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	157	28	17	12	6	1	0	33	9	6	9	0	3	2	0	1	2	7	7	1	7	5	1					
14	Число погашенных неиспользованных открепительных удостоверений	50	2	0	0	1	7	3	0	0	0	0	4	0	0	7	0	2	2	4	5	8	0	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	26	4	1	1	1	0	1	0	0	0	1	0	7	3	2	0	1	1	2	0	1	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2124	265	300	301	192	61	52	119	90	79	82	22	36	35	47	34	58	111	79	37	72	30	22					
		23.28%	23.14%	26.32%	24.12%	23.16%	19.87%	38.52%	24.09%	28.21%	30.98%	24.48%	16.18%	25.17%	23.18%	21.17%	18.68%	16.71%	22.75%	21.70%	18.05%	16.86%	22.56%	18.64%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	1337	172	129	177	88	57	23	82	61	29	73	39	13	23	21	37	50	89	50	39	55	14	16					
		14.66%	15.02%	11.32%	14.18%	10.62%	18.57%	17.04%	16.60%	19.12%	11.37%	21.79%	28.68%	9.09%	15.23%	9.46%	20.33%	14.41%	18.24%	13.74%	19.02%	12.88%	10.53%	13.56%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	86	12	14	17	15	2	1	2	3	0	1	0	1	1	2	1	3	3	3	2	3	0	0					
		0.94%	1.05%	1.23%	1.36%	1.81%	0.65%	0.74%	0.40%	0.94%	0.00%	0.30%	0.00%	0.70%	0.66%	0.90%	0.55%	0.86%	0.61%	0.82%	0.98%	0.70%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2043	290	303	349	282	53	14	112	62	55	53	21	33	19	35	26	33	63	92	17	79	29	23					
		22.39%	25.33%	26.58%	27.96%	34.02%	17.26%	10.37%	22.67%	19.44%	21.57%	15.82%	15.44%	23.08%	12.58%	15.77%	14.29%	9.51%	12.91%	25.27%	8.29%	18.50%	21.80%	19.49%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	163	31	23	27	12	3	3	19	3	3	10	2	0	0	2	0	4	10	0	0	5	3	3					
		1.79%	2.71%	2.02%	2.16%	1.45%	0.98%	2.22%	3.85%	0.94%	1.18%	2.99%	1.47%	0.00%	0.00%	0.90%	0.00%	1.15%	2.05%	0.00%	0.00%	1.17%	2.26%	2.54%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3137	350	345	356	220	127	39	149	94	87	110	47	57	69	112	64	153	200	133	108	210	53	54					
		34.39%	30.57%	30.26%	28.53%	26.54%	41.37%	28.89%	30.16%	29.47%	34.12%	32.84%	34.56%	39.86%	45.70%	50.45%	35.16%	44.09%	40.98%	36.54%	52.68%	49.18%	39.85%	45.76%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	36	5	2	2	4	2	0	5	1	2	0	2	1	0	2	2	0	5	0	0	0	1	0					
		0.39%	0.44%	0.18%	0.16%	0.48%	0.65%	0.00%	1.01%	0.31%	0.78%	0.00%	1.47%	0.70%	0.00%	0.90%	1.10%	0.00%	1.02%	0.00%	0.00%	0.00%	0.75%	0.00%					
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
