Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																							
Дата голосования: 02.12.2007																																							
																																							
Наименование Избирательной комиссии:    Измалковская																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606					
1	"Число избирателей, внесенных в списки избирателей"	14156	530	949	209	323	306	294	70	91	172	255	73	2270	1256	180	139	409	204	110	284	815	237	145	493	130	412	112	503	268	431	233	1119	1134					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	12428	470	860	200	300	275	265	70	95	175	235	75	1800	1000	175	140	380	200	108	260	745	215	145	445	135	370	115	450	240	385	210	950	940					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	7811	189	502	102	148	90	177	42	64	124	142	48	1246	656	102	76	251	113	69	167	403	156	78	280	77	223	72	334	161	302	154	669	594					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1927	122	129	36	63	104	59	15	19	20	71	9	88	181	30	22	101	41	18	33	82	45	31	82	35	101	15	47	60	31	30	90	117					
6	Число погашенных избирательных бюллетеней	2690	159	229	62	89	81	29	13	12	31	22	18	466	163	43	42	28	46	21	60	260	14	36	83	23	46	28	69	19	52	26	191	229					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1927	122	129	36	63	104	59	15	19	20	71	9	88	181	30	22	101	41	18	33	82	45	31	82	35	101	15	47	60	31	30	90	117					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	7811	189	502	102	148	90	177	42	64	124	142	48	1246	656	102	76	251	113	69	167	403	156	78	280	77	223	72	334	161	302	154	669	594					
9	Число недействительных избирательных бюллетеней	70	5	4	0	1	1	0	1	0	1	7	0	7	4	2	1	0	2	0	2	6	0	2	1	0	5	0	3	0	0	3	9	3					
10	Число действительных избирательных бюллетеней	9668	306	627	138	210	193	236	56	83	143	206	57	1327	833	130	97	352	152	87	198	479	201	107	361	112	319	87	378	221	333	181	750	708					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	214	3	5	6	7	7	5	3	3	4	5	4	29	15	4	4	8	7	5	10	5	5	5	6	7	10	5	4	10	3	5	9	6					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	86	0	3	0	0	0	0	0	1	0	3	0	28	8	0	0	8	0	1	3	4	0	0	5	1	2	0	2	3	1	3	7	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	48	0	2	0	0	2	0	0	0	1	1	0	6	2	1	1	0	1	0	1	2	3	1	3	1	2	0	2	1	2	2	6	5					
14	Число погашенных неиспользованных открепительных удостоверений	128	3	2	6	7	7	5	3	2	4	2	4	1	7	4	4	0	7	4	7	1	5	5	1	6	8	5	2	7	2	2	2	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
