Выборы Президента Российской Федерации																																																																																																																		
Дата голосования: 18.03.2018																																																																																																																		
																																																																																																																		
Наименование Избирательной комиссии:    Наро-Фоминская городская																																																																																																																		
																																																																																																																		
Сводная таблица итогов голосования																																																																																																																		
																																																																																																																		
	Число участковых избирательных комиссий	103																																																																																																																
	"Число участковых избирательных комиссий, приступивших к передаче сведений"	103																																																																																																																
																																																																																																																		
		Сумма	УИК №1742	УИК №1743	УИК №1744	УИК №1745	УИК №1746	УИК №1747	УИК №1748	УИК №1749	УИК №1750	УИК №1751	УИК №1752	УИК №1753	УИК №1754	УИК №1755	УИК №1756	УИК №1757	УИК №1758	УИК №1759	УИК №1760	УИК №1761	УИК №1762	УИК №1763	УИК №1764	УИК №1765	УИК №1766	УИК №1767	УИК №1768	УИК №1769	УИК №1770	УИК №1771	УИК №1772	УИК №1773	УИК №1774	УИК №1775	УИК №1776	УИК №1777	УИК №1778	УИК №1779	УИК №1780	УИК №1781	УИК №1782	УИК №1783	УИК №1784	УИК №1785	УИК №1786	УИК №1787	УИК №1788	УИК №1789	УИК №1790	УИК №1791	УИК №1792	УИК №1793	УИК №1794	УИК №1795	УИК №1796	УИК №1797	УИК №1798	УИК №1799	УИК №1800	УИК №1801	УИК №1802	УИК №1803	УИК №1804	УИК №1805	УИК №1806	УИК №1807	УИК №1808	УИК №1809	УИК №1810	УИК №1811	УИК №1812	УИК №1813	УИК №1814	УИК №1815	УИК №1816	УИК №1817	УИК №1818	УИК №1819	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №3873	УИК №3874	УИК №3875	УИК №3876	УИК №3877	УИК №3878	УИК №3879	УИК №3880	УИК №3881	УИК №3882	УИК №3883	УИК №3884	УИК №3885	УИК №4205	УИК №4206	УИК №4227									
1	"Число избирателей, включенных в список избирателей"	133191	708	1397	942	1488	1486	1411	1232	1563	1289	1395	1493	1153	1000	1522	984	1487	1148	879	320	1750	1481	1368	1907	523	1279	2625	2211	2391	2487	1218	1795	1197	574	1164	1888	1089	1145	1001	1075	1369	2046	1138	1147	1589	1399	1476	1235	1226	1511	1374	268	186	310	1870	2293	1355	1859	2201	2260	2438	1361	1119	1276	1107	1498	1342	1330	1284	1329	870	573	2069	584	1267	1288	888	1354	1156	1149	513	750	686	1090	1494	1369	547	1275	1579	1034	1152	962	1819	1389	1310	1386	1239	2350	1964	1149	1172	152	193	158									
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	124205	600	1300	900	1400	1400	1300	1100	1500	1200	1300	1400	1000	1000	1500	900	1400	1100	800	300	1700	1400	1300	1800	800	1200	2500	2100	2100	2300	1200	1800	1200	500	1000	1700	1000	1000	900	1000	1200	1700	1000	1100	1400	1100	1200	1200	1200	1400	1300	230	130	300	1800	2200	1200	1900	2100	2300	2400	1300	1100	1200	1000	1300	1300	1200	1200	1300	800	500	1700	500	1100	1100	700	1200	1000	1100	500	700	600	1000	1300	1300	500	1200	1500	1000	1100	900	1700	1300	1200	1300	1100	2700	1900	900	1100	145	200	200									
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	"Число избирательных бюллетеней, выданных в помещении для голосования в день голосования"	81655	398	821	569	908	835	886	764	929	786	798	793	623	538	859	515	782	666	430	155	1068	944	777	1065	509	774	2013	1674	1539	1761	702	1220	710	419	651	1051	594	681	545	615	725	1193	687	633	856	914	758	672	589	941	750	144	89	176	1100	1454	808	1284	1653	1617	1668	953	619	699	629	849	965	768	678	798	545	281	1217	361	745	818	501	846	724	694	286	472	331	634	811	853	244	705	859	598	597	565	1373	808	908	657	700	2346	1320	773	720	42	141	144									
5	"Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования"	2600	6	13	6	13	25	9	22	19	10	23	16	14	22	30	9	22	17	12	26	13	22	39	18	14	12	1	2	268	18	11	6	2	0	15	17	23	8	14	15	27	11	9	16	19	19	38	8	5	25	35	29	16	7	18	19	6	15	2	4	55	15	9	22	27	9	9	20	30	9	9	20	54	30	24	12	102	38	16	126	102	35	48	55	45	14	93	13	28	13	26	22	8	21	6	51	34	4	12	10	16	103	40	5									
6	Число погашенных избирательных бюллетеней	39947	196	466	325	479	540	405	314	552	404	479	591	363	440	611	376	596	417	358	119	619	434	484	717	277	414	486	424	293	521	487	574	488	81	334	632	383	311	341	370	448	496	304	451	525	167	404	520	606	434	515	57	25	117	679	727	386	601	445	679	677	332	472	479	344	442	326	412	492	493	246	199	429	109	331	270	97	316	260	280	112	193	221	311	444	433	163	482	613	389	477	313	319	471	286	592	366	350	568	117	364	0	19	51									
