Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																										
Дата голосования: 02.12.2007																																										
																																										
Наименование Избирательной комиссии:    Катав-Ивановская																																										
																																										
Сводная таблица результатов выборов																																										
																																										
		Сумма	УИК №976	УИК №977	УИК №978	УИК №979	УИК №980	УИК №981	УИК №982	УИК №983	УИК №984	УИК №985	УИК №986	УИК №987	УИК №988	УИК №989	УИК №990	УИК №991	УИК №992	УИК №993	УИК №994	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010					
1	"Число избирателей, внесенных в списки избирателей"	29031	1310	987	1124	1363	562	1127	1211	1364	453	555	1253	533	182	1622	1382	588	1344	1698	1186	1151	1828	1416	1301	935	75	106	261	506	271	231	355	455	125	92	79					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	27000	1200	1000	1010	1250	530	1100	1100	1100	400	500	1200	500	160	1600	1300	530	1300	1600	1000	1000	1700	1400	1100	900	70	100	260	500	250	230	360	450	130	90	80					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	15346	708	609	500	722	238	673	603	632	214	282	571	254	110	890	702	284	598	923	616	652	938	642	647	581	47	79	173	398	152	158	261	257	111	75	46					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1429	74	31	117	60	50	50	55	153	36	14	55	25	17	27	50	41	53	45	17	9	77	85	83	23	4	7	22	19	31	24	25	33	0	4	13					
6	Число погашенных избирательных бюллетеней	10223	418	360	393	468	242	377	442	315	150	204	574	221	33	683	548	205	649	632	367	339	685	671	370	296	19	14	65	83	67	48	74	160	19	11	21					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1428	74	31	117	60	50	50	55	153	36	14	55	25	17	27	50	41	53	45	17	9	76	85	83	23	4	7	22	19	31	24	25	33	0	4	13					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	15320	707	608	500	722	238	673	603	632	214	282	571	254	110	890	702	284	598	923	616	652	937	642	647	558	47	79	173	398	152	158	261	257	111	75	46					
9	Число недействительных избирательных бюллетеней	149	6	5	3	6	2	3	5	5	3	3	0	1	1	10	4	1	9	13	5	11	12	8	7	3	0	2	5	5	1	1	3	1	0	5	0					
10	Число действительных избирательных бюллетеней	16599	775	634	614	776	286	720	653	780	247	293	626	278	126	907	748	324	642	955	628	650	1001	719	723	578	51	84	190	412	182	181	283	289	111	74	59					
