Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Тункинская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597	УИК №598	УИК №599	УИК №600	УИК №601	УИК №602	УИК №603	УИК №604	УИК №605	УИК №606	УИК №607	УИК №608	УИК №609	УИК №610	УИК №611	УИК №612	УИК №613	УИК №614	УИК №615	УИК №616	УИК №617					
1	"Число избирателей, внесенных в списки"	15476	268	625	633	192	415	139	205	221	406	783	253	356	49	120	56	407	313	876	495	162	846	42	415	418	148	818	948	1020	914	861	375	432	119	509	637					
2	"Число бюллетеней, полученных участковыми комиссиями"	15202	259	606	608	205	396	139	198	221	398	742	251	345	47	119	55	399	303	853	482	162	855	40	404	406	156	766	947	1001	891	827	375	434	180	495	637					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	8261	144	315	357	128	304	99	102	115	182	365	111	216	36	75	35	182	136	539	253	86	464	31	277	271	97	425	463	401	425	374	199	236	71	280	467					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	779	10	32	24	15	42	0	25	17	43	59	16	17	6	10	3	31	33	22	4	28	44	3	16	15	6	10	18	21	31	63	24	45	15	12	19					
6	Число погашенных бюллетеней	6162	105	259	227	62	50	40	71	89	173	318	124	112	5	34	17	186	134	292	225	48	347	6	111	120	53	331	466	579	435	390	152	153	94	203	151					
7	Число бюллетеней в переносных ящиках для голосования	779	10	32	24	15	42	0	25	17	43	59	16	17	6	10	3	31	33	22	4	28	44	3	16	15	6	10	18	21	31	63	24	45	15	12	19					
8	Число бюллетеней в стационарных ящиках для голосования	8261	144	315	357	128	304	99	102	115	182	365	111	216	36	75	35	182	136	539	253	86	464	31	277	271	97	425	463	401	425	374	199	236	71	280	467					
9	Число недействительных бюллетеней	262	11	7	28	5	1	2	2	3	8	14	1	8	0	6	1	6	8	22	4	2	26	1	1	2	10	7	22	7	3	19	5	6	3	5	6					
10	Число действительных бюллетеней	8778	143	340	353	138	345	97	125	129	217	410	126	225	42	79	37	207	161	539	253	112	482	33	292	284	93	428	459	415	453	418	218	275	83	287	480					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	250	2	9	10	2	4	1	2	2	4	10	2	3	1	1	1	4	3	20	10	2	20	0	5	5	2	20	20	20	20	20	4	5	2	4	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	35	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	5	0	2	0	0	0	1	8	1	7	3	0	0	1	0	0	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	42	0	2	0	1	0	0	3	0	0	0	0	2	1	1	0	0	0	15	6	0	0	0	0	0	0	0	2	3	0	0	0	1	3	2	0					
14	Число погашенных открепительных удостоверений	215	2	9	10	2	4	1	2	2	4	9	2	3	1	1	1	3	3	17	5	2	18	0	5	5	1	12	19	13	17	20	4	4	2	4	8					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																										
18	"1. ""ЕДИНЕНИЕ"""	321	5	8	28	4	5	2	6	9	18	9	4	17	1	8	2	10	3	17	9	5	21	0	16	13	7	11	10	7	8	11	10	7	4	13	13					
		3.55%	3.24%	2.30%	7.34%	2.79%	1.44%	2.02%	4.72%	6.81%	8.0%	2.12%	3.14%	7.29%	2.38%	9.41%	5.26%	4.69%	1.77%	3.03%	3.50%	4.38%	4.13%	0.0%	5.46%	4.54%	6.79%	2.52%	2.07%	1.65%	1.75%	2.51%	4.48%	2.49%	4.65%	4.45%	2.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	437	6	7	16	11	4	0	2	0	8	9	2	9	3	1	2	11	4	10	11	4	24	3	37	24	7	28	28	18	18	45	11	10	6	14	44					
		4.83%	3.89%	2.01%	4.19%	7.69%	1.15%	0.0%	1.57%	0.0%	3.55%	2.12%	1.57%	3.86%	7.14%	1.17%	5.26%	5.16%	2.36%	1.78%	4.28%	3.50%	4.72%	8.82%	12.62%	8.39%	6.79%	6.43%	5.82%	4.26%	3.94%	10.29%	4.93%	3.55%	6.97%	4.79%	9.05%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	264	3	15	12	7	6	7	1	2	5	11	6	7	1	2	1	8	4	19	9	3	17	0	1	9	2	7	20	23	7	13	4	5	1	11	15					
		2.92%	1.94%	4.32%	3.14%	4.89%	1.73%	7.07%	0.78%	1.51%	2.22%	2.59%	4.72%	3.00%	2.38%	2.35%	2.63%	3.75%	2.36%	3.38%	3.50%	2.63%	3.34%	0.0%	0.34%	3.14%	1.94%	1.60%	4.15%	5.45%	1.53%	2.97%	1.79%	1.77%	1.16%	3.76%	3.08%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	114	1	3	7	1	2	0	1	1	3	10	7	1	0	2	0	0	0	15	7	1	1	1	1	1	0	2	8	4	12	4	3	0	4	3	8					
