Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																
Дата голосования: 07.12.2003 0:00:00																																																
																																																
Наименование Избирательной комиссии:    Кировская																																																
																																																
Сводная таблица итогов голосования  по федеральному округу																																																
																																																
		Сумма	УИК №557	УИК №558	УИК №559	УИК №560	УИК №561	УИК №562	УИК №563	УИК №564	УИК №565	УИК №566	УИК №567	УИК №568	УИК №569	УИК №570	УИК №571	УИК №572	УИК №573	УИК №574	УИК №575	УИК №576	УИК №577	УИК №578	УИК №579	УИК №580	УИК №581	УИК №582	УИК №583	УИК №584	УИК №585	УИК №586	УИК №587	УИК №588	УИК №589	УИК №590	УИК №591	УИК №592	УИК №593	УИК №594	УИК №595	УИК №596	УИК №597					
1	"Число избирателей, внесенных в списки"	66324	2612	2606	2578	2992	2999	2759	2921	2373	306	2579	2642	2694	2708	2602	2131	1875	2930	2687	2476	834	864	626	2537	288	1880	2385	86	1223	90	1364	1593	1275	593	106	149	188	1554	371	165	481	202					
2	"Число бюллетеней, полученных участковыми комиссиями"	66000	2600	2580	2580	3000	3000	2730	2850	2360	310	2580	2630	2700	2720	2600	2140	1830	2920	2670	2200	830	880	630	2540	290	2000	2390	85	1200	90	1390	1610	1250	600	100	145	190	1560	370	170	480	200					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	26280	1085	1137	1165	1293	1193	1285	1087	1128	105	1040	990	1168	1222	1000	902	509	1056	1033	879	331	378	159	978	137	778	958	57	483	43	430	625	412	147	8	10	96	572	136	48	160	57					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	1637	28	25	39	10	21	16	140	87	36	31	15	22	26	18	5	121	19	29	22	51	11	30	27	9	15	16	10	99	21	39	26	27	75	33	78	17	60	28	54	118	83					
6	Число погашенных бюллетеней	38083	1487	1418	1376	1697	1786	1429	1623	1145	169	1509	1625	1510	1472	1582	1233	1200	1845	1608	1299	448	491	441	1535	144	1207	1416	18	618	26	921	959	811	378	59	57	77	928	206	68	202	60					
7	Число бюллетеней в переносных ящиках для голосования	1643	28	25	39	10	21	22	140	87	36	31	15	22	26	18	5	121	19	29	22	51	11	30	27	9	15	16	10	99	21	39	26	27	75	33	78	17	60	28	54	118	83					
8	Число бюллетеней в стационарных ящиках для голосования	26258	1085	1135	1165	1291	1193	1269	1086	1128	105	1040	990	1168	1222	999	902	509	1056	1033	879	331	378	159	978	137	778	958	57	483	43	430	625	412	147	8	10	96	572	136	48	160	57					
9	Число недействительных бюллетеней	343	10	14	6	8	3	8	7	26	3	7	11	13	5	8	11	7	17	18	14	7	9	8	19	0	6	11	3	14	1	16	11	9	5	0	0	0	14	2	1	5	6					
10	Число действительных бюллетеней	27558	1103	1146	1198	1293	1211	1283	1219	1189	138	1064	994	1177	1243	1009	896	623	1058	1044	887	375	380	181	986	146	787	963	64	568	63	453	640	430	217	41	88	113	618	162	101	273	134					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	978	33	35	35	35	40	35	35	35	10	35	35	35	35	35	30	30	35	35	25	15	15	10	35	10	30	35	10	20	10	20	25	20	10	10	10	10	20	10	10	10	10					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	195	2	0	9	5	7	10	11	6	0	8	1	3	6	4	1	4	12	8	7	6	5	1	13	2	6	5	1	8	0	6	17	4	7	0	0	1	5	1	2	1	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	200	9	5	5	3	2	9	5	5	8	2	2	5	1	3	9	10	11	6	0	10	1	1	13	4	4	0	8	12	5	2	7	7	3	8	2	1	3	0	3	2	4					
14	Число погашенных открепительных удостоверений	783	31	35	26	30	33	25	24	29	10	27	34	32	29	31	29	26	23	27	18	9	10	9	22	8	24	30	9	12	10	14	8	16	3	10	10	9	15	9	8	9	10					
15	Число открепительных удостоверений выданных ТИК	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
