Выборы Президента Российской Федерации																																						
																																						
Наименование Избирательной комиссии:    Невельская																																						
																																						
Итоги голосования 																																						
																																						
		Сумма	УИК №671	УИК №672	УИК №673	УИК №674	УИК №675	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №695	УИК №696	УИК №697	УИК №698	УИК №699	УИК №700	УИК №701					
1	"Число избирателей, внесенных в список"	25727	1513	1461	1485	1622	1493	1655	1590	1632	1501	1493	727	434	370	776	434	337	585	548	276	396	730	529	427	260	219	275	712	278	1242	308	419					
2	Число полученных избирательных бюллетеней	25404	1491	1445	1479	1609	1494	1631	1577	1563	1483	1501	729	434	357	722	435	336	585	546	273	387	738	539	430	263	221	276	681	275	1189	310	405					
3	"Число избирательных бюллетеней, выданных  досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных в день голосования"	12251	823	708	837	726	882	934	907	775	764	945	228	99	109	410	205	129	213	129	143	115	404	161	167	84	99	107	299	71	578	65	135					
5	"Число избирательных бюллетеней, выданных вне помещения"	3471	43	41	34	83	23	34	40	116	34	27	224	215	131	93	94	80	190	235	89	134	102	199	105	80	57	88	228	126	226	158	142					
6	Число погашенных избирательных бюллетеней	9682	625	696	608	800	589	663	630	672	685	529	277	120	117	219	136	127	182	182	41	138	232	179	158	99	65	81	154	78	385	87	128					
7	Число избирательных бюллетеней в переносных ящиках	3471	43	41	34	83	23	34	40	116	34	27	224	215	131	93	94	80	190	235	89	134	102	199	105	80	57	88	228	126	226	158	142					
8	Число бюллетеней в стационарных ящиках для голосования	12249	823	708	837	725	882	934	907	775	764	945	228	99	109	410	205	129	212	129	143	115	404	161	167	84	99	107	299	71	578	65	135					
9	Число недействительных избирательных бюллетеней	124	9	4	4	7	4	7	7	10	5	8	6	1	1	6	3	2	3	0	1	0	11	3	3	0	0	2	8	3	5	0	1					
10	Число действительных избирательных бюллетеней	15596	857	745	867	801	901	961	940	881	793	964	446	313	239	497	296	207	399	364	231	249	495	357	269	164	156	193	519	194	799	223	276					
11	Число полученных открепительных  удостоверений	400	15	15	15	25	25	25	15	15	15	25	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	176	8	5	14	15	20	18	15	9	10	19	3	4	0	6	4	0	0	0	1	1	6	8	2	2	2	0	0	0	2	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	174	4	7	1	6	5	11	14	5	9	7	3	5	6	30	4	4	1	2	1	6	5	1	3	4	2	3	5	2	13	3	2					
14	Число неиспользованных открепительных удостоверений	224	7	10	1	10	5	7	0	6	5	6	7	6	10	4	6	10	10	10	9	9	4	2	8	8	8	10	10	10	8	8	10					
15	"Число открепительных удостоверений, выданных в ТИК"	13	2	0	0	1	0	2	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																						
18	. Глазьев Сергей Юрьевич	506	33	25	30	37	22	28	45	28	28	46	11	9	5	25	4	6	5	19	7	4	16	25	8	2	2	6	7	2	11	5	5					
		3.22%	3.81%	3.34%	3.44%	4.58%	2.43%	2.89%	4.75%	3.14%	3.51%	4.73%	2.43%	2.87%	2.08%	4.97%	1.34%	2.87%	1.24%	5.22%	3.02%	1.61%	3.16%	6.94%	2.94%	1.22%	1.28%	3.08%	1.33%	1.02%	1.37%	2.24%	1.81%					
19	. Малышкин Олег Александрович	283	12	12	13	14	14	22	15	12	17	11	8	5	6	6	3	4	10	7	7	7	8	4	8	7	4	3	10	2	14	7	11					
		1.80%	1.39%	1.60%	1.49%	1.73%	1.55%	2.27%	1.58%	1.35%	2.13%	1.13%	1.77%	1.59%	2.50%	1.19%	1.00%	1.91%	2.49%	1.92%	3.02%	2.81%	1.58%	1.11%	2.94%	4.27%	2.56%	1.54%	1.90%	1.02%	1.74%	3.14%	3.97%					
20	. Миронов Сергей Михайлович	166	10	7	3	5	3	10	11	9	5	11	8	4	2	4	7	1	4	2	1	4	4	5	5	3	2	3	2	2	16	5	8					
		1.06%	1.15%	0.93%	0.34%	0.62%	0.33%	1.03%	1.16%	1.01%	0.63%	1.13%	1.77%	1.27%	0.83%	0.80%	2.34%	0.48%	1.00%	0.55%	0.43%	1.61%	0.79%	1.39%	1.84%	1.83%	1.28%	1.54%	0.38%	1.02%	1.99%	2.24%	2.89%					
21	. Путин Владимир Владимирович	11138	588	532	621	613	661	719	665	684	564	665	325	228	174	321	227	139	291	249	137	172	342	274	179	108	97	128	430	153	535	150	167					
		70.85%	67.90%	71.03%	71.30%	75.87%	73.04%	74.28%	70.22%	76.77%	70.68%	68.42%	71.90%	72.61%	72.50%	63.82%	75.92%	66.51%	72.39%	68.41%	59.05%	69.08%	67.59%	76.11%	65.81%	65.85%	62.18%	65.64%	81.59%	77.66%	66.54%	67.26%	60.29%					
22	. Хакамада Ирина Муцуовна	287	19	8	20	19	23	12	21	9	19	25	9	1	5	12	8	6	4	8	3	1	7	2	1	1	7	2	7	1	19	4	4					
		1.83%	2.19%	1.07%	2.30%	2.35%	2.54%	1.24%	2.22%	1.01%	2.38%	2.57%	1.99%	0.32%	2.08%	2.39%	2.68%	2.87%	1.00%	2.20%	1.29%	0.40%	1.38%	0.56%	0.37%	0.61%	4.49%	1.03%	1.33%	0.51%	2.36%	1.79%	1.44%					
23	. Харитонов Николай Михайлович	2939	175	145	164	97	158	149	155	125	144	187	79	64	44	116	42	48	84	77	76	59	111	44	60	38	40	49	59	32	190	52	76					
		18.70%	20.21%	19.36%	18.83%	12.00%	17.46%	15.39%	16.37%	14.03%	18.05%	19.24%	17.48%	20.38%	18.33%	23.06%	14.05%	22.97%	20.90%	21.15%	32.76%	23.69%	21.94%	12.22%	22.06%	23.17%	25.64%	25.13%	11.20%	16.24%	23.63%	23.32%	27.44%					
																																						
24	Против всех	277	20	16	16	16	20	21	28	14	16	19	6	2	3	13	5	3	1	2	0	2	7	3	8	5	4	2	4	2	14	0	5					
		1.76%	2.31%	2.14%	1.84%	1.98%	2.21%	2.17%	2.96%	1.57%	2.01%	1.95%	1.33%	0.64%	1.25%	2.58%	1.67%	1.44%	0.25%	0.55%	0.00%	0.80%	1.38%	0.83%	2.94%	3.05%	2.56%	1.03%	0.76%	1.02%	1.74%	0.00%	1.81%					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
