Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																		
Дата голосования: 07.12.2003 0:00:00																																																		
																																																		
Наименование Избирательной комиссии:    Салаватская																																																		
																																																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																		
																																																		
		Сумма	УИК №2965	УИК №2966	УИК №2967	УИК №2968	УИК №2969	УИК №2970	УИК №2971	УИК №2972	УИК №2973	УИК №2974	УИК №2975	УИК №2976	УИК №2977	УИК №2978	УИК №2979	УИК №2980	УИК №2981	УИК №2982	УИК №2983	УИК №2984	УИК №2985	УИК №2986	УИК №2987	УИК №2988	УИК №2989	УИК №2990	УИК №2991	УИК №2992	УИК №2993	УИК №2994	УИК №2995	УИК №2996	УИК №2997	УИК №2998	УИК №2999	УИК №3000	УИК №3001	УИК №3002	УИК №3003	УИК №3004	УИК №3005	УИК №3006	УИК №3007					
1	"Число избирателей, внесенных в списки"	19398	596	502	353	1083	166	199	454	129	401	216	435	228	342	738	198	302	340	328	416	1640	1317	250	368	133	198	98	335	465	598	177	154	783	193	630	262	821	360	254	178	718	1018	680	342					
2	"Число бюллетеней, полученных участковыми комиссиями"	19445	607	504	349	1061	170	203	459	151	418	219	434	235	342	728	215	278	323	309	415	1637	1206	242	389	131	193	101	331	458	610	177	163	781	197	621	245	832	368	316	187	823	1000	678	339					
3	"Число бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число бюллетеней, выданных избирателям на избирательном участке"	15189	467	406	285	884	149	188	349	124	334	146	365	190	257	622	194	229	277	236	351	1226	1017	225	322	103	142	89	206	312	462	157	151	549	176	549	215	640	284	248	145	533	659	511	215					
5	"Число бюллетеней, выданных избирателям, проголосовавшим вне помещения для голосования"	635	4	17	10	21	0	0	17	5	16	9	19	15	27	12	0	9	26	30	23	19	23	4	10	8	3	7	18	9	17	7	3	32	0	12	28	21	10	6	7	16	63	35	17					
6	Число погашенных бюллетеней	3621	136	81	54	156	21	15	93	22	68	64	50	30	58	94	21	40	20	43	41	392	166	13	57	20	48	5	107	137	131	13	9	200	21	60	2	171	74	62	35	274	278	132	107					
7	Число бюллетеней в переносных ящиках для голосования	635	4	17	10	21	0	0	17	5	16	9	19	15	27	12	0	9	26	30	23	19	23	4	10	8	3	7	18	9	17	7	3	32	0	12	28	21	10	6	7	16	63	35	17					
8	Число бюллетеней в стационарных ящиках для голосования	15179	467	406	285	881	149	188	348	124	334	146	365	190	257	618	193	229	277	236	351	1226	1017	225	322	103	142	89	206	312	462	157	151	549	176	549	215	640	283	248	145	533	659	511	215					
9	Число недействительных бюллетеней	476	34	12	2	30	8	4	16	4	19	5	16	14	0	22	0	4	4	9	0	34	23	8	0	6	6	0	7	13	21	13	1	20	0	4	1	26	13	8	7	11	21	17	13					
10	Число действительных бюллетеней	15338	437	411	293	872	141	184	349	125	331	150	368	191	284	608	193	234	299	257	374	1211	1017	221	332	105	139	96	217	308	458	151	153	561	176	557	242	635	280	246	145	538	701	529	219					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	298	4	8	4	12	4	4	8	4	16	4	8	4	0	12	0	4	4	4	8	33	27	4	6	4	2	0	4	8	8	0	0	8	4	8	4	8	4	4	4	15	15	8	8					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	203	2	4	2	12	3	3	7	1	16	0	2	1	0	11	0	4	4	4	4	33	27	2	6	1	2	0	2	2	5	0	0	8	2	3	0	8	3	2	1	12	2	2	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	297	3	4	0	9	7	1	2	1	2	2	1	0	1	7	191	5	3	1	1	16	1	2	1	0	1	0	2	2	0	0	3	3	0	4	0	2	1	4	3	1	3	3	4					
14	Число погашенных открепительных удостоверений	95	2	4	2	0	1	1	1	3	0	4	6	3	0	1	0	0	0	0	4	0	0	2	0	3	0	0	2	6	3	0	0	0	2	5	4	0	1	2	3	3	13	6	8					
15	Число открепительных удостоверений выданных ТИК	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																		
18	"1. ""ЕДИНЕНИЕ"""	553	15	21	19	33	4	5	16	7	12	2	15	4	11	18	2	4	2	6	16	31	27	16	33	7	3	4	11	12	17	9	4	15	8	27	11	23	23	2	5	16	17	18	2					
		3.49%	3.18%	4.96%	6.44%	3.65%	2.68%	2.65%	4.38%	5.42%	3.42%	1.29%	3.90%	1.95%	3.87%	2.85%	1.03%	1.68%	0.66%	2.25%	4.27%	2.48%	2.59%	6.98%	9.93%	6.30%	2.06%	4.16%	4.91%	3.73%	3.54%	5.48%	2.59%	2.58%	4.54%	4.81%	4.52%	3.47%	7.84%	0.78%	3.28%	2.91%	2.35%	3.29%	0.86%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	176	4	2	2	8	1	0	2	0	3	1	3	8	0	9	9	0	4	2	4	24	14	0	5	1	1	0	2	5	3	0	1	7	1	2	1	6	4	5	4	15	9	4	0					
		1.11%	0.84%	0.47%	0.67%	0.88%	0.67%	0.0%	0.54%	0.0%	0.85%	0.64%	0.78%	3.90%	0.0%	1.42%	4.66%	0.0%	1.32%	0.75%	1.06%	1.92%	1.34%	0.0%	1.50%	0.90%	0.68%	0.0%	0.89%	1.55%	0.62%	0.0%	0.64%	1.20%	0.56%	0.35%	0.41%	0.90%	1.36%	1.96%	2.63%	2.73%	1.24%	0.73%	0.0%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	409	8	3	3	19	5	11	3	3	16	7	11	10	1	25	7	6	0	9	9	38	36	2	4	1	7	4	6	4	14	8	4	9	1	16	10	15	7	8	8	16	20	7	8					
		2.58%	1.69%	0.70%	1.01%	2.10%	3.35%	5.85%	0.82%	2.32%	4.57%	4.51%	2.86%	4.87%	0.35%	3.96%	3.62%	2.52%	0.0%	3.38%	2.40%	3.05%	3.46%	0.87%	1.20%	0.90%	4.82%	4.16%	2.67%	1.24%	2.92%	4.87%	2.59%	1.54%	0.56%	2.85%	4.11%	2.26%	2.38%	3.14%	5.26%	2.91%	2.77%	1.28%	3.44%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	123	0	5	0	7	1	1	3	2	1	1	0	3	0	9	7	3	0	1	2	16	8	0	0	3	2	0	7	2	0	1	4	4	4	0	1	12	2	0	0	4	3	1	3					
		0.77%	0.0%	1.18%	0.0%	0.77%	0.67%	0.53%	0.82%	1.55%	0.28%	0.64%	0.0%	1.46%	0.0%	1.42%	3.62%	1.26%	0.0%	0.37%	0.53%	1.28%	0.76%	0.0%	0.0%	2.70%	1.37%	0.0%	3.12%	0.62%	0.0%	0.60%	2.59%	0.68%	2.27%	0.0%	0.41%	1.81%	0.68%	0.0%	0.0%	0.72%	0.41%	0.18%	1.29%					
22	"5. ""За Русь Святую"""	50	5	1	0	1	0	0	3	0	0	0	1	8	0	2	1	1	0	2	1	2	2	0	2	0	0	0	1	0	2	2	2	0	0	0	2	1	0	1	0	0	2	1	4					
		0.31%	1.06%	0.23%	0.0%	0.11%	0.0%	0.0%	0.82%	0.0%	0.0%	0.0%	0.26%	3.90%	0.0%	0.31%	0.51%	0.42%	0.0%	0.75%	0.26%	0.16%	0.19%	0.0%	0.60%	0.0%	0.0%	0.0%	0.44%	0.0%	0.41%	1.21%	1.29%	0.0%	0.0%	0.0%	0.82%	0.15%	0.0%	0.39%	0.0%	0.0%	0.27%	0.18%	1.72%					
23	"6. ""Объединенная Российская партия ""Русь"""	62	3	0	0	5	0	0	5	0	3	1	0	4	0	0	1	0	0	0	2	6	2	1	3	2	1	0	1	1	1	0	2	0	0	0	0	8	2	0	0	1	1	5	1					
		0.39%	0.63%	0.0%	0.0%	0.55%	0.0%	0.0%	1.36%	0.0%	0.85%	0.64%	0.0%	1.95%	0.0%	0.0%	0.51%	0.0%	0.0%	0.0%	0.53%	0.48%	0.19%	0.43%	0.90%	1.80%	0.68%	0.0%	0.44%	0.31%	0.20%	0.0%	1.29%	0.0%	0.0%	0.0%	0.0%	1.21%	0.68%	0.0%	0.0%	0.18%	0.13%	0.91%	0.43%					
24	"7. ""Новый курс - Автомобильная Россия"""	127	11	0	2	11	5	0	0	1	1	0	3	3	0	5	2	5	0	1	4	16	12	0	0	3	0	0	2	3	3	0	2	3	0	4	3	3	2	1	5	7	1	3	0					
		0.80%	2.33%	0.0%	0.67%	1.21%	3.35%	0.0%	0.0%	0.77%	0.28%	0.0%	0.78%	1.46%	0.0%	0.79%	1.03%	2.10%	0.0%	0.37%	1.06%	1.28%	1.15%	0.0%	0.0%	2.70%	0.0%	0.0%	0.89%	0.93%	0.62%	0.0%	1.29%	0.51%	0.0%	0.71%	1.23%	0.45%	0.68%	0.39%	3.28%	1.27%	0.13%	0.54%	0.0%					
25	"8. ""Народно-республиканская партия России"""	43	2	1	0	1	0	1	0	0	0	1	0	3	0	1	0	0	0	1	0	6	1	0	2	0	0	0	0	3	5	0	1	2	0	0	2	0	3	1	0	3	1	2	0					
		0.27%	0.42%	0.23%	0.0%	0.11%	0.0%	0.53%	0.0%	0.0%	0.0%	0.64%	0.0%	1.46%	0.0%	0.15%	0.0%	0.0%	0.0%	0.37%	0.0%	0.48%	0.09%	0.0%	0.60%	0.0%	0.0%	0.0%	0.0%	0.93%	1.04%	0.0%	0.64%	0.34%	0.0%	0.0%	0.82%	0.0%	1.02%	0.39%	0.0%	0.54%	0.13%	0.36%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	1	0	0	2	1	0	0	1	1	1	1	1	0	1	1	0	0	0	0	4	2	0	0	0	0	1	0	2	1	0	2	1	0	0	1	6	0	2	0	2	0	1	0					
		0.22%	0.21%	0.0%	0.0%	0.22%	0.67%	0.0%	0.0%	0.77%	0.28%	0.64%	0.26%	0.48%	0.0%	0.15%	0.51%	0.0%	0.0%	0.0%	0.0%	0.32%	0.19%	0.0%	0.0%	0.0%	0.0%	1.04%	0.0%	0.62%	0.20%	0.0%	1.29%	0.17%	0.0%	0.0%	0.41%	0.90%	0.0%	0.78%	0.0%	0.36%	0.0%	0.18%	0.0%					
27	"10. ""Аграрная партия России"""	1116	43	47	26	95	7	11	9	4	25	6	29	21	12	20	7	4	10	7	32	73	44	7	23	1	3	13	6	30	50	17	9	39	22	73	30	102	32	12	8	28	23	47	9					
		7.05%	9.12%	11.11%	8.81%	10.53%	4.69%	5.85%	2.46%	3.10%	7.14%	3.87%	7.55%	10.24%	4.22%	3.17%	3.62%	1.68%	3.30%	2.63%	8.55%	5.86%	4.23%	3.05%	6.92%	0.90%	2.06%	13.54%	2.67%	9.34%	10.43%	10.36%	5.84%	6.71%	12.5%	13.01%	12.34%	15.43%	10.92%	4.72%	5.26%	5.10%	3.18%	8.60%	3.87%					
28	"11. ""Истинные патриоты России"""	60	0	0	0	4	0	0	1	0	0	1	1	0	0	2	0	0	1	0	0	1	4	1	3	0	1	0	9	1	2	0	2	2	1	1	2	3	3	0	0	0	6	6	2					
		0.37%	0.0%	0.0%	0.0%	0.44%	0.0%	0.0%	0.27%	0.0%	0.0%	0.64%	0.26%	0.0%	0.0%	0.31%	0.0%	0.0%	0.33%	0.0%	0.0%	0.08%	0.38%	0.43%	0.90%	0.0%	0.68%	0.0%	4.01%	0.31%	0.41%	0.0%	1.29%	0.34%	0.56%	0.17%	0.82%	0.45%	1.02%	0.0%	0.0%	0.0%	0.83%	1.09%	0.86%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	165	2	4	2	6	0	3	4	0	5	1	2	2	0	9	0	6	2	3	8	16	18	2	5	0	0	0	3	3	8	3	4	10	2	2	2	11	2	0	1	3	6	3	2					
		1.04%	0.42%	0.94%	0.67%	0.66%	0.0%	1.59%	1.09%	0.0%	1.42%	0.64%	0.52%	0.97%	0.0%	1.42%	0.0%	2.52%	0.66%	1.12%	2.13%	1.28%	1.73%	0.87%	1.50%	0.0%	0.0%	0.0%	1.33%	0.93%	1.67%	1.82%	2.59%	1.72%	1.13%	0.35%	0.82%	1.66%	0.68%	0.0%	0.65%	0.54%	0.83%	0.54%	0.86%					
30	"13. ""Демократическая партия России"""	63	2	2	0	6	2	0	0	4	1	1	0	4	0	2	0	0	0	0	1	1	9	2	0	1	1	0	0	0	1	2	2	2	0	2	1	1	2	1	0	0	5	2	3					
		0.39%	0.42%	0.47%	0.0%	0.66%	1.34%	0.0%	0.0%	3.10%	0.28%	0.64%	0.0%	1.95%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.26%	0.08%	0.86%	0.87%	0.0%	0.90%	0.68%	0.0%	0.0%	0.0%	0.20%	1.21%	1.29%	0.34%	0.0%	0.35%	0.41%	0.15%	0.68%	0.39%	0.0%	0.0%	0.69%	0.36%	1.29%					
31	"14. ""Великая Россия - Евразийский Союз"""	53	3	0	1	2	1	0	0	0	4	0	6	0	0	1	0	1	6	0	2	6	3	0	0	0	1	0	0	1	3	0	0	1	0	2	1	1	1	0	0	1	2	2	1					
		0.33%	0.63%	0.0%	0.33%	0.22%	0.67%	0.0%	0.0%	0.0%	1.14%	0.0%	1.56%	0.0%	0.0%	0.15%	0.0%	0.42%	1.98%	0.0%	0.53%	0.48%	0.28%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.31%	0.62%	0.0%	0.0%	0.17%	0.0%	0.35%	0.41%	0.15%	0.34%	0.0%	0.0%	0.18%	0.27%	0.36%	0.43%					
32	"15. ""Партия СЛОН"""	30	0	0	0	1	0	0	0	2	4	1	0	1	0	0	0	1	0	0	0	1	0	0	1	2	1	0	1	1	4	0	0	0	0	0	2	4	0	1	0	1	1	0	0					
		0.18%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.0%	1.55%	1.14%	0.64%	0.0%	0.48%	0.0%	0.0%	0.0%	0.42%	0.0%	0.0%	0.0%	0.08%	0.0%	0.0%	0.30%	1.80%	0.68%	0.0%	0.44%	0.31%	0.83%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.60%	0.0%	0.39%	0.0%	0.18%	0.13%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	386	10	6	7	17	3	3	2	2	5	7	5	4	1	27	13	4	1	7	17	48	46	3	1	0	1	1	10	6	6	1	5	7	0	6	3	12	3	2	2	29	27	15	11					
		2.44%	2.12%	1.41%	2.37%	1.88%	2.01%	1.59%	0.54%	1.55%	1.42%	4.51%	1.30%	1.95%	0.35%	4.28%	6.73%	1.68%	0.33%	2.63%	4.54%	3.85%	4.42%	1.31%	0.30%	0.0%	0.68%	1.04%	4.46%	1.86%	1.25%	0.60%	3.24%	1.20%	0.0%	1.06%	1.23%	1.81%	1.02%	0.78%	1.31%	5.28%	3.73%	2.74%	4.74%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	147	2	4	2	7	0	1	6	1	6	4	6	1	1	4	1	3	0	3	7	6	11	2	6	0	3	3	1	11	2	1	2	5	0	10	2	5	2	0	1	3	7	3	2					
		0.92%	0.42%	0.94%	0.67%	0.77%	0.0%	0.53%	1.64%	0.77%	1.71%	2.58%	1.56%	0.48%	0.35%	0.63%	0.51%	1.26%	0.0%	1.12%	1.87%	0.48%	1.05%	0.87%	1.80%	0.0%	2.06%	3.12%	0.44%	3.42%	0.41%	0.60%	1.29%	0.86%	0.0%	1.78%	0.82%	0.75%	0.68%	0.0%	0.65%	0.54%	0.96%	0.54%	0.86%					
35	"18. ""ЛДПР"""	597	19	19	5	28	5	7	7	0	5	8	9	21	7	21	5	7	11	44	3	62	70	1	9	0	2	0	7	12	22	9	10	30	2	2	1	35	2	13	2	29	22	8	16					
		3.77%	4.03%	4.49%	1.69%	3.10%	3.35%	3.72%	1.91%	0.0%	1.42%	5.16%	2.34%	10.24%	2.46%	3.33%	2.59%	2.94%	3.63%	16.54%	0.80%	4.97%	6.73%	0.43%	2.71%	0.0%	1.37%	0.0%	3.12%	3.73%	4.59%	5.48%	6.49%	5.16%	1.13%	0.35%	0.41%	5.29%	0.68%	5.11%	1.31%	5.28%	3.04%	1.46%	6.89%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	286	9	5	1	14	3	4	2	0	4	7	11	5	4	11	6	4	1	5	6	30	39	3	7	0	2	1	8	4	5	3	4	11	6	7	2	9	6	1	3	0	17	6	10					
		1.80%	1.91%	1.18%	0.33%	1.55%	2.01%	2.12%	0.54%	0.0%	1.14%	4.51%	2.86%	2.43%	1.40%	1.74%	3.10%	1.68%	0.33%	1.87%	1.60%	2.40%	3.75%	1.31%	2.10%	0.0%	1.37%	1.04%	3.57%	1.24%	1.04%	1.82%	2.59%	1.89%	3.40%	1.24%	0.82%	1.36%	2.04%	0.39%	1.97%	0.0%	2.35%	1.09%	4.31%					
37	"20. ""Политическая партия ""Единая Россия"""	7991	131	161	189	450	86	104	253	84	166	75	226	63	168	377	105	142	230	101	201	612	516	150	201	63	90	57	105	123	240	73	71	180	103	349	132	208	140	146	78	264	367	308	103					
		50.53%	27.81%	38.06%	64.06%	49.88%	57.71%	55.31%	69.31%	65.11%	47.42%	48.38%	58.85%	30.73%	59.15%	59.84%	54.40%	59.66%	75.90%	37.96%	53.74%	49.15%	49.61%	65.50%	60.54%	56.75%	62.06%	59.37%	46.87%	38.31%	50.10%	44.51%	46.10%	30.98%	58.52%	62.21%	54.32%	31.46%	47.78%	57.48%	51.31%	48.08%	50.83%	56.41%	44.39%					
38	"21. ""Российская Конституционно-демократическая партия"""	52	1	1	0	2	0	3	0	1	4	2	3	1	2	2	0	0	1	0	2	3	1	1	2	4	0	0	0	2	1	1	1	1	2	0	0	1	1	1	1	2	0	1	1					
		0.32%	0.21%	0.23%	0.0%	0.22%	0.0%	1.59%	0.0%	0.77%	1.14%	1.29%	0.78%	0.48%	0.70%	0.31%	0.0%	0.0%	0.33%	0.0%	0.53%	0.24%	0.09%	0.43%	0.60%	3.60%	0.0%	0.0%	0.0%	0.62%	0.20%	0.60%	0.64%	0.17%	1.13%	0.0%	0.0%	0.15%	0.34%	0.39%	0.65%	0.36%	0.0%	0.18%	0.43%					
