Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																			
Дата голосования: 02.12.2007																																																			
																																																			
Наименование Избирательной комиссии:    Бутурлиновская																																																			
																																																			
Сводная таблица результатов выборов																																																			
																																																			
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544					
1	"Число избирателей, внесенных в списки избирателей"	43085	2521	1183	715	1972	2090	2328	1445	1698	2090	1394	1157	1471	2672	703	223	206	736	582	410	1725	1128	530	448	739	973	1175	1269	1166	506	676	593	616	1135	311	336	146	597	119	352	219	416	379	281	1654					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	41315	2400	1050	700	1950	1850	2050	1400	1600	1900	1300	1100	1400	2650	700	222	200	700	550	400	1700	1100	500	450	750	950	1150	1250	1150	500	650	550	600	1100	300	300	140	600	128	350	225	400	400	250	1700					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	23169	1273	619	364	1022	995	1327	787	848	1057	648	534	709	1543	430	135	112	407	372	231	679	608	302	222	389	499	750	757	580	277	396	346	313	714	176	224	105	437	98	280	154	243	278	139	790					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	4432	157	84	62	125	90	98	144	141	120	161	138	127	29	109	31	33	149	80	100	206	181	78	102	136	203	196	116	98	93	85	101	127	106	71	46	8	54	8	45	29	80	56	60	169					
6	Число погашенных избирательных бюллетеней	13714	970	347	274	803	765	625	469	611	723	491	428	564	1078	161	56	55	144	98	69	815	311	120	126	225	248	204	377	472	130	169	103	160	280	53	30	27	109	22	25	42	77	66	51	741					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4431	157	84	62	125	90	98	144	141	120	161	138	127	29	109	31	33	149	80	100	205	181	78	102	136	203	196	116	98	93	85	101	127	106	71	46	8	54	8	45	29	80	56	60	169					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	23160	1272	619	364	1022	995	1326	787	848	1057	648	534	709	1539	430	135	112	407	372	231	677	608	301	222	389	499	750	757	580	277	396	346	313	714	176	224	105	437	98	280	154	243	278	139	790					
9	Число недействительных избирательных бюллетеней	228	7	4	3	8	9	13	6	9	13	7	5	9	15	6	0	1	5	5	2	7	4	4	3	1	1	10	5	8	7	5	5	4	7	0	1	0	4	3	1	1	3	1	8	8					
10	Число действительных избирательных бюллетеней	27363	1422	699	423	1139	1076	1411	925	980	1164	802	667	827	1553	533	166	144	551	447	329	875	785	375	321	524	701	936	868	670	363	476	442	436	813	247	269	113	487	103	324	182	320	333	191	951					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	670	11	17	7	26	16	33	21	11	25	8	13	17	56	25	3	7	23	10	4	17	17	7	5	24	17	21	42	27	4	6	9	11	7	9	4	4	10	2	16	3	26	24	8	17					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	641	11	17	6	26	16	33	21	7	25	8	13	15	56	22	1	7	23	10	4	17	17	7	5	24	17	21	42	21	2	6	9	11	7	9	0	0	10	1	16	3	26	24	8	17					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	312	7	11	11	9	8	54	35	37	9	6	6	4	26	2	5	3	4	3	0	5	4	5	2	5	6	4	4	3	3	3	6	4	1	1	1	2	0	1	1	1	3	4	0	3					
