Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																	
Дата голосования: 04.12.2011																																																	
																																																	
Наименование Избирательной комиссии:    Бутурлиновская																																																	
																																																	
Сводная таблица результатов выборов																																																	
																																																	
		Сумма	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542					
1	"Число избирателей, внесенных в список избирателей"	40678	2530	1101	642	1890	1993	1601	1335	1461	1915	1334	1127	1457	2270	1026	200	178	670	588	362	564	1409	1790	1787	685	957	956	1249	1099	424	610	555	555	1012	259	327	114	698	196	308	690	406	348					
2	"Число избирательных бюллетеней, полученных участковой избирательной комиссией"	38920	2400	1000	600	1800	1800	1450	1300	1300	1800	1250	1050	1300	2000	950	200	190	700	600	400	550	1400	1700	1700	700	1000	1000	1150	1050	450	650	550	550	1000	250	330	120	700	200	330	700	400	350					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещении для голосования"	21801	1218	577	332	890	926	891	645	670	936	527	527	637	1439	586	124	102	369	407	199	243	641	997	1011	424	358	553	979	741	231	380	346	242	488	130	167	84	384	127	231	470	299	273					
5	"Число избирательных бюллетеней, выданных избирателям вне помещения для голосования"	4718	136	92	58	104	102	114	111	86	113	180	158	135	57	67	30	22	109	58	120	174	214	213	266	112	210	185	129	215	111	103	96	128	194	65	50	8	78	36	49	115	74	41					
6	Число погашенных избирательных бюллетеней	12401	1046	331	210	806	772	445	544	544	751	543	365	528	504	297	46	66	222	135	81	133	545	490	423	164	432	262	42	94	108	167	108	180	318	55	113	28	238	37	50	115	27	36					
7	Число избирательных бюллетеней в переносных ящиках для голосования	4718	136	92	58	104	102	114	111	86	113	180	158	135	57	67	30	22	109	58	120	174	214	213	266	112	210	185	129	215	111	103	96	128	194	65	50	8	78	36	49	115	74	41					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	21579	1210	577	332	890	926	891	645	670	936	527	527	637	1439	586	124	102	369	407	199	243	641	784	1011	424	358	553	979	741	231	380	346	242	488	130	167	84	384	127	231	470	299	272					
9	Число недействительных избирательных бюллетеней	318	21	13	3	18	4	11	11	18	12	10	15	11	10	10	2	5	3	4	2	2	7	10	24	4	8	10	12	9	6	2	4	1	9	2	2	0	3	2	3	12	3	0					
10	Число действительных избирательных бюллетеней	25979	1325	656	387	976	1024	994	745	738	1037	697	670	761	1486	643	152	119	475	461	317	415	848	987	1253	532	560	728	1096	947	336	481	438	369	673	193	215	92	459	161	277	573	370	313					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	984	30	30	19	22	20	18	30	20	30	27	20	20	44	20	5	10	26	25	25	20	22	25	25	25	30	40	35	35	25	40	20	20	30	10	7	8	15	10	21	30	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	984	30	30	19	22	20	18	30	20	30	27	20	20	44	20	5	10	26	25	25	20	22	25	25	25	30	40	35	35	25	40	20	20	30	10	7	8	15	10	21	30	25	25					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	273	4	13	11	4	8	23	15	33	20	6	6	11	23	18	3	3	0	4	2	2	5	0	6	4	2	1	9	2	1	2	7	3	4	0	2	0	2	1	3	1	3	6					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	1	0	0	2	0	0	1	0	0	2	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																	
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	3952	231	74	87	182	143	177	140	144	213	168	74	145	197	118	13	14	65	54	43	39	193	155	159	44	95	121	119	103	21	63	61	27	130	28	52	2	88	15	19	43	48	45					
		15.03%	17.16%	11.06%	22.31%	18.31%	13.91%	17.61%	18.52%	19.05%	20.31%	23.76%	10.80%	18.78%	13.17%	18.07%	8.44%	11.29%	13.60%	11.61%	13.48%	9.35%	22.57%	15.55%	12.45%	8.21%	16.73%	16.40%	10.74%	10.77%	6.14%	13.04%	13.80%	7.30%	19.06%	14.36%	23.96%	2.17%	19.05%	9.20%	6.79%	7.35%	12.87%	14.38%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	2534	148	88	50	132	89	109	99	89	120	105	23	110	241	74	8	7	10	42	39	25	79	78	97	40	50	43	23	108	19	42	55	28	57	11	17	13	56	9	3	28	32	38					
		9.64%	10.99%	13.15%	12.82%	13.28%	8.66%	10.85%	13.10%	11.77%	11.44%	14.85%	3.36%	14.25%	16.11%	11.33%	5.19%	5.65%	2.09%	9.03%	12.23%	5.99%	9.24%	7.82%	7.60%	7.46%	8.80%	5.83%	2.08%	11.30%	5.56%	8.70%	12.44%	7.57%	8.36%	5.64%	7.83%	14.13%	12.12%	5.52%	1.07%	4.79%	8.58%	12.14%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	169	3	7	4	14	7	7	4	10	11	11	0	12	14	6	0	1	6	1	1	1	5	6	8	1	4	2	4	3	0	1	0	0	5	0	2	0	3	1	0	0	2	2					
		0.64%	0.22%	1.05%	1.03%	1.41%	0.68%	0.70%	0.53%	1.32%	1.05%	1.56%	0.00%	1.55%	0.94%	0.92%	0.00%	0.81%	1.26%	0.22%	0.31%	0.24%	0.58%	0.60%	0.63%	0.19%	0.70%	0.27%	0.36%	0.31%	0.00%	0.21%	0.00%	0.00%	0.73%	0.00%	0.92%	0.00%	0.65%	0.61%	0.00%	0.00%	0.54%	0.64%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4690	305	150	102	293	271	273	201	184	225	126	22	195	272	153	11	17	26	69	33	41	204	145	206	44	74	95	130	109	19	42	71	62	159	23	41	3	87	27	44	66	28	42					
		17.83%	22.66%	22.42%	26.15%	29.48%	26.36%	27.16%	26.59%	24.34%	21.45%	17.82%	3.21%	25.26%	18.18%	23.43%	7.14%	13.71%	5.44%	14.84%	10.34%	9.83%	23.86%	14.54%	16.13%	8.21%	13.03%	12.87%	11.73%	11.40%	5.56%	8.70%	16.06%	16.76%	23.31%	11.79%	18.89%	3.26%	18.83%	16.56%	15.71%	11.28%	7.51%	13.42%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	202	13	4	8	15	3	24	12	9	4	7	0	10	15	10	0	0	2	2	0	3	4	7	4	3	5	3	4	11	3	1	0	1	3	1	0	0	2	2	2	4	1	0					
		0.77%	0.97%	0.60%	2.05%	1.51%	0.29%	2.39%	1.59%	1.19%	0.38%	0.99%	0.00%	1.30%	1.00%	1.53%	0.00%	0.00%	0.42%	0.43%	0.00%	0.72%	0.47%	0.70%	0.31%	0.56%	0.88%	0.41%	0.36%	1.15%	0.88%	0.21%	0.00%	0.27%	0.44%	0.51%	0.00%	0.00%	0.43%	1.23%	0.71%	0.68%	0.27%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14362	623	330	134	336	511	402	286	300	463	278	551	287	738	278	120	78	363	293	200	305	361	593	778	400	332	463	815	611	273	332	251	248	317	129	103	74	222	105	209	430	255	185					
		54.61%	46.29%	49.33%	34.36%	33.80%	49.71%	40.00%	37.83%	39.68%	44.14%	39.32%	80.44%	37.18%	49.33%	42.57%	77.92%	62.90%	75.94%	63.01%	62.70%	73.14%	42.22%	59.48%	60.92%	74.63%	58.45%	62.74%	73.56%	63.91%	79.82%	68.74%	56.79%	67.03%	46.48%	66.15%	47.47%	80.43%	48.05%	64.42%	74.64%	73.50%	68.36%	59.11%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	70	2	3	2	4	0	2	3	2	1	2	0	2	9	4	0	2	3	0	1	1	2	3	1	0	0	1	1	2	1	0	0	3	2	1	0	0	1	2	0	2	4	1					
		0.27%	0.15%	0.45%	0.51%	0.40%	0.00%	0.20%	0.40%	0.26%	0.10%	0.28%	0.00%	0.26%	0.60%	0.61%	0.00%	1.61%	0.63%	0.00%	0.31%	0.24%	0.23%	0.30%	0.08%	0.00%	0.00%	0.14%	0.09%	0.21%	0.29%	0.00%	0.00%	0.81%	0.29%	0.51%	0.00%	0.00%	0.22%	1.23%	0.00%	0.34%	1.07%	0.32%					
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
																																																	
