Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																		
Дата голосования: 02.12.2007																																		
																																		
Наименование Избирательной комиссии:    Буйская																																		
																																		
Сводная таблица результатов выборов																																		
																																		
		Сумма	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45					
1	"Число избирателей, внесенных в списки избирателей"	10242	2146	2006	363	298	77	458	189	181	182	173	184	111	283	198	215	197	269	547	233	149	353	155	46	130	529	430	140					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	10125	2000	2000	370	300	74	460	200	180	180	170	190	117	280	200	220	190	280	540	230	150	330	150	50	136	550	440	138					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	6204	1190	1048	215	194	54	320	82	110	133	124	115	91	170	98	174	73	112	461	163	62	224	96	40	99	359	291	106					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	1346	42	36	54	48	9	62	74	49	32	29	45	16	91	85	25	93	111	22	54	58	75	33	5	25	82	70	21					
6	Число погашенных избирательных бюллетеней	2575	768	916	101	58	11	78	44	21	15	17	30	10	19	17	21	24	57	57	13	30	31	21	5	12	109	79	11					
7	Число избирательных бюллетеней в переносных ящиках для голосования	1346	42	36	54	48	9	62	74	49	32	29	45	16	91	85	25	93	111	22	54	58	75	33	5	25	82	70	21					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	6202	1190	1047	215	194	54	319	82	110	133	124	115	91	170	98	174	73	112	461	163	62	224	96	40	99	359	291	106					
9	Число недействительных избирательных бюллетеней	38	8	6	3	0	0	3	0	0	1	0	0	0	1	1	0	1	1	0	1	0	2	1	0	0	2	7	0					
10	Число действительных избирательных бюллетеней	7510	1224	1077	266	242	63	378	156	159	164	153	160	107	260	182	199	165	222	483	216	120	297	128	45	124	439	354	127					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	248	48	56	8	4	0	6	10	3	3	5	11	7	8	3	3	6	11	4	7	3	4	3	1	6	18	7	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	224	44	40	8	4	0	6	10	3	0	5	11	7	8	3	3	6	11	4	7	3	4	3	1	6	18	7	2					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	122	23	14	5	2	4	2	1	6	6	5	2	2	3	1	3	7	1	3	5	4	2	1	1	2	8	6	3					
