Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																
Дата голосования: 02.12.2007																																																
																																																
Наименование Избирательной комиссии:    Шадринская городская																																																
																																																
Сводная таблица результатов выборов																																																
																																																
		Сумма	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153	УИК №154	УИК №155	УИК №156	УИК №157	УИК №158	УИК №159	УИК №160	УИК №161	УИК №162	УИК №163	УИК №164	УИК №165	УИК №166	УИК №167	УИК №168	УИК №169	УИК №170	УИК №171	УИК №172	УИК №173	УИК №1163	УИК №1164	УИК №1165	УИК №1166	УИК №1167	УИК №1168	УИК №1169	УИК №1191					
1	"Число избирателей, внесенных в списки избирателей"	64921	315	909	651	958	2701	2535	1745	1108	1289	1222	1556	1848	1264	1308	1321	1103	2620	2462	1498	1524	2513	2847	2624	2441	2429	777	1785	2761	971	1592	2917	1404	1344	1339	1449	897	788	1450	2148	189	319					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	55950	250	800	650	800	2400	2400	1500	1000	1000	1000	1400	1500	1000	1100	1100	1000	2500	2300	1200	1300	2300	2500	2200	2000	2000	600	1300	2500	700	1300	2600	1100	1100	1100	1300	700	600	1200	2000	250	400					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	41298	230	658	443	582	1786	1671	1049	618	847	765	919	1057	710	720	815	693	1618	1465	1021	798	1669	1676	1638	1720	1565	495	1201	1850	582	1069	2019	934	841	914	944	584	434	896	1316	167	319					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	2601	20	28	174	25	77	56	59	37	62	39	58	47	153	62	61	12	55	64	43	268	180	228	53	62	77	29	17	78	51	48	65	27	21	40	52	46	30	25	60	12	0					
6	Число погашенных избирательных бюллетеней	12051	0	114	33	193	537	673	392	345	91	196	423	396	137	318	224	295	827	771	136	234	451	596	509	218	358	76	82	572	67	183	516	139	238	146	304	70	136	279	624	71	81					
7	Число избирательных бюллетеней в переносных ящиках для голосования	2601	20	28	174	25	77	56	59	37	62	39	58	47	153	62	61	12	55	64	43	268	180	228	53	62	77	29	17	78	51	48	65	27	21	40	52	46	30	25	60	12	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	41276	230	658	443	582	1786	1671	1048	618	847	764	916	1057	710	720	815	693	1615	1465	1021	796	1669	1670	1637	1720	1565	495	1200	1850	582	1069	2017	934	841	914	944	584	434	896	1314	167	319					
9	Число недействительных избирательных бюллетеней	336	4	1	2	5	13	10	13	7	7	11	4	8	7	9	2	8	13	7	8	9	14	14	10	14	19	5	3	16	5	9	12	4	8	7	13	8	3	9	10	0	5					
10	Число действительных избирательных бюллетеней	43541	246	685	615	602	1850	1717	1094	648	902	792	970	1096	856	773	874	697	1657	1522	1056	1055	1835	1884	1680	1768	1623	519	1214	1912	628	1108	2070	957	854	947	983	622	461	912	1364	179	314					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	973	5	25	5	20	39	30	20	10	15	10	10	20	10	15	20	15	28	80	30	20	35	43	35	42	30	10	50	41	20	20	30	20	20	20	30	12	13	15	50	10	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	860	5	25	0	17	39	30	16	10	12	10	10	15	10	15	12	15	28	53	21	19	35	41	33	42	30	10	50	41	12	19	30	20	14	19	24	11	12	14	35	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	989	9	15	160	5	24	13	17	3	12	6	5	3	3	2	9	8	18	21	17	12	111	16	21	33	19	5	78	19	48	17	46	22	14	11	10	17	15	10	23	6	86					
14	Число погашенных неиспользованных открепительных удостоверений	113	0	0	5	3	0	0	4	0	3	0	0	5	0	0	8	0	0	27	9	1	0	2	2	0	0	0	0	0	8	1	0	0	6	1	6	1	1	1	15	4	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0	1	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																
18	1.Политическая партия «Аграрная партия России»	1312	6	19	2	13	51	57	32	13	15	35	24	26	19	19	26	24	47	34	29	18	50	62	52	64	55	22	34	67	23	48	72	33	29	31	43	22	10	24	37	2	23					
		2.99%	2.40%	2.77%	0.32%	2.14%	2.74%	3.30%	2.89%	1.98%	1.65%	4.36%	2.46%	2.36%	2.20%	2.43%	2.97%	3.40%	2.81%	2.22%	2.73%	1.69%	2.70%	3.27%	3.08%	3.59%	3.35%	4.20%	2.79%	3.48%	3.63%	4.30%	3.46%	3.43%	3.36%	3.25%	4.32%	3.49%	2.16%	2.61%	2.69%	1.12%	7.21%					
19	2.Всероссийская политическая партия «Гражданская Сила»	378	1	4	0	6	14	19	8	6	11	2	2	8	5	5	9	4	10	13	15	9	23	7	11	19	17	3	9	20	4	11	36	12	3	6	8	7	6	3	18	2	2					
		0.86%	0.40%	0.58%	0.00%	0.99%	0.75%	1.10%	0.72%	0.92%	1.21%	0.25%	0.21%	0.72%	0.58%	0.64%	1.03%	0.57%	0.60%	0.85%	1.41%	0.85%	1.24%	0.37%	0.65%	1.07%	1.04%	0.57%	0.74%	1.04%	0.63%	0.98%	1.73%	1.25%	0.35%	0.63%	0.80%	1.11%	1.29%	0.33%	1.31%	1.12%	0.63%					
20	3.Политическая партия «Демократическая партия России»	58	0	1	0	0	2	1	0	1	0	1	0	0	2	0	0	2	0	1	4	0	1	4	4	3	4	2	2	2	3	0	6	1	2	2	0	0	3	2	1	0	1					
		0.13%	0.00%	0.15%	0.00%	0.00%	0.11%	0.06%	0.00%	0.15%	0.00%	0.12%	0.00%	0.00%	0.23%	0.00%	0.00%	0.28%	0.00%	0.07%	0.38%	0.00%	0.05%	0.21%	0.24%	0.17%	0.24%	0.38%	0.16%	0.10%	0.47%	0.00%	0.29%	0.10%	0.23%	0.21%	0.00%	0.00%	0.65%	0.22%	0.07%	0.00%	0.31%					
