Выборы Президента Российской Федерации																																																																									
Дата голосования: 04.03.2012																																																																									
																																																																									
Наименование Избирательной комиссии:    Брянск, Бежицкая																																																																									
																																																																									
Сводная таблица итогов голосования																																																																									
																																																																									
	Число участковых избирательных комиссий	62																																																																							
	Число участковых избирательных комиссий, приступивших к передаче сведений	62																																																																							
																																																																									
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62									
1	Число избирателей, включенных в список избирателей	134502	1392	3002	2485	1217	2739	2219	2106	1730	1654	1858	1859	1790	2383	2246	1743	1884	2068	2164	2471	2187	2281	2952	2793	2521	2111	1673	1960	2177	2189	1741	2280	2671	3260	2433	2983	2239	2585	2114	1625	1769	1997	2053	1834	2257	2794	2485	1098	2772	1132	1742	2687	2718	812	2332	2711	2924	2901	1369	2060	1856	1998	2416									
2	Число избирательных бюллетеней, полученных участковой избирательной комиссией	133690	1400	2800	2500	1600	2800	2200	2000	1700	1700	1800	1900	1900	2300	2300	1700	1900	2100	2100	2500	2300	2200	2800	2600	2500	2300	1700	1900	2200	2100	1800	2300	2700	2700	2300	3000	2200	2600	2100	1400	1500	1800	2200	1900	2400	2890	2600	1100	2600	1100	1800	2800	2800	1000	2400	2400	2800	2900	1400	2100	1900	2000	2400									
3	Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
4	Число избирательных бюллетеней, выданных в помещении для голосования в день голосования	85195	670	1972	1154	1206	1942	1258	1194	1313	1232	1294	1221	1091	1011	1779	1359	1382	1267	1210	1919	1310	1758	2299	1960	1947	1832	896	1184	1009	1197	924	1346	1424	1900	1272	2176	1954	1700	1396	1149	1295	1301	1401	1367	1270	1591	1357	618	1773	608	1149	1580	1496	722	1208	1475	1815	1663	716	1038	1069	1146	1430									
5	Число избирательных бюллетеней, выданных вне помещения для голосования в день голосования	3952	96	25	357	11	76	29	50	24	27	17	49	26	31	27	58	27	33	13	18	32	116	83	28	25	24	11	115	23	83	122	40	22	27	137	19	153	84	99	34	60	50	28	19	78	61	50	14	26	120	103	38	40	0	138	123	150	154	136	165	20	87	21									
6	Число погашенных избирательных бюллетеней	44543	634	803	989	383	782	913	756	363	441	489	630	783	1258	494	283	491	800	877	563	958	326	418	612	528	444	793	601	1168	820	754	914	1254	773	891	805	93	816	605	217	145	449	771	514	1052	1238	1193	468	801	372	548	1182	1264	278	1054	802	835	1083	548	897	811	767	949									
7	Число избирательных бюллетеней в переносных ящиках для голосования	3952	96	25	357	11	76	29	50	24	27	17	49	26	31	27	58	27	33	13	18	32	116	83	28	25	24	11	115	23	83	122	40	22	27	137	19	153	84	99	34	60	50	28	19	78	61	50	14	26	120	103	38	40	0	138	123	150	154	136	165	20	87	21									
8	Число бюллетеней в стационарных ящиках для голосования	84588	670	1972	1154	1206	1938	1258	1194	1224	1232	1294	1132	991	1011	1779	1327	1346	1258	1210	1915	1294	1758	2265	1960	1946	1832	896	1184	1009	1197	924	1346	1424	1900	1272	2157	1937	1700	1396	1121	1295	1301	1294	1355	1269	1591	1353	618	1773	608	1149	1578	1495	722	1207	1475	1815	1663	716	1038	1069	1145	1430									
9	Число недействительных избирательных бюллетеней	830	6	15	24	13	16	8	3	13	12	15	29	19	11	14	12	12	10	15	9	11	12	17	14	14	13	10	9	9	14	9	17	23	19	11	18	17	10	14	0	18	5	10	18	21	22	17	9	1	9	20	0	16	3	16	21	21	7	14	13	8	13	31									
10	Число действительных избирательных бюллетеней	87710	760	1982	1487	1204	1998	1279	1241	1235	1247	1296	1152	998	1031	1792	1373	1361	1281	1208	1924	1315	1862	2331	1974	1957	1843	897	1290	1023	1266	1037	1369	1423	1908	1398	2158	2073	1774	1481	1155	1337	1346	1312	1356	1326	1630	1386	623	1798	719	1232	1616	1519	719	1329	1577	1944	1810	838	1190	1081	1219	1420									
11	Число полученных открепительных  удостоверений	910	9	20	12	13	17	12	14	12	27	11	22	13	13	21	14	12	21	15	20	14	17	10	16	29	14	9	10	10	12	16	11	14	15	16	15	11	16	15	16	14	10	11	9	25	27	14	9	16	10	9	16	21	0	15	16	12	22	11	14	14	11	20									
