Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																
Дата голосования: 02.12.2007																																
																																
Наименование Избирательной комиссии:    район Филевский парк																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №2697	УИК №2698	УИК №2699	УИК №2700	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №3283	УИК №3284					
1	"Число избирателей, внесенных в списки избирателей"	50708	2257	2610	2044	2040	1279	2662	2281	2117	2209	2258	2748	2120	2366	1111	2301	1063	2313	2579	2449	1999	2269	2500	2583	487	63					
2	"Число избирательных бюллетеней, полученных участковыми избирательными комиссиями"	44450	1900	2200	1700	1800	1000	2100	1900	1800	1900	1900	2300	1950	2000	900	1900	1800	1900	2500	2100	1800	1900	2100	2200	800	100					
3	"Число избирательных бюллетеней, выданных избирателям, проголосовавшим досрочно"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
4	"Число избирательных бюллетеней, выданных избирателям в помещениях для голосования"	26839	986	1181	1027	1093	712	1354	1115	1107	1019	1144	1421	1264	1225	516	1065	1021	1203	1904	1118	1094	1124	1297	1321	465	63					
5	"Число избирательных бюллетеней, выданных избирателям вне помещений для голосования"	688	49	37	38	36	6	29	20	18	52	31	20	16	59	22	26	23	56	17	22	21	38	26	26	0	0					
6	Число погашенных избирательных бюллетеней	16922	865	982	635	671	282	717	765	675	829	725	859	669	716	362	809	756	641	579	960	685	738	777	853	335	37					
7	Число избирательных бюллетеней в переносных ящиках для голосования	686	49	37	38	36	6	29	20	18	52	31	20	14	59	22	26	23	56	17	22	21	38	26	26	0	0					
8	Число избирательных бюллетеней в стационарных ящиках для голосования	26698	983	1175	1024	1091	712	1351	1101	1107	1016	1142	1407	1214	1222	516	1065	1021	1199	1903	1117	1073	1121	1294	1316	465	63					
9	Число недействительных избирательных бюллетеней	392	12	9	16	17	13	19	17	18	10	18	21	19	15	4	22	14	21	17	20	19	19	25	21	6	0					
10	Число действительных избирательных бюллетеней	26992	1020	1203	1046	1110	705	1361	1104	1107	1058	1155	1406	1209	1266	534	1069	1030	1234	1903	1119	1075	1140	1295	1321	459	63					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	990	50	50	50	50	30	50	40	30	40	40	60	30	50	30	40	40	40	30	50	40	50	50	50	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	677	46	39	39	33	22	25	40	26	28	23	33	19	34	13	23	24	29	24	28	28	29	36	36	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	756	42	30	25	14	53	12	22	17	27	21	15	21	52	8	44	43	16	134	15	24	11	28	16	45	21					
14	Число погашенных неиспользованных открепительных удостоверений	313	4	11	11	17	8	25	0	4	12	17	27	11	16	17	17	16	11	6	22	12	21	14	14	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	45	0	2	1	3	0	1	2	3	4	1	3	1	0	3	5	1	2	2	0	1	5	4	1	0	0					
16	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
18	1.Политическая партия «Аграрная партия России»	872	33	44	38	37	27	40	50	30	37	36	61	23	56	18	31	24	40	35	33	53	34	27	54	10	1					
		3.18%	3.20%	3.63%	3.58%	3.28%	3.76%	2.90%	4.46%	2.67%	3.46%	3.07%	4.27%	1.87%	4.37%	3.35%	2.84%	2.30%	3.19%	1.82%	2.90%	4.84%	2.93%	2.05%	4.02%	2.15%	1.59%					
19	2.Всероссийская политическая партия «Гражданская Сила»	731	23	39	30	31	26	60	24	26	23	39	39	40	30	13	41	22	41	24	47	20	37	25	20	11	0					
		2.67%	2.23%	3.22%	2.82%	2.75%	3.62%	4.35%	2.14%	2.31%	2.15%	3.32%	2.73%	3.26%	2.34%	2.42%	3.76%	2.11%	3.27%	1.25%	4.13%	1.83%	3.19%	1.89%	1.49%	2.37%	0.00%					
20	3.Политическая партия «Демократическая партия России»	47	0	1	1	3	3	2	1	4	2	0	8	3	0	2	2	0	2	3	1	1	1	1	5	1	0					
		0.17%	0.00%	0.08%	0.09%	0.27%	0.42%	0.14%	0.09%	0.36%	0.19%	0.00%	0.56%	0.24%	0.00%	0.37%	0.18%	0.00%	0.16%	0.16%	0.09%	0.09%	0.09%	0.08%	0.37%	0.22%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	3745	162	185	158	132	91	227	194	130	154	166	200	123	236	82	133	120	202	130	162	162	139	188	193	75	1					
		13.68%	15.70%	15.26%	14.88%	11.71%	12.67%	16.45%	17.31%	11.56%	14.42%	14.15%	14.02%	10.02%	18.42%	15.24%	12.19%	11.49%	16.10%	6.77%	14.22%	14.81%	11.99%	14.24%	14.38%	16.13%	1.59%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	862	30	38	51	49	18	61	31	42	32	42	36	53	58	13	19	13	57	30	51	23	27	31	43	13	1					
		3.15%	2.91%	3.14%	4.80%	4.35%	2.51%	4.42%	2.77%	3.73%	2.99%	3.58%	2.52%	4.32%	4.53%	2.42%	1.74%	1.25%	4.54%	1.56%	4.48%	2.10%	2.33%	2.35%	3.20%	2.80%	1.59%					
23	6.Политическая партия «Партия социальной справедливости»	111	1	4	3	4	6	5	6	4	6	6	8	3	5	4	7	2	1	4	7	6	2	5	10	2	0					
		0.41%	0.10%	0.33%	0.28%	0.35%	0.84%	0.36%	0.54%	0.36%	0.56%	0.51%	0.56%	0.24%	0.39%	0.74%	0.64%	0.19%	0.08%	0.21%	0.61%	0.55%	0.17%	0.38%	0.75%	0.43%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	2206	72	92	91	96	53	92	116	88	112	110	175	101	91	56	98	98	74	95	93	72	91	93	113	30	4					
		8.06%	6.98%	7.59%	8.57%	8.52%	7.38%	6.67%	10.35%	7.82%	10.49%	9.38%	12.26%	8.22%	7.10%	10.41%	8.98%	9.39%	5.90%	4.95%	8.17%	6.58%	7.85%	7.05%	8.42%	6.45%	6.35%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	2140	87	104	99	62	59	88	100	60	88	104	125	69	112	59	102	68	114	69	60	108	112	128	113	47	3					
